ticker,V2X.INDEX
2007-10-22,23.1405
2007-10-23,22.2771
2007-10-24,22.5706
2007-10-25,20.3871
2007-10-26,19.6521
2007-10-29,19.5547
2007-10-30,20.5258
2007-10-31,19.9915
2007-11-01,20.8039
2007-11-02,22.5777
2007-11-05,23.5653
2007-11-06,22.2305
2007-11-07,23.1142
2007-11-08,24.2059
2007-11-09,26.2585
2007-11-12,25.7979
2007-11-13,24.3942
2007-11-14,23.9079
2007-11-15,24.1229
2007-11-16,23.9477
2007-11-19,25.8939
2007-11-20,24.2296
2007-11-21,26.3075
2007-11-22,25.2801
2007-11-23,24.2141
2007-11-26,25.3639
2007-11-27,24.8939
2007-11-28,22.9455
2007-11-29,22.1864
2007-11-30,20.4255
2007-12-03,20.2177
2007-12-04,21.1889
2007-12-05,19.1296
2007-12-06,18.9496
2007-12-07,17.777
2007-12-10,18.3706
2007-12-11,18.73
2007-12-12,17.3886
2007-12-13,20.4149
2007-12-14,19.8926
2007-12-17,21.746
2007-12-18,21.0846
2007-12-19,20.4808
2007-12-20,19.1525
2007-12-21,17.2417
2007-12-24,17.2417
2007-12-25,17.2417
2007-12-26,17.2417
2007-12-27,18.366
2007-12-28,18.0605
2007-12-31,18.0605
2008-01-01,18.0605
2008-01-02,20.7962
2008-01-03,20.4077
2008-01-04,21.8046
2008-01-07,22.3151
2008-01-08,21.3083
2008-01-09,22.2657
2008-01-10,22.1956
2008-01-11,21.6025
2008-01-14,21.8863
2008-01-15,23.6132
2008-01-16,24.3042
2008-01-17,24.2938
2008-01-18,25.4405
2008-01-21,34.96
2008-01-22,33.7934
2008-01-23,40.2484
2008-01-24,34.8708
2008-01-25,33.6983
2008-01-28,33.4194
2008-01-29,31.8875
2008-01-30,32.2981
2008-01-31,30.0471
2008-02-01,27.4687
2008-02-04,27.218
2008-02-05,31.9584
2008-02-06,30.5677
2008-02-07,31.8031
2008-02-08,31.692
2008-02-11,31.9443
2008-02-12,28.6393
2008-02-13,27.9293
2008-02-14,28.0832
2008-02-15,29.3659
2008-02-18,28.0062
2008-02-19,27.8149
2008-02-20,29.0684
2008-02-21,28.3885
2008-02-22,28.7621
2008-02-25,27.8544
2008-02-26,25.8832
2008-02-27,25.249
2008-02-28,26.0736
2008-02-29,28.6914
2008-03-03,30.8962
2008-03-04,31.4554
2008-03-05,29.753
2008-03-06,30.6213
2008-03-07,31.556
2008-03-10,32.0537
2008-03-11,29.7674
2008-03-12,28.7552
2008-03-13,29.6542
2008-03-14,31.5852
2008-03-17,37.0497
2008-03-18,33.1468
2008-03-19,31.3786
2008-03-20,30.3668
2008-03-21,30.3668
2008-03-24,30.3668
2008-03-25,28.7098
2008-03-26,28.655
2008-03-27,27.129
2008-03-28,26.2793
2008-03-31,27.3083
2008-04-01,24.6244
2008-04-02,24.5911
2008-04-03,25.1853
2008-04-04,23.8251
2008-04-07,23.3615
2008-04-08,24.0381
2008-04-09,24.136
2008-04-10,23.7622
2008-04-11,24.7553
2008-04-14,25.933
2008-04-15,25.0443
2008-04-16,22.9991
2008-04-17,23.3232
2008-04-18,21.6331
2008-04-21,22.3629
2008-04-22,22.9447
2008-04-23,22.2164
2008-04-24,21.3973
2008-04-25,20.9661
2008-04-28,21.0962
2008-04-29,21.5211
2008-04-30,20.8781
2008-05-01,20.8781
2008-05-02,19.7693
2008-05-05,19.9163
2008-05-06,20.0878
2008-05-07,19.5765
2008-05-08,19.947
2008-05-09,20.6725
2008-05-12,21.1972
2008-05-13,21.8017
2008-05-14,19.6439
2008-05-15,18.8714
2008-05-16,18.5667
2008-05-19,18.245
2008-05-20,20.0612
2008-05-21,19.9703
2008-05-22,19.5563
2008-05-23,21.4552
2008-05-26,21.807
2008-05-27,21.6836
2008-05-28,20.7966
2008-05-29,19.9027
2008-05-30,19.6841
2008-06-02,21.599
2008-06-03,21.3422
2008-06-04,21.7176
2008-06-05,21.3381
2008-06-06,23.4071
2008-06-09,24.8098
2008-06-10,24.4123
2008-06-11,25.0875
2008-06-12,23.3041
2008-06-13,22.4832
2008-06-16,22.9637
2008-06-17,22.2066
2008-06-18,23.333
2008-06-19,23.0545
2008-06-20,24.0341
2008-06-23,23.0103
2008-06-24,23.3701
2008-06-25,21.9045
2008-06-26,24.5022
2008-06-27,24.9617
2008-06-30,24.6668
2008-07-01,26.2514
2008-07-02,26.3804
2008-07-03,25.7967
2008-07-04,26.7919
2008-07-07,25.8164
2008-07-08,26.8474
2008-07-09,25.4267
2008-07-10,27.378
2008-07-11,29.2661
2008-07-14,28.9311
2008-07-15,30.0551
2008-07-16,28.8021
2008-07-17,26.7422
2008-07-18,24.8921
2008-07-21,24.8824
2008-07-22,24.4802
2008-07-23,23.7313
2008-07-24,23.9227
2008-07-25,23.8577
2008-07-28,24.819
2008-07-29,24.533
2008-07-30,23.2157
2008-07-31,23.3294
2008-08-01,24.1877
2008-08-04,25.0392
2008-08-05,23.1793
2008-08-06,22.184
2008-08-07,22.6124
2008-08-08,22.1286
2008-08-11,22.3518
2008-08-12,22.5546
2008-08-13,24.3456
2008-08-14,23.177
2008-08-15,22.1116
2008-08-18,21.8863
2008-08-19,24.0236
2008-08-20,22.9651
2008-08-21,23.2701
2008-08-22,21.6044
2008-08-25,22.9001
2008-08-26,22.0995
2008-08-27,21.892
2008-08-28,21.109
2008-08-29,21.0605
2008-09-01,21.6154
2008-09-02,21.2336
2008-09-03,22.176
2008-09-04,24.9709
2008-09-05,26.8459
2008-09-08,26.1796
2008-09-09,26.7135
2008-09-10,27.5169
2008-09-11,28.0361
2008-09-12,27.0376
2008-09-15,32.5904
2008-09-16,36.1855
2008-09-17,37.5264
2008-09-18,37.5541
2008-09-19,35.189
2008-09-22,32.7151
2008-09-23,32.5721
2008-09-24,32.62
2008-09-25,32.6568
2008-09-26,38.3677
2008-09-29,39.4009
2008-09-30,40.3874
2008-10-01,41.9211
2008-10-02,42.9811
2008-10-03,41.163
2008-10-06,51.0569
2008-10-07,50.7059
2008-10-08,60.6701
2008-10-09,58.3927
2008-10-10,81.0342
2008-10-13,67.0469
2008-10-14,60.3095
2008-10-15,65.453
2008-10-16,87.5127
2008-10-17,77.1459
2008-10-20,63.2838
2008-10-21,56.1841
2008-10-22,61.8945
2008-10-23,64.709
2008-10-24,74.7359
2008-10-27,76.5431
2008-10-28,74.6871
2008-10-29,71.0051
2008-10-30,66.1426
2008-10-31,60.6773
2008-11-03,54.6093
2008-11-04,47.9394
2008-11-05,49.1021
2008-11-06,60.7084
2008-11-07,56.5929
2008-11-10,55.6689
2008-11-11,63.4876
2008-11-12,66.423
2008-11-13,64.4387
2008-11-14,62.4765
2008-11-17,66.8718
2008-11-18,63.9043
2008-11-19,68.5178
2008-11-20,72.8475
2008-11-21,74.135
2008-11-24,63.6637
2008-11-25,61.2037
2008-11-26,56.4852
2008-11-27,51.4683
2008-11-28,51.4443
2008-12-01,57.5519
2008-12-02,55.725
2008-12-03,54.1926
2008-12-04,54.5307
2008-12-05,58.7765
2008-12-08,54.4561
2008-12-09,52.6486
2008-12-10,50.4021
2008-12-11,48.9477
2008-12-12,52.8018
2008-12-15,53.2142
2008-12-16,50.8983
2008-12-17,49.6669
2008-12-18,46.9906
2008-12-19,41.3543
2008-12-22,40.2847
2008-12-23,40.2933
2008-12-24,40.2933
2008-12-25,40.2933
2008-12-26,40.2933
2008-12-29,43.1535
2008-12-30,43.867
2008-12-31,43.867
2009-01-01,43.867
2009-01-02,42.0759
2009-01-05,41.2661
2009-01-06,40.2438
2009-01-07,40.8587
2009-01-08,41.7652
2009-01-09,41.2944
2009-01-12,44.3165
2009-01-13,46.211
2009-01-14,52.9712
2009-01-15,56.3255
2009-01-16,48.8924
2009-01-19,50.4385
2009-01-20,53.5249
2009-01-21,52.8565
2009-01-22,50.2596
2009-01-23,50.2258
2009-01-26,47.0806
2009-01-27,44.5956
2009-01-28,42.9118
2009-01-29,44.0922
2009-01-30,44.7879
2009-02-02,47.7669
2009-02-03,45.1034
2009-02-04,41.6801
2009-02-05,42.5783
2009-02-06,41.8338
2009-02-09,42.2965
2009-02-10,44.8143
2009-02-11,43.4229
2009-02-12,44.3833
2009-02-13,41.8443
2009-02-16,44.3442
2009-02-17,48.4869
2009-02-18,47.9571
2009-02-19,45.144
2009-02-20,48.5138
2009-02-23,50.2729
2009-02-24,49.5507
2009-02-25,47.2166
2009-02-26,42.3922
2009-02-27,42.8901
2009-03-02,49.5401
2009-03-03,48.6386
2009-03-04,44.6056
2009-03-05,47.161
2009-03-06,49.5518
2009-03-09,47.2138
2009-03-10,45.3903
2009-03-11,45.0484
2009-03-12,45.351
2009-03-13,43.8933
2009-03-16,43.5812
2009-03-17,43.4147
2009-03-18,42.9651
2009-03-19,42.6267
2009-03-20,43.4136
2009-03-23,41.943
2009-03-24,40.8814
2009-03-25,40.2273
2009-03-26,39.0276
2009-03-27,40.3235
2009-03-30,44.91
2009-03-31,42.4096
2009-04-01,41.734
2009-04-02,42.0951
2009-04-03,40.5362
2009-04-06,41.0818
2009-04-07,40.1621
2009-04-08,38.9694
2009-04-09,37.6085
2009-04-10,37.6085
2009-04-13,37.6085
2009-04-14,40.2195
2009-04-15,39.7173
2009-04-16,37.2958
2009-04-17,36.7027
2009-04-20,41.0013
2009-04-21,40.8736
2009-04-22,39.5964
2009-04-23,39.1905
2009-04-24,37.381
2009-04-27,37.8879
2009-04-28,39.7768
2009-04-29,37.4512
2009-04-30,36.8821
2009-05-01,36.8821
2009-05-04,36.7636
2009-05-05,37.3667
2009-05-06,36.2625
2009-05-07,38.0156
2009-05-08,36.0588
2009-05-11,36.8538
2009-05-12,34.9507
2009-05-13,36.4547
2009-05-14,36.111
2009-05-15,33.1914
2009-05-18,32.3116
2009-05-19,31.9277
2009-05-20,31.3056
2009-05-21,34.4813
2009-05-22,32.5318
2009-05-25,33.6486
2009-05-26,32.6654
2009-05-27,32.0679
2009-05-28,33.8191
2009-05-29,33.0374
2009-06-01,31.804
2009-06-02,31.413
2009-06-03,32.502
2009-06-04,31.5158
2009-06-05,29.7774
2009-06-08,31.2235
2009-06-09,30.3638
2009-06-10,29.2578
2009-06-11,27.5128
2009-06-12,28.1235
2009-06-15,31.9685
2009-06-16,31.8921
2009-06-17,34.6359
2009-06-18,32.4386
2009-06-19,30.9232
2009-06-22,36.0495
2009-06-23,33.5941
2009-06-24,30.845
2009-06-25,31.0569
2009-06-26,30.8491
2009-06-29,29.3802
2009-06-30,30.2413
2009-07-01,28.844
2009-07-02,31.7683
2009-07-03,31.3897
2009-07-06,33.5458
2009-07-07,34.3639
2009-07-08,34.8517
2009-07-09,32.573
2009-07-10,32.3493
2009-07-13,30.922
2009-07-14,29.6485
2009-07-15,27.7768
2009-07-16,26.8815
2009-07-17,26.0077
2009-07-20,27.2222
2009-07-21,27.5213
2009-07-22,27.6468
2009-07-23,26.8172
2009-07-24,26.7054
2009-07-27,27.5235
2009-07-28,28.1188
2009-07-29,27.7072
2009-07-30,27.0683
2009-07-31,28.1252
2009-08-03,29.5341
2009-08-04,28.5486
2009-08-05,27.5867
2009-08-06,26.9297
2009-08-07,26.0442
2009-08-10,26.8358
2009-08-11,27.852
2009-08-12,27.0173
2009-08-13,26.3011
2009-08-14,27.52
2009-08-17,32.1671
2009-08-18,30.4847
2009-08-19,30.4972
2009-08-20,28.472
2009-08-21,26.952
2009-08-24,28.2983
2009-08-25,27.8497
2009-08-26,28.367
2009-08-27,28.0978
2009-08-28,27.5908
2009-08-31,29.5215
2009-09-01,31.539
2009-09-02,31.124
2009-09-03,30.3085
2009-09-04,28.1169
2009-09-07,27.843
2009-09-08,27.4227
2009-09-09,26.3146
2009-09-10,25.934
2009-09-11,25.7152
2009-09-14,26.868
2009-09-15,26.4976
2009-09-16,25.9829
2009-09-17,25.9097
2009-09-18,25.6896
2009-09-21,26.0353
2009-09-22,25.5304
2009-09-23,25.5973
2009-09-24,27.1057
2009-09-25,27.1017
2009-09-28,26.4844
2009-09-29,26.2436
2009-09-30,26.8181
2009-10-01,29.224
2009-10-02,30.1776
2009-10-05,29.3201
2009-10-06,27.5164
2009-10-07,27.2934
2009-10-08,26.0493
2009-10-09,26.2717
2009-10-12,25.8123
2009-10-13,27.0429
2009-10-14,25.38
2009-10-15,24.7769
2009-10-16,25.199
2009-10-19,25.2672
2009-10-20,24.5576
2009-10-21,23.842
2009-10-22,24.3875
2009-10-23,24.4296
2009-10-26,27.2798
2009-10-27,27.4338
2009-10-28,28.8978
2009-10-29,27.4348
2009-10-30,31.3257
2009-11-02,30.9759
2009-11-03,31.7691
2009-11-04,29.5213
2009-11-05,28.267
2009-11-06,27.4821
2009-11-09,26.3446
2009-11-10,26.3612
2009-11-11,26.5252
2009-11-12,26.5419
2009-11-13,25.7949
2009-11-16,26.0885
2009-11-17,26.6583
2009-11-18,25.3958
2009-11-19,26.5245
2009-11-20,26.5338
2009-11-23,24.971
2009-11-24,24.9072
2009-11-25,23.6802
2009-11-26,30.3482
2009-11-27,28.3598
2009-11-30,30.2813
2009-12-01,26.9483
2009-12-02,26.3854
2009-12-03,26.1293
2009-12-04,24.8832
2009-12-07,24.8858
2009-12-08,26.6741
2009-12-09,28.3235
2009-12-10,26.963
2009-12-11,25.2094
2009-12-14,24.4541
2009-12-15,23.9015
2009-12-16,23.2551
2009-12-17,24.101
2009-12-18,25.1044
2009-12-21,23.3807
2009-12-22,23.2634
2009-12-23,22.8498
2009-12-24,22.8498
2009-12-25,22.8498
2009-12-28,23.5164
2009-12-29,23.3564
2009-12-30,24.0577
2009-12-31,24.0577
2018-01-02,13.37
2018-01-03,12.1367
2018-01-04,11.4105
2018-01-05,11.1245
2018-01-08,11.4954
2018-01-09,11.262
2018-01-10,11.759
2018-01-11,11.3595
2018-01-12,10.9024
2018-01-15,11.0727
2018-01-16,11.3466
2018-01-17,11.9473
2018-01-18,11.9883
2018-01-19,11.8533
2018-01-22,11.9678
2018-01-23,11.9508
2018-01-24,12.3924
2018-01-25,12.691
2018-01-26,12.4779
2018-01-29,13.2927
2018-01-30,14.811
2018-01-31,15.1644
2018-02-01,16.1394
2018-02-02,17.5594
2018-02-05,18.855
2018-02-06,30.1771
2018-02-07,21.3656
2018-02-08,32.0402
2018-02-09,34.737
2018-02-12,28.1626
2018-02-13,25.9501
2018-02-14,20.7053
2018-02-15,20.5158
2018-02-16,17.7606
2018-02-19,19.1283
2018-02-20,18.6401
2018-02-21,18.6489
2018-02-22,18.6903
2018-02-23,18.1752
2018-02-26,16.7709
2018-02-27,17.5944
2018-02-28,18.0002
2018-03-01,20.5673
2018-03-02,23.386
2018-03-05,18.8922
2018-03-06,18.6852
2018-03-07,18.1546
2018-03-08,16.6065
2018-03-09,15.4054
2018-03-12,15.4002
2018-03-13,16.6195
2018-03-14,16.9106
2018-03-15,15.2246
2018-03-16,13.389
2018-03-19,16.4988
2018-03-20,15.3836
2018-03-21,14.8531
2018-03-22,18.551
2018-03-23,21.0758
2018-03-26,22.0543
2018-03-27,18.9761
2018-03-28,19.6857
2018-03-29,17.4364
2018-03-30,17.4364
2018-04-02,17.4364
2018-04-03,18.8146
2018-04-04,19.5763
2018-04-05,16.9025
2018-04-06,17.4368
2018-04-09,17.353
2018-04-10,16.3164
2018-04-11,16.9837
2018-04-12,15.8108
2018-04-13,15.2974
2018-04-16,14.5036
2018-04-17,13.288
2018-04-18,13.0383
2018-04-19,13.7415
2018-04-20,13.756
2018-04-23,13.328
2018-04-24,13.4086
2018-04-25,14.6576
2018-04-26,13.6785
2018-04-27,13.1315
2018-04-30,13.7154
2018-05-01,13.7154
2018-05-02,13.5282
2018-05-03,14.4576
2018-05-04,13.4198
2018-05-07,13.3159
2018-05-08,13.7161
2018-05-09,13.3529
2018-05-10,12.8229
2018-05-11,12.4351
2018-05-14,12.6448
2018-05-15,12.6765
2018-05-16,13.5725
2018-05-17,13.0848
2018-05-18,13.9673
2018-05-21,13.7761
2018-05-22,12.9845
2018-05-23,15.0616
2018-05-24,15.6902
2018-05-25,16.0228
2018-05-28,17.7786
2018-05-29,20.1545
2018-05-30,18.3411
2018-05-31,17.6547
2018-06-01,15.6231
2018-06-04,14.3641
2018-06-05,14.7988
2018-06-06,14.7989
2018-06-07,14.4204
2018-06-08,14.9616
2018-06-11,13.9917
2018-06-12,13.6885
2018-06-13,13.198
2018-06-14,11.4418
2018-06-15,12.1297
2018-06-18,13.763
2018-06-19,14.8685
2018-06-20,13.9834
2018-06-21,16.0901
2018-06-22,14.2065
2018-06-25,17.8727
2018-06-26,17.2411
2018-06-27,17.1802
2018-06-28,18.4191
2018-06-29,16.6333
2018-07-02,17.9959
2018-07-03,16.3909
2018-07-04,16.2213
2018-07-05,15.731
2018-07-06,14.7428
2018-07-09,14.0711
2018-07-10,12.9935
2018-07-11,14.5961
2018-07-12,13.4596
2018-07-13,12.8035
2018-07-16,13.0323
2018-07-17,12.556
2018-07-18,11.9617
2018-07-19,12.8476
2018-07-20,13.7747
2018-07-23,14.1892
2018-07-24,12.7259
2018-07-25,13.5029
2018-07-26,12.1361
2018-07-27,11.6594
2018-07-30,12.7107
2018-07-31,12.5596
2018-08-01,13.028
2018-08-02,14.5051
2018-08-03,13.3973
2018-08-06,13.47
2018-08-07,12.6265
2018-08-08,12.8654
2018-08-09,12.4882
2018-08-10,15.1113
2018-08-13,15.9406
2018-08-14,15.861
2018-08-15,18.4755
2018-08-16,16.2633
2018-08-17,16.0982
2018-08-20,14.5019
2018-08-21,13.8748
2018-08-22,13.8512
2018-08-23,13.6438
2018-08-24,13.1882
2018-08-27,13.1149
2018-08-28,13.1602
2018-08-29,12.9914
2018-08-30,14.1532
2018-08-31,15.6343
2018-09-03,15.4945
2018-09-04,16.3854
2018-09-05,17.2886
2018-09-06,17.1012
2018-09-07,16.4546
2018-09-10,15.8948
2018-09-11,15.7862
2018-09-12,15.3235
2018-09-13,14.5934
2018-09-14,13.8963
2018-09-17,14.5708
2018-09-18,14.356
2018-09-19,13.5296
2018-09-20,13.1843
2018-09-21,12.8151
2018-09-24,13.7328
2018-09-25,13.1636
2018-09-26,12.8518
2018-09-27,13.171
2018-09-28,14.7637
2018-10-01,14.2333
2018-10-02,15.4784
2018-10-03,14.6064
2018-10-04,16.0249
2018-10-05,16.6807
2018-10-08,17.6264
2018-10-09,16.9002
2018-10-10,18.4029
2018-10-11,21.2373
2018-10-12,20.2103
2018-10-15,19.0703
2018-10-16,16.8341
2018-10-17,17.0163
2018-10-18,18.1712
2018-10-19,18.7838
2018-10-22,19.3581
2018-10-23,21.3624
2018-10-24,21.9772
2018-10-25,20.7552
2018-10-26,23.7391
2018-10-29,22.2872
2018-10-30,22.2249
2018-10-31,20.3038
2018-11-01,18.995
2018-11-02,18.848
2018-11-05,18.3296
2018-11-06,18.1091
2018-11-07,16.4264
2018-11-08,15.881
2018-11-09,16.3773
2018-11-12,17.8587
2018-11-13,17.029
2018-11-14,18.4549
2018-11-15,20.1522
2018-11-16,18.0762
2018-11-19,18.032
2018-11-20,19.9622
2018-11-21,18.2397
2018-11-22,19.2881
2018-11-23,18.9738
2018-11-26,18.4228
2018-11-27,18.479
2018-11-28,18.5952
2018-11-29,18.61
2018-11-30,18.4935
2018-12-03,16.9152
2018-12-04,17.2085
2018-12-05,19.0904
2018-12-06,24.6155
2018-12-07,21.6688
2018-12-10,23.6592
2018-12-11,21.0925
2018-12-12,19.7254
2018-12-13,19.1773
2018-12-14,19.1643
2018-12-17,19.8187
2018-12-18,20.0366
2018-12-19,19.6024
2018-12-20,20.733
2018-12-21,20.3984
2018-12-24,20.3984
2018-12-25,20.3984
2018-12-26,20.3984
2018-12-27,25.6882
2018-12-28,23.8643
2018-12-31,23.8643
2019-01-01,23.8643
2019-01-02,23.3924
2019-01-03,22.9978
2019-01-04,20.4827
2019-01-07,20.151
2019-01-08,19.4803
2019-01-09,18.997
2019-01-10,18.6879
2019-01-11,17.4182
2019-01-14,17.8987
2019-01-15,16.9334
2019-01-16,15.7177
2019-01-17,15.4064
2019-01-18,14.28
2019-01-21,15.385
2019-01-22,15.9971
2019-01-23,16.4792
2019-01-24,15.5603
2019-01-25,14.7823
2019-01-28,16.1551
2019-01-29,16.0456
2019-01-30,16.0154
2019-01-31,15.1126
2019-02-01,13.9879
2019-02-04,14.2075
2019-02-05,13.5808
2019-02-06,13.616
2019-02-07,16.1706
2019-02-08,16.3132
2019-02-11,15.2186
2019-02-12,14.2814
2019-02-13,13.9695
2019-02-14,15.757
2019-02-15,14.2944
2019-02-18,14.5378
2019-02-19,14.6143
2019-02-20,14.2742
2019-02-21,14.3444
2019-02-22,13.9767
2019-02-25,13.8464
2019-02-26,13.8942
2019-02-27,14.3497
2019-02-28,13.5876
2019-03-01,13.3709
2019-03-04,13.6499
2019-03-05,13.5075
2019-03-06,13.4409
2019-03-07,13.8671
2019-03-08,14.411
2019-03-11,14.1546
2019-03-12,13.8356
2019-03-13,13.9503
2019-03-14,13.6478
2019-03-15,12.9242
2019-03-18,13.2122
2019-03-19,13.0007
2019-03-20,14.4778
2019-03-21,15.6876
2019-03-22,17.6785
2019-03-25,17.3356
2019-03-26,15.8457
2019-03-27,16.3337
2019-03-28,16.6715
2019-03-29,15.2748
2019-04-01,14.7903
2019-04-02,14.7848
2019-04-03,14.1923
2019-04-04,14.2468
2019-04-05,13.552
2019-04-08,14.603
2019-04-09,14.5187
2019-04-10,14.281
2019-04-11,12.595
2019-04-12,11.877
2019-04-15,11.4864
2019-04-16,11.3012
2019-04-17,11.2672
2019-04-18,11.0066
2019-04-19,11.0066
2019-04-22,11.0066
2019-04-23,12.204
2019-04-24,12.5447
2019-04-25,12.9572
2019-04-26,12.6034
2019-04-29,13.0278
2019-04-30,13.2624
2019-05-01,13.2624
2019-05-02,14.3357
2019-05-03,13.3808
2019-05-06,15.7375
2019-05-07,18.0429
2019-05-08,17.6428
2019-05-09,20.0378
2019-05-10,18.5073
2019-05-13,19.4264
2019-05-14,17.5609
2019-05-15,16.7467
2019-05-16,15.0605
2019-05-17,14.9769
2019-05-20,17.3812
2019-05-21,15.8302
2019-05-22,15.4494
2019-05-23,17.637
2019-05-24,16.7146
2019-05-27,16.2373
2019-05-28,16.1658
2019-05-29,17.7806
2019-05-30,16.7607
2019-05-31,17.4218
2019-06-03,17.2417
2019-06-04,16.42
2019-06-05,16.1034
2019-06-06,15.6299
2019-06-07,14.9085
2019-06-10,14.8913
2019-06-11,14.796
2019-06-12,14.945
2019-06-13,14.3656
2019-06-14,14.3629
2019-06-17,14.0293
2019-06-18,13.2695
2019-06-19,13.6604
2019-06-20,13.3474
2019-06-21,13.3894
2019-06-24,13.9669
2019-06-25,13.9815
2019-06-26,14.0634
2019-06-27,14.1174
2019-06-28,13.7342
2019-07-01,12.383
2019-07-02,11.8371
2019-07-03,11.7045
2019-07-04,11.7651
