date,BRK.B.UN.Equity,JPM.UN.Equity,V.UN.Equity,BAC.UN.Equity,WFC.UN.Equity,MA.UN.Equity,C.UN.Equity,RY.CT.Equity,TD.CT.Equity,AXP.UN.Equity,USB.UN.Equity,AMT.UN.Equity,MS.UN.Equity,CME.UW.Equity,GS.UN.Equity,BLK.UN.Equity,BNS.CT.Equity,CB.UN.Equity,SCHW.UN.Equity,PNC.UN.Equity,SPG.UN.Equity,BK.UN.Equity,CCI.UN.Equity,ICE.UN.Equity,SPGI.UN.Equity,BMO.CT.Equity,MET.UN.Equity,MMC.UN.Equity,BAM.A.CT.Equity,PLD.UN.Equity,COF.UN.Equity,PSA.UN.Equity,PGR.UN.Equity,AON.UN.Equity,AIG.UN.Equity,AFL.UN.Equity,PRU.UN.Equity,TFC.UN.Equity,CM.CT.Equity,TRV.UN.Equity,ALL.UN.Equity,EQIX.UW.Equity,MFC.CT.Equity,MCO.UN.Equity,WELL.UN.Equity,EQR.UN.Equity,AVB.UN.Equity,STT.UN.Equity,DLR.UN.Equity,TROW.UW.Equity,VTR.UN.Equity,GWO.CT.Equity,MTB.UN.Equity,SLF.CT.Equity,DFS.UN.Equity,WLTW.UW.Equity,INFO.UN.Equity,O.UN.Equity,NTRS.UW.Equity,SBAC.UW.Equity,BXP.UN.Equity,SYF.UN.Equity,WY.UN.Equity,ESS.UN.Equity,HIG.UN.Equity,BPY.U.CT.Equity,FITB.UW.Equity,KEY.UN.Equity,BEN.UN.Equity,AMP.UN.Equity,FRC.UN.Equity,L.UN.Equity,CFG.UN.Equity,RF.UN.Equity,NA.CT.Equity,CBRE.UN.Equity,AJG.UN.Equity,NDAQ.UW.Equity,PEAK.UN.Equity,MSCI.UN.Equity,FFH.CT.Equity,HBAN.UW.Equity,CINF.UW.Equity,PFG.UW.Equity,ARE.UN.Equity,HST.UN.Equity,VNO.UN.Equity,EXR.UN.Equity,EFX.UN.Equity,ETFC.UW.Equity,CMA.UN.Equity,CBOE.UF.Equity,LNC.UN.Equity,UDR.UN.Equity,MAA.UN.Equity,RJF.UN.Equity,IFC.CT.Equity,SIVB.UW.Equity,REG.UW.Equity,DRE.UN.Equity,IRM.UN.Equity,POW.CT.Equity,WRB.UN.Equity,MKTX.UW.Equity,Y.UN.Equity,IBKR.UW.Equity,CPT.UN.Equity,WU.UN.Equity,BRO.UN.Equity,MPW.UN.Equity,RE.UN.Equity,GL.UN.Equity,CONE.UW.Equity,RNR.UN.Equity
20190101,0.0418431344690457,0.0554061029081503,0.0206400225322246,0.0349934623938773,0.0279342112692421,0.0265238024738479,0.036678341285164,0.0258009565298331,0.0173991081479989,0.0336678361943065,0.0267177048836211,0.0323555092212705,0.0558622230909241,0.0215321601201729,0.0157796295808095,0.0264892477243004,0.0250101431636495,0.0258174076090788,0.0258920962848549,0.028036706650486,0.0440996514838923,0.0238218972100415,0.0368190040030677,0.0187516375044013,0.0420019671391819,0.0186341849915345,0.0583100286758925,0.0242238700283277,0.023019550501136,0.0373900116878288,0.0398873993108219,0.0233316111442223,0.0296855382126918,0.0324879956902504,0.0345512834729935,0.0243045969257485,0.029973978667434,0.047605240396148,0.0265837084741144,0.028096284115152,0.0334400299898122,0.0297019744851485,0.0223871141649957,0.0561616488114855,0.0533245204433733,0.0557695157889461,0.0544780321666036,0.0270906039827663,0.0153305851149501,0.0441048364516641,0.0372526021897061,0.0243076547611775,0.0332082492142167,0.0253528701106112,0.0260695455207823,0.0227965837891015,0.0418268517373537,0.0426939871680832,0.026176858344568,0.0282685238145104,0.0538291761375281,0.0349112008048809,0.0266059385264491,0.0404325088419542,0.0233012630309665,0.0203763007058084,0.0542296574997534,0.0367098953011017,0.0563718819652522,0.0486880062980104,0.0423529791661489,0.0404341456685661,0.0232261105026567,0.034609738048289,0.0203714307600495,0.0325733968246326,0.029580559253407,0.019604149607416,0.0294688551649793,0.0313860940906982,0.022256571626994,0.0375624266135459,0.0364377001837672,0.0375750548490435,0.0369824212348592,0.0259537631077172,0.0268227062418225,0.025979713910574,0.036654896662513,0.0766198078729299,0.0510857537105881,0.0223897239255182,0.0478127705070076,0.0339110098039284,0.0575777839358588,0.0301516028964451,0.0243268421869706,0.0208547991085141,0.0274503818810978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190102,0.0376614386463628,0.0527874182106846,0.0216562165127161,0.0353782146830711,0.0296335026941774,0.0205205175227109,0.0369462403025627,0.0372453283289699,0.0222417153641089,0.0386989890375717,0.032684763993848,0.03067579364175,0.0460436333820823,0.0203217281815431,0.0150115012494949,0.02401622394184,0.0263442912548704,0.025019132307027,0.0271378353014618,0.0260648550686271,0.0345154613878775,0.0252969448198259,0.0403157032203151,0.0256282588546069,0.0364753917868489,0.0167751759010829,0.0558408314894683,0.0337889510073979,0.02230699856353,0.0364682197179648,0.0399083955297608,0.0240532508686331,0.0321759193241863,0.0288487969182042,0.0276924956012567,0.023146726240484,0.0325942194210002,0.0484570388190294,0.0268327397751394,0.0256278438820666,0.0342300952799085,0.0222385652912657,0.0268355517052263,0.0518910364844287,0.227164723293145,0.0568486679824366,0.0581405893611143,0.0322866034629033,0.0329022889105538,0.0332728467223752,0.0501249447878318,0.0173445105207674,0.032631285442903,0.0213520032403729,0.0261096020334686,0.0217089031878942,0.0410305897882606,0.0439199639914431,0.025876388344654,0.0298898404100729,0.0519670554014137,0.0411984612819384,0.0277792422943275,0.0387899245998819,0.03618632048251,0.0178808698320417,0.0553265867484704,0.035831192541305,0.0576677989886977,0.0511585710553191,0.0312671750571216,0.0456852082206449,0.04112526621617,0.0336701255414684,0.0251880449827827,0.0282046071763789,0.0329261342202403,0.0161831992209534,0.056630197214433,0.0337363957330081,0.0177583673678357,0.0514349230422494,0.0467559636532804,0.0386548652460011,0.0682465847698691,0.0283269889437711,0.0329440905575625,0.0359970497441232,0.03216251615744,0.0827033767260042,0.0501991372888777,0.0374934809110645,0.0391067386097673,0.0333593766375206,0.0523917122884135,0.0309479920892399,0.0230279697920646,0.0254947995553837,0.0229711887488853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190103,0.0256791498799796,0.0493230037466138,0.0211703009867034,0.0332512295661255,0.029200239922174,0.0337545762778115,0.03684899842281,0.0245536503899603,0.0206835861719871,0.0343110266869634,0.0287116359378438,0.030494828868396,0.0474469962379715,0.0207789890618398,0.0141845515429577,0.026326901474495,0.0204140980874811,0.0302271980302093,0.0262010162097757,0.0247815679816874,0.0239990535793918,0.0263526269742582,0.0399894576196648,0.0249072519620819,0.0313453828495961,0.0174791833161043,0.0554885820294228,0.0338594927903253,0.023873639625685,0.041234962735061,0.0417670103696463,0.0217197794261271,0.0271574340695694,0.0302214470601352,0.0305401547226912,0.0246851584260117,0.0336945949477664,0.0519262464524022,0.0311290681548573,0.0279994029787598,0.0341859357096332,0.0245732583560108,0.0289689240189146,0.0273667271257061,0.050480679014429,0.0530424654278918,0.067490670226089,0.0334887862695883,0.0274048744634081,0.0395121122836755,0.0498711555028309,0.0208978387595398,0.0238290574861853,0.022910678353811,0.0243452119829485,0.0219133697365796,0.0370046910278175,0.0378241825792266,0.0229009622608889,0.0300548432070884,0.0540153829661537,0.0364079872302474,0.0274684152378605,0.0464662961642163,0.0227588265357954,0.0210187803843496,0.0531621160451037,0.0339744423187075,0.0588595590735589,0.044355643632354,0.0415589365051782,0.0319479565800721,0.0375230338700053,0.0282735632282165,0.0239090722350949,0.0274319794663335,0.0361305603047728,0.0209898025481593,0.0568027346725055,0.0305942708099746,0.0184325274689306,0.0362373119643217,0.0343144115298262,0.0458346355489724,0.0686905557328916,0.0241196891513851,0.033057401204301,0.0276940300584768,0.0321514498783925,0.0808412897015107,0.0387960371630247,0.038917532769709,0.0389001549570525,0.0355687146938709,0.0354483649253739,0.0301293691100505,0.0238240648177514,0.0263880069154269,0.0249292708916469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190104,0.023088169048187,0.0553229195429367,0.0213154599831431,0.0327801420815092,0.0324985665840379,0.0240764723221062,0.0383151605946259,0.0244668259827676,0.022001997524294,0.0364701870360056,0.0309322464256192,0.0398575422077252,0.0588133007020793,0.0205525429851243,0.0143974279956606,0.0215043794684355,0.0226119359624012,0.0269944654498714,0.0335427519283721,0.0193359189716937,0.0242832789911907,0.0271726586393446,0.0405258157947287,0.0241679185027384,0.0404704768909544,0.0185089909512896,0.0595704771807102,0.0326420336337081,0.0194982758355046,0.0359721967417582,0.0514305285375775,0.0307049196756242,0.0279273126069664,0.0360324522461757,0.0292157703264033,0.022841825676961,0.0318479267032441,0.0438938871344267,0.031852454243293,0.0295976932078684,0.0323090494443546,0.0291389750818692,0.0286454827175844,0.0278509467968566,0.0494436430163298,0.0566763067082308,0.0586568347568958,0.031134747510204,0.0308260344077967,0.0375177529721061,0.0392703332706064,0.0210676061486205,0.0318217457676453,0.0206860218515702,0.0365630236622573,0.0251602587796981,0.0437238582635723,0.0326721071932388,0.0223263574655249,0.030737416565618,0.0550202481738374,0.0341817253995432,0.0270436117557277,0.0571957284752583,0.0256198508506748,0.0201643834822093,0.049809317086203,0.0360033885806737,0.0612464847000975,0.0449844576235626,0.0369576684117729,0.0229461273093149,0.0323425296776353,0.0379835607745721,0.0266398312787682,0.0262297668517834,0.0364570618988198,0.0213515408580885,0.0383747190558311,0.0292061824289959,0.0192347981768632,0.0370202148490154,0.0424221477651778,0.0405831367571001,0.0674500731076294,0.0326948171004862,0.0315961289284272,0.0359378398132842,0.0333993761747593,0.080664886337732,0.045847669069568,0.0396165654536167,0.0380826266801473,0.0450184224984407,0.0489234066316047,0.0298121232700573,0.0246237050357676,0.0255726842872342,0.0238777393249802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190107,0.0286732145154945,0.0558514997232637,0.0179777129935412,0.0446003146564422,0.0321972184709623,0.0348146991446338,0.0382287577465669,0.0282688091334838,0.0256940147956235,0.0437581795334109,0.031407614603836,0.0275129210586627,0.0567714115201569,0.0218087365558942,0.0153143852090293,0.0275426543698927,0.0266258112063917,0.0300636417960621,0.0291816333453644,0.0221022001834602,0.0421976398891396,0.0258381798932092,0.0303843678595649,0.0239238499330146,0.0405736190813594,0.0188701411812781,0.0530356799716147,0.0313314778724506,0.020183359737213,0.0362121365651926,0.0476469058274883,0.0260775114848299,0.0296154565310677,0.0327490101307186,0.0314683575008289,0.0240794445416836,0.0319974054893012,0.0444554955187468,0.0300492469671554,0.0255441968311169,0.0313301608395941,0.0289142052579087,0.02683585211577,0.0300991019240374,0.0483018875856035,0.0535943744160124,0.0601046389247312,0.0320603263098121,0.0280926927098613,0.0315592933477758,0.0339861582697144,0.0218754952911078,0.0417060565992681,0.0210035653605728,0.0402970214895832,0.0253104964628216,0.0451693727729358,0.0392656216504594,0.0245973664466185,0.0295761855184087,0.0561149015044571,0.0387117162592504,0.0272760141940647,0.0483292532987952,0.0240398091952809,0.0185007615402457,0.0473795023460834,0.0347082926893798,0.0370941398767534,0.0448060914658144,0.0397778549443121,0.0226786401294016,0.0284583882031266,0.0300047821689717,0.0238365233346257,0.0334795418688238,0.0359286281092821,0.0388098991156334,0.0402538753184926,0.0212837470545566,0.0182147265592236,0.0385308632793885,0.0289349026514382,0.0346026260137325,0.0451409857567763,0.0204624851749608,0.030877096062931,0.0316587268075824,0.0310485117252991,0.0713985663765392,0.0509011373795577,0.0240941232557545,0.0410023275295473,0.0448607032634385,0.0390842048954489,0.0242827295851043,0.0251355656821645,0.0256572616344077,0.020514362001995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190108,0.0371540277745117,0.048769746804624,0.0216646731629977,0.0619253920682057,0.0264974010070755,0.025356655887847,0.0376186568072691,0.0400715533515406,0.0237248496493221,0.0481607058364203,0.0323770197769263,0.0291340506929168,0.0611822978917242,0.0189169783466877,0.0154840835926831,0.0296064672768185,0.0221835647394294,0.0316821094380357,0.0277304073031734,0.0349316941618437,0.0433387974124369,0.0205645598831964,0.0258014851148329,0.0261437828346613,0.0373456707937498,0.0293289168555518,0.0525565004191117,0.0336726693122142,0.0190823379561693,0.0579987340055144,0.0448151054085769,0.0267797487715324,0.0379880697753312,0.0279667738153656,0.0223506704993276,0.0253342642053731,0.0333395285079292,0.0377983064328781,0.0302033614827268,0.0247502803500868,0.0464402071441662,0.0252574080523819,0.0294299569004314,0.0278588568153454,0.0484715169568988,0.0538852363793429,0.0584565715850167,0.0286394908838952,0.0283454442648745,0.0333154383961526,0.0361323415497096,0.0199543842897362,0.034323209926859,0.0501393887192276,0.0401806805092183,0.0209853957619294,0.0462348187349838,0.0363118112283267,0.0231935663361749,0.0296539531585859,0.0577912947494692,0.0457541947102434,0.0282376075810449,0.0504026947312717,0.0339027506110244,0.0168533347903722,0.0432266726807173,0.0438192251747587,0.0301478109999653,0.0508561151619222,0.0362444276856102,0.0359831813972707,0.0264680283194747,0.0349554842229733,0.0359886559503396,0.034535265780266,0.0319965173083742,0.0270133043463806,0.0370540634428487,0.016597282107834,0.0201114303016931,0.0373424509058201,0.0326157878642617,0.0336383561068407,0.0429200435432025,0.0188106566494538,0.0365919896794127,0.0300917499655699,0.032293530315672,0.0670933467812934,0.0566032742723944,0.0288116794936842,0.0626393005734284,0.0480305871379399,0.037126650393368,0.0215563637523764,0.0281175871201481,0.0273633381148401,0.0199551711516307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190109,0.0394446557821631,0.0546242159273829,0.0260609955782083,0.0654178749355375,0.0345118586402322,0.0289494486162782,0.0418025864579517,0.0455966057263502,0.0239836232641132,0.0492696515111955,0.0475291306768274,0.0306210282243542,0.0559705643705208,0.0191383285851829,0.0160329219893626,0.0301520571647072,0.026244840666289,0.0282967006976293,0.0277165869587102,0.0398823653266107,0.0419801202138608,0.0201847560707753,0.0381069925190822,0.0302233021597081,0.0319788158327913,0.0290122101468626,0.0379594597510827,0.0315379564778029,0.0209889029013396,0.0576162278472636,0.0372383768033984,0.0244353127712022,0.033986714039902,0.0279802657516608,0.0340951596429792,0.0190712278047347,0.0301839927170763,0.04088660958598,0.0265729297609484,0.023183005471203,0.0370297303392921,0.0277446596023019,0.0249963324281775,0.0283333113464924,0.0466373114579712,0.0491616456963588,0.0591070669192766,0.0265875014175134,0.0339015307470818,0.0326717082878216,0.036724154335923,0.018464893987001,0.0372584786724345,0.029248120761284,0.0367003352092725,0.0196332306628943,0.0427548899457257,0.0338553489141011,0.0229366186019312,0.0330265958532512,0.0574523309606803,0.0454766403730253,0.0266298157136803,0.0502372062124038,0.0324471986294236,0.0184422881940118,0.0370609154477126,0.0444179876770054,0.0318361780073425,0.0465718468304024,0.0331236885954329,0.0407495213132673,0.0330097835098212,0.0290134379404814,0.0290663970115084,0.036656133499492,0.0263574931869516,0.028797616245865,0.0421543796316932,0.0230377361587593,0.0193514082707252,0.038912780728456,0.0301255281439242,0.0319535035285755,0.0422917932392742,0.0223250573187088,0.0298059342495743,0.0278633890640298,0.0313239560658469,0.0559891856351363,0.0563658385559268,0.035377727961391,0.0600198580009403,0.0343599386646267,0.0602908430270538,0.0234247785919431,0.0274765569426884,0.0207901298131626,0.0234050441131255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190110,0.03074094967394,0.0553198532963652,0.0254419785872667,0.0449440315386634,0.0328962566054117,0.0271978543152493,0.0431477970658427,0.0433890078122535,0.0241589069821821,0.0337055030735709,0.0337675862749063,0.0296666126138914,0.0602486455493895,0.0214320949452068,0.0155130548230366,0.0292126537961018,0.0238102740426203,0.0235633437045056,0.0257188719129957,0.0366531744532851,0.0408504117572373,0.0336515375913422,0.0316565090522904,0.0267923325865435,0.0432712143572666,0.0288083214140102,0.0298226099249974,0.0333404682841081,0.0212343395022223,0.0482363227740244,0.0421992902599718,0.0232653703375839,0.0328428233221403,0.0269172872610261,0.0348115932607002,0.0172873920682636,0.0260414962084696,0.043084405751689,0.0313017044117035,0.0248229191494211,0.0391576080688685,0.0263090239067242,0.0277124824715481,0.0265876326539631,0.0517656573285951,0.0492432616969258,0.0570857981391023,0.027442427466946,0.0311307671689573,0.030579007042958,0.0579198809129025,0.0208898860714778,0.0377422441232722,0.02747875077138,0.0396083174021443,0.0271866588145619,0.0400320718785732,0.0406031592180842,0.0242674121940102,0.0387683094335418,0.0568825634493151,0.0463354211380874,0.0288235748944801,0.0507208258828506,0.0331417512266905,0.0186662200455457,0.0322243089253345,0.0435685192867823,0.0312848811237467,0.0463838950310699,0.0422737310619749,0.0415812546442862,0.0317968008175817,0.0295062552615222,0.0193409259932895,0.0386273188902977,0.0271047703776228,0.0268269902338969,0.040518059317151,0.023133093131232,0.0191063116247781,0.0429276986961452,0.035569979751627,0.0358946174664767,0.042809766997367,0.0338212560962924,0.0350438105789055,0.0329273011120697,0.0327651322803542,0.0429876203668148,0.066936755129834,0.0301088245813117,0.0632479907430376,0.032308916552848,0.0675579923224905,0.0316357881545058,0.0288481810319371,0.0225994301695963,0.0222963992688142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190111,0.0306266179668253,0.0547892709800263,0.0220419287525519,0.0446619805624754,0.0317744878141462,0.0274098063862446,0.0357813594308512,0.0400738818929538,0.0231230872847535,0.0339178360194186,0.0496706959653585,0.0305327893875802,0.0574391415292449,0.0210130857429074,0.0159831692999491,0.0338632689866456,0.021342353071977,0.0255897570689348,0.0249897590373446,0.049779491427306,0.03619295327219,0.0297944454634188,0.0245308381887953,0.0269369864744547,0.0402434325125984,0.0292269367522962,0.0382770080761557,0.0404375004445073,0.0209926411787634,0.0575800306023966,0.0488201607792263,0.0272625399650538,0.0341931187409546,0.0236641760613375,0.03043651249325,0.016738495741092,0.026717632965126,0.0466422099747076,0.0308780458181871,0.0257428458890118,0.0400292418069008,0.0246231305845079,0.0272969259365683,0.0271712729563384,0.0496511389608672,0.0505547426188387,0.0603978825171766,0.0283402346547975,0.031343507375205,0.0226589724862081,0.0794734630006664,0.0201781264294358,0.0340548402422316,0.0298579583925584,0.0593895101583826,0.0203118537171749,0.0429689326441224,0.0407144915297675,0.0234833439005476,0.0306701007557775,0.0579156675995564,0.0471635685361042,0.0314504116004113,0.0504103969142729,0.03225405124388,0.0183483723834115,0.0316332088694509,0.0431451481847936,0.0325183610085441,0.0456741304141751,0.0332642880058897,0.0406888850858247,0.0242647320450493,0.0300151405954581,0.0202782013736992,0.0364897983419873,0.0251443330221093,0.0309128581150928,0.0353536535869182,0.0242660840492293,0.0191203599459175,0.0317414417141282,0.0292337620231899,0.0317949728574057,0.0414740671337162,0.02029125470606,0.0295827011352385,0.0392547774616598,0.0322244907691582,0.0569555441969988,0.0692599044891636,0.026812088384727,0.060280326506275,0.0354216250584087,0.0625392403549671,0.023438015237199,0.0266531522377841,0.0195907097552064,0.0246999898006399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190114,0.0249022200871146,0.0567876659567277,0.0203615679098338,0.0442234463506669,0.0359572324390289,0.0288981764213969,0.0374289509823172,0.039800249092557,0.023880762223504,0.0267382029709514,0.0297142863531135,0.0317756712852517,0.0593970054755855,0.017286934038289,0.0158567485384546,0.0513781951391172,0.0221144670494952,0.0253865562381021,0.025598510965677,0.0489741298343702,0.0363399043093257,0.0322620250277952,0.0263339047957031,0.0213969074279947,0.0442399773694433,0.0288353103271132,0.0304790135043478,0.030081033688166,0.0212800692507866,0.0573164846403777,0.0400822702082482,0.0254862743814079,0.031693072581118,0.025135175804669,0.0358353505713085,0.0174593922294223,0.0296587552750233,0.0484152783953487,0.0223872780126084,0.0257366971259851,0.0388983126201049,0.0252649503539356,0.0273035251907092,0.0227903368139554,0.0463609359622526,0.0560669264132415,0.0633340098391288,0.0306839360930305,0.0303987955548687,0.0206075637294576,0.0540168515900845,0.018759193468622,0.0384097332408059,0.0283026393300436,0.037043328777131,0.0318545800518603,0.0379150188032709,0.033025352708806,0.0330984952047119,0.0272823158432226,0.0589488655314101,0.0462221677881253,0.0291228987993782,0.0504055404233747,0.0314114417948398,0.0197958287086559,0.0364346045371714,0.0415484691751794,0.033617975736053,0.0444656293900612,0.0319328419440391,0.0414106491210078,0.0245683243704123,0.0263643108760056,0.0212857645745837,0.0341261203053886,0.0227932937874704,0.0289881364905865,0.0415419939897501,0.0248309875165682,0.0203105083859077,0.0283847725938059,0.030415928398272,0.0355070825717827,0.042868347434427,0.0211001944682473,0.0281983678970498,0.0347288766401855,0.0346002797379055,0.0532165180233516,0.0679552027472678,0.0261864471790018,0.0537583476982636,0.0371964435132457,0.0630801079176647,0.0295646672205828,0.0300794310955563,0.0210522084656238,0.023247849262664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
