date,HSBA.LN.EQUITY,ALV.GY.EQUITY,SAN.SQ.EQUITY,BNP.FP.EQUITY,CS.FP.EQUITY,UBSG.SW.EQUITY,LLOY.LN.EQUITY,PRU.LN.EQUITY,ZURN.SW.EQUITY,INGA.NA.EQUITY,ISP.IM.EQUITY,BBVA.SQ.EQUITY,NDA.SS.EQUITY,BARC.LN.EQUITY,MUV2.GY.EQUITY,INVEB.SS.EQUITY,SREN.SW.EQUITY,ACA.FP.EQUITY,CSGN.SW.EQUITY,KBC.BB.EQUITY,G.IM.EQUITY,GLE.FP.EQUITY,STAN.LN.EQUITY,DNB.NO.EQUITY,UCG.IM.EQUITY,SWEDA.SS.EQUITY,SAMPO.FH.EQUITY,VNA.GY.EQUITY,DB1.GY.EQUITY,ABN.NA.EQUITY,CABK.SQ.EQUITY,URW.NA.EQUITY,SHBA.SS.EQUITY,SEBA.SS.EQUITY,AV..LN.EQUITY,LSE.LN.EQUITY,DANSKE.DC.EQUITY,LGEN.LN.EQUITY,DBK.GY.EQUITY,DWNI.GY.EQUITY,HNR1.GY.EQUITY,PGHN.SW.EQUITY,KN.FP.EQUITY,CNP.FP.EQUITY,EBS.AV.EQUITY,GBLB.BB.EQUITY,NN.NA.EQUITY,SLHN.SW.EQUITY,PKO.PW.EQUITY,EXO.IM.EQUITY,AIBG.ID.EQUITY,HL..LN.EQUITY,AMUN.FP.EQUITY,PST.IM.EQUITY,MRO.LN.EQUITY,PZU.PW.EQUITY,GFC.FP.EQUITY,AGN.NA.EQUITY,SPL.PW.EQUITY,LI.FP.EQUITY,III.LN.EQUITY,AT1.GY.EQUITY,AGS.BB.EQUITY,BKIA.SQ.EQUITY,INDUA.SS.EQUITY,SCR.FP.EQUITY,SDR.LN.EQUITY,RBI.AV.EQUITY,CBK.GY.EQUITY,SLA.LN.EQUITY,LN.EQUITY,MAP.SQ.EQUITY,BAER.SW.EQUITY,GJF.NO.EQUITY,PEO.PW.EQUITY,SGRO.LN.EQUITY,LAND.LN.EQUITY,TRYG.DC.EQUITY,ADM.LN.EQUITY,MB.IM.EQUITY,OMU.LN.EQUITY,COV.FP.EQUITY,LUNDB.SS.EQUITY,BKT.SQ.EQUITY,KOMB.CK.EQUITY,BALN.SW.EQUITY,RSA.LN.EQUITY,LEG.GY.EQUITY,KINVB.SS.EQUITY,BLND.LN.EQUITY,SOF.BB.EQUITY,BCVN.SE.EQUITY,SAB.SQ.EQUITY,US.IM.EQUITY,STJ.LN.EQUITY,SPSN.SW.EQUITY,PARG.SE.EQUITY,FBK.IM.EQUITY,BIRG.ID.EQUITY,INVP.LN.EQUITY,ICAD.FP.EQUITY,PHNX.LN.EQUITY,DLG.LN.EQUITY,MRL.SQ.EQUITY,HELN.SE.EQUITY,BALDB.SS.EQUITY,MF.FP.EQUITY,HSX.LN.EQUITY,PSPN.SE.EQUITY,COL.SQ.EQUITY,CAST.SS.EQUITY,HUFVA.SS.EQUITY,ICP.LN.EQUITY,ENX.FP.EQUITY,DLN.LN.EQUITY,WDP.BB.EQUITY,UTG.LN.EQUITY,ASRNL.NA.EQUITY,UBI.IM.EQUITY,FABG.SS.EQUITY,TEG.GY.EQUITY,COFB.BB.EQUITY,IGG.LN.EQUITY,BBOX.LN.EQUITY,CMBN.SE.EQUITY,ASHM.LN.EQUITY,ALLN.SE.EQUITY,INTRUM.SS.EQUITY,BME.SQ.EQUITY,QLT.LN.EQUITY
20190101,0.025183363208005,0.0359620629162356,0.038758123732507,0.0552808511674243,0.0360491758920849,0.0338888477319535,0.0179078660827064,0.0266963493418244,0.0550773073740803,0.0512554073581914,0.0432111304121413,0.0293650794462055,0.025240337119242,0.0229315392396816,0.0401237846615962,0.0304563230862316,0.0357570786342922,0.0341447390562496,0.0401098780693768,0.0395615770651877,0.0295629736091966,0.0357943855038673,0.0412685249575395,0.02414621781287,0.0435918430577939,0.0378307318312458,0.0323411633869687,0.0208289496292618,0.0368734316851366,0.0557664469426676,0.0280784981521675,0.0264464976232242,0.036094846456036,0.0339210259887236,0.0256846818417027,0.0261473207999356,0.0234949408681465,0.0259023591876779,0.0280042034161808,0.0259385378703097,0.0421972909907879,0.039164032827375,0.0286988784326034,0.0353876720411057,0.0158615319873441,0.0318669692065029,0.0311912559013933,0.051537723547748,0.0229316838315707,0.0353194719808294,0.0266743787271339,0.0377351692500513,0.0275346570810529,0.0263069641489468,0.0248754548447251,0.0258554850391486,0.0217589511281103,0.0271054197460411,0.0231735971357495,0.0291833663388258,0.0219539156407447,0.0215884774255153,0.0206707571237496,0.0290003368602454,0.0325929497910241,0.0399560435125696,0.0328774642514369,0.0223789890237456,0.0281737084603378,0.0216765349771976,0.0246687537998441,0.0279760955686794,0.0454212843176618,0.0259921460531675,0.0152880367364697,0.0334874990882313,0.0178495236579785,0.0289949522624713,0.0236699264689044,0.0283647688247175,0.0233033331826942,0.0235336309183344,0.0407701258646002,0.0234840780551691,0.0208168646004758,0.052562001541275,0.037063570479886,0.0250888210005617,0.0343099487837359,0.0170238059213259,0.0263170699196895,0.027146278733699,0.0233572133373173,0.0466492899880703,0.0387044614659441,0.0237603683488968,0.0333693470388445,0.024855537872595,0.0431476528695383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190102,0.0282959130416122,0.0355514083323618,0.0413432733627439,0.0548431279727336,0.0306749057554052,0.0354626596085694,0.0332591802408741,0.0364546990729163,0.0585832142034692,0.0542341522138963,0.0540643162706754,0.0253016155928159,0.0354079265916812,0.0227190190261363,0.0265551345047802,0.0295431282601255,0.0382793205542877,0.0325814828250288,0.0340205639543449,0.0541406139923028,0.0289922774122122,0.037107567345997,0.0443558505105944,0.0194103936861796,0.0421949049311369,0.0385063251673943,0.0317950086747692,0.0283944991099156,0.0368138052360478,0.0467628887276339,0.0256996588838327,0.0222033953562758,0.0451768251410243,0.0349829581919584,0.0228402386911735,0.0215481712715423,0.0315600402493495,0.0265236578875076,0.0260375813469354,0.0277396001688227,0.0365608483717546,0.03701270783158,0.0247183248427522,0.0342348872624398,0.0165791330282989,0.0223191291683559,0.0256364723149102,0.0493951423478707,0.0311267302619124,0.0391467134366938,0.028106657553751,0.0390799538016664,0.0315883862250598,0.0269649750705941,0.0276227979908823,0.0245505749170018,0.0211063856369067,0.0252932501419856,0.0234710375305263,0.0278013476030168,0.0207427857160668,0.0201240223249907,0.0226538903964394,0.02894921440233,0.040841474842697,0.0426654374326224,0.0384267398051275,0.0184018141354151,0.032277023853071,0.0313616987203294,0.0230771112495295,0.0274310034768299,0.0509581408746834,0.0264946649859516,0.0213093280181204,0.0311049738527548,0.0218592508497045,0.0267480244800246,0.0254915107517461,0.0234571938108379,0.0243973338668297,0.0170436311571395,0.0404553662065269,0.0261462790788741,0.0223142174477469,0.05106935978196,0.0262959528320191,0.0265350157007569,0.0343506497621805,0.0183024600537293,0.0244461824750437,0.0216153194319711,0.022558784298304,0.0508678179678756,0.0519391314323909,0.0253295664586814,0.0336073750856107,0.0282812550490029,0.0365425855080531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190103,0.0284911144839665,0.0585176333222186,0.0356880518506306,0.0560436133029023,0.0390235483465217,0.0402292635367115,0.022186534950064,0.0316528967057994,0.0576035502891668,0.0465963497010524,0.0531273167089121,0.0256136062773422,0.0345925229438879,0.0207807582603695,0.025068701835357,0.0308371331929974,0.0367843859034066,0.0311536147411722,0.0358869386827761,0.0539239267776317,0.0292425323250663,0.0367626992163762,0.0317945055449688,0.0229701596057263,0.0367717061942565,0.0398812002163842,0.0236825139991524,0.0248531763603671,0.0296037377539889,0.0540109412063658,0.0295772946770388,0.0233765016065109,0.0514162371895716,0.0327403145016241,0.0233877370222165,0.0242796855043296,0.0330830539329254,0.0277649027458439,0.0280933979375937,0.0297520511634592,0.0411306441458083,0.0364601546032366,0.0241419973788294,0.0371127811275922,0.016614793515233,0.0316335425000489,0.03054307320937,0.0523965036635391,0.0277935861313222,0.0349520722342682,0.0255968465956977,0.0378033000572473,0.0342550717026134,0.0256379859570009,0.0232359458219263,0.0268975557970659,0.0195194762173048,0.0243804497648792,0.0246277401375193,0.0260235028574555,0.0179668608310746,0.0219606011683839,0.0344339294407484,0.0284908787422017,0.0402506450881621,0.0366291852300814,0.0435879647570851,0.0202941992812576,0.0240640668260189,0.0317501501455345,0.0237950970302891,0.0339000482759164,0.0551646507682363,0.0267934820596482,0.0259242548548037,0.0323624471112324,0.0231735000918832,0.0266182727380503,0.0289385738772051,0.024022807424819,0.0206217399619404,0.0340001278813542,0.0388946477991525,0.0258304961662676,0.0217587541178937,0.0544162064896673,0.0354363472555013,0.033776856912608,0.0287160438520586,0.0185431204829083,0.0259571900335007,0.0201063839421236,0.0183770812577949,0.038973122019687,0.0381228097805174,0.0230837160973383,0.0279512718210992,0.026481261656368,0.0154845127385059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190104,0.0264401691850683,0.0379771347388474,0.0400349247890403,0.0577714212330664,0.0406185299222947,0.0314905935027343,0.0269653677744074,0.0408953714913729,0.0525668285435045,0.0458283381686783,0.056470454756762,0.0245382795668715,0.0365581907280595,0.0231549098571267,0.0258657492754886,0.034627005899732,0.0462983131632992,0.032642912647603,0.0375222241933888,0.0562949370504018,0.029253542982453,0.0371645988328385,0.030580377634056,0.0203878127504604,0.0375681320777861,0.0413492002084876,0.0181769201707526,0.0205322947770241,0.0324633493446855,0.0568997591331192,0.0302658043891722,0.0306457708251315,0.049815226057988,0.0352680865804261,0.0247590222921421,0.0272383097792593,0.033090435741352,0.0266035691153063,0.0282307382617424,0.0302557601403385,0.0349678315847392,0.0381828705408097,0.0247075744850714,0.0343434694896454,0.0258727627908254,0.0294257674507082,0.0324028638856733,0.0399236290430152,0.0307036411341251,0.0275545782527754,0.0251226936917477,0.038315366385462,0.028896865927828,0.0215087653529207,0.0207391281553992,0.0272944798290942,0.0222855692019573,0.0249492820928783,0.0321279874501534,0.0258529742411095,0.0236763100213154,0.0226589102309008,0.0348101998526551,0.0247242474047756,0.0412278240253703,0.0359038603942202,0.0451201986848903,0.0181091784163739,0.0255249888986627,0.0300542098879107,0.0162572018095765,0.0313958507836978,0.0543614776321716,0.0370699346904935,0.0210950275629932,0.0321467692913431,0.0187093158880577,0.0268895419752728,0.0343033081289727,0.0236705414639693,0.0240711051928381,0.0283888494504049,0.0408073151585209,0.0275369010757138,0.0251292465164385,0.0508567634690685,0.0317290230836338,0.0265628141119735,0.0304981471643372,0.0306407477817431,0.0263920584090632,0.0206259453765391,0.0224589936921401,0.0432517807822112,0.0406557354897299,0.0252815956948104,0.0307741271188957,0.0257903686722475,0.0144830748767666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190107,0.0288987970882132,0.0902873646270089,0.0463212587130195,0.0561746431585266,0.0350976806083622,0.0289552477798945,0.0270160687472003,0.0322780372953356,0.0546038059786229,0.0589670660562261,0.0595588899996669,0.0263250708666818,0.0314292389304429,0.0227184471303004,0.0306338491954223,0.0380534890481572,0.0530193335570712,0.0323369054878278,0.0305536500250792,0.0555788310342557,0.0407646675401061,0.0464128887400947,0.023703610861223,0.021256856310877,0.0388914677132139,0.0555304880327244,0.0341953243940737,0.0211698011316054,0.0375016451855654,0.0425131940008741,0.0311447416508354,0.0284762654263874,0.0305435735750686,0.0319306683861793,0.039042811976702,0.0267630216398846,0.0325479205502123,0.0276630288353768,0.0192985608416282,0.0318581288701347,0.0342493321839899,0.0389199701829409,0.0229432152987603,0.0348577447087524,0.0265948579901975,0.0210215273836859,0.0387625138374973,0.0392755463515591,0.0299320391963846,0.0320693742336704,0.0262888746228953,0.0460377473912946,0.0268457339284296,0.0230032424146241,0.0227645268406175,0.02731162040511,0.0242590907065259,0.0271584778385841,0.0209618916107699,0.0300632474212922,0.0228492099989839,0.0182653347113205,0.0298686228656083,0.0296835916676168,0.0384219530362187,0.0373346286225364,0.0328671882212194,0.024752345820801,0.0254356714041789,0.027217148662429,0.016005121464501,0.0304650354438509,0.0523668145866111,0.0250734747839563,0.0260621013429016,0.0313664682287387,0.0186579460452545,0.0313976954084349,0.0222449076501025,0.0299492725682459,0.0241417966675154,0.0207107337577827,0.0374203178594199,0.0244078862424221,0.025510089860425,0.05147152905539,0.029750326967322,0.0315807083213806,0.0271406892923214,0.0201487053912881,0.0374373572354429,0.0232735966067939,0.027223512553288,0.032701432211572,0.0427842848908154,0.0197656924205886,0.0284547381296672,0.0407812573272801,0.0184745988161527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190108,0.035999925951548,0.0433715656145394,0.0443226342572334,0.052372941623747,0.0298646196589715,0.0651748175789099,0.0284054676533906,0.0230472992048276,0.0376587900173198,0.0445694816165682,0.0560597438975093,0.0276944120941239,0.0224136493066787,0.0368627017277628,0.0290242152679736,0.0410262576562562,0.027351657092854,0.0315548988893379,0.0510681677507125,0.055784132991491,0.0481202566089279,0.0400525236918977,0.0255080632227662,0.0168281290406678,0.042068302770447,0.0304515309833533,0.0234644543304418,0.0306658590685635,0.0237146838148844,0.0294311751433975,0.0283393566418121,0.0242559572059048,0.0292373548622942,0.0377665289182817,0.0281441500886438,0.0261794853060912,0.0321312006654578,0.0287917798757776,0.0181848732888492,0.0327258757680143,0.0365559041654976,0.0288005237235882,0.0248794701337236,0.0335014273435882,0.0264290265225742,0.0313079547337857,0.0290635249007952,0.0324031747796616,0.0215077333297152,0.036394547086174,0.0251240591100352,0.0345999871712641,0.0297860440141054,0.0217216069510584,0.0218174853475543,0.0276809314958352,0.0226009215444232,0.0269462624462803,0.0227193004090362,0.0261343535310527,0.0263569016329832,0.0231020654384729,0.023407690148729,0.0315139194279137,0.0435318197109712,0.0510576078764832,0.0439460769688933,0.0266763354732778,0.0324113053437998,0.0291722537832592,0.0221117366244323,0.0193090566736261,0.0464122922601755,0.0217753312566457,0.0185451114681748,0.0303660457912902,0.0173149004467592,0.0333752494510156,0.0282534885544878,0.0323096894339987,0.0229366106504836,0.0169844191377832,0.039312926543481,0.0195019395705881,0.0213181351304855,0.0532031244914046,0.0301214292163196,0.0276143923812895,0.0316792725912737,0.0209116293471403,0.042378728870696,0.0226918667531418,0.0277453925429914,0.0309826082060063,0.0313225041978006,0.0184975653050238,0.0215661184429744,0.0350382517092653,0.0183748323277871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190109,0.032847596285966,0.0471246517008122,0.0573699245985198,0.0538602492905051,0.0306288763317848,0.058308593309642,0.0262257213557138,0.0254642047684696,0.0431019718849228,0.0583607764099654,0.0553886430925156,0.0292824912937218,0.0257987192670944,0.0342086503566445,0.046056918579804,0.041003127315728,0.0272598005501685,0.0335125350122285,0.0346287282765432,0.0519271848323225,0.0429109326961124,0.0343409929152314,0.0206344166178999,0.0180382786963594,0.0413753661383113,0.0317985588794633,0.0256888024929873,0.0248785425853323,0.0239044969565288,0.0258670552077228,0.0288108332959885,0.0244289752056939,0.0265347766743446,0.0278592123036903,0.0359183878121353,0.0218268613964793,0.0308486681812692,0.0248593583789824,0.0180842009492153,0.0310200430629425,0.0363852059739101,0.0332890370485899,0.0264110956850414,0.02654816628165,0.0270838127355997,0.0342297289001311,0.0322497829039114,0.0339563283962224,0.0235343350401338,0.0331145972903086,0.0411503695513734,0.0364276206723106,0.0320977744967429,0.0239618380331872,0.0218737541551488,0.0269131033703706,0.0216638589478053,0.0172119497575129,0.033746859614688,0.0260413101083239,0.0310542655527916,0.0214300362435788,0.0273964473940134,0.0306107501994678,0.0458298203325793,0.0516523140275065,0.0403025757129691,0.0288660365710127,0.0324133464115701,0.0286033724237058,0.016455152061205,0.0204311607030786,0.0374106187411201,0.0198349905900878,0.01917507863102,0.0361746901742525,0.018085469919518,0.034085424020845,0.0278635352669389,0.0353670423161245,0.0250010854492338,0.0230006739151751,0.0461322025182208,0.0325435026525627,0.017375618839458,0.0471777717332085,0.0295061498368957,0.0294665249544023,0.0283932481741395,0.0180185152524791,0.0285792770746393,0.022788503846342,0.028638613847659,0.0475377845615789,0.0383375973275282,0.0237192288002467,0.0248886262166987,0.0367878503359105,0.0184287235516249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190110,0.0274823713645595,0.0545726475068925,0.0576272129885532,0.0543048818490116,0.0291696361809018,0.0700537881373976,0.0254186442252011,0.0264517824528779,0.0407701600628919,0.0580237776378989,0.0585980381299486,0.0279771974383151,0.0244552332699969,0.04138660340585,0.0253901267264151,0.0376854664375727,0.0276382866562159,0.0362121284362742,0.030296678722215,0.0469666358182646,0.039602983399385,0.035766488332149,0.0251038397280056,0.019528744015546,0.0410730910336052,0.0303674851718144,0.0253307909592173,0.0257909839119975,0.0210106116731495,0.0372714527295015,0.0273018499151147,0.0315890359060859,0.0306991484135774,0.0269613519718615,0.0361849688153383,0.0238541863463868,0.0248838157013876,0.0187808834827949,0.0248440555218281,0.0286149016692061,0.0366018941019566,0.032074242978673,0.0233410020045419,0.0289555351046293,0.0225417664814591,0.0308708834701999,0.0457477475147973,0.0327099912622101,0.0369666442919886,0.0338870156340699,0.0165790335764896,0.0393638229961386,0.0282610162214236,0.0285793039704801,0.0243949045990361,0.027444634565574,0.0212396206041458,0.0210634060752829,0.0228282463285159,0.0266540599398078,0.0274894246808239,0.017699695768606,0.0281241867921369,0.0324470620729768,0.0490452748594268,0.0435466017235881,0.0394229209172126,0.0301545309496904,0.0298797185462094,0.0384096841710563,0.0174470519766623,0.0185057519021646,0.0353670536751193,0.0240284005538189,0.0180076439752975,0.024320462785277,0.0189982036536959,0.0316803694228841,0.0248711721206925,0.0303648335641509,0.0222862750671949,0.0225666367785439,0.045502453053411,0.0261418355895709,0.0216064721176228,0.0517801150056936,0.0331408136556336,0.0294402711888295,0.0281871895689726,0.0232278817418849,0.0342008847759118,0.0221694658684688,0.0276158964933947,0.0412028854302715,0.0394804117252891,0.0227549710854138,0.022122691828957,0.0354545974678018,0.0181887219067729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190111,0.0257355695619888,0.0487416031220843,0.057438921410031,0.054473963417071,0.0288793924924549,0.0700787540484195,0.0257122344900437,0.0252623047886447,0.0405962313924003,0.052930660173378,0.0523516351978379,0.0281906666661745,0.0233919428918226,0.0453657470159005,0.0258517658959608,0.0378310246849891,0.0279250304013343,0.0409935325553172,0.034042001011145,0.0473814639440134,0.0422709862992992,0.0360564048540937,0.0250329269134208,0.0264481171528365,0.0406259633054808,0.0306752262116109,0.025349740628004,0.02368361566758,0.0196608610419151,0.0338693777169474,0.0294122731368913,0.0293972925179693,0.0350027685562201,0.0266410245285475,0.0372259856917086,0.0225212053662872,0.0258310757142875,0.0427551946856277,0.0244809018214149,0.0316826769625351,0.0348892171166419,0.034839796614405,0.0260544290197755,0.0236835923537796,0.0199140614245942,0.0401183023325676,0.0466496757772046,0.034055208868109,0.0349871800775175,0.0273962527995929,0.0173658484909782,0.0392507566876888,0.0301983483088958,0.0307654508855449,0.0251536022525566,0.029018813049494,0.0215907714910398,0.0180692390281342,0.0354867963363579,0.0257521547204285,0.0220643319135251,0.0181769303990782,0.0285916756322461,0.0253256356532398,0.0478586821981745,0.0462703204416574,0.0391824096284116,0.0223773744415226,0.0399874895986978,0.0357478968331943,0.020752001224517,0.0195801937047682,0.0371279070970973,0.0223324894037473,0.0190064951677593,0.0289093654118649,0.0193130524589224,0.035095595282576,0.0235062152590174,0.0341574018786511,0.0225549638790006,0.0237566457180588,0.0452010721434965,0.0251362566063916,0.0340725515094668,0.0511930422087814,0.0298818961428521,0.0293816558339962,0.028155530619908,0.0183297758352803,0.0440356563092405,0.0250335594556652,0.0243688010156391,0.0628809167164334,0.032336786768308,0.0183715018759444,0.0264530542892929,0.0302964800853989,0.022200150825494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190114,0.0259002045071296,0.0485023110341111,0.0585167535175665,0.0577247688696441,0.0294013176954449,0.070999929276053,0.0266238958210122,0.0284099270600571,0.0444670868812058,0.0508975218156761,0.0353624145270904,0.0289492094677479,0.0215702949530044,0.0439108738925905,0.0349624176460642,0.0460057438900139,0.0267370190573619,0.0419234779320481,0.0342122909502769,0.0407034770486727,0.0456247138307019,0.040133204088176,0.0262938258690669,0.017512767188613,0.0346377896316202,0.0293041654931484,0.0264678137086979,0.0280943324608813,0.0212062375925118,0.0250471099714419,0.0290876452489053,0.0298232255812848,0.0301708729667553,0.0282381942264689,0.0878616838844367,0.0247770018549337,0.0232919428680417,0.033995746237576,0.0186145406382612,0.0218207685117693,0.0358678326903935,0.0410348715357385,0.0284194316745026,0.0258302651022472,0.0193972808337367,0.0343933339638923,0.0338688714318157,0.0332510981513381,0.0390568689521671,0.0451464212234183,0.016728753202636,0.0289668239376472,0.0291466500300585,0.0226657055364907,0.0244805679547521,0.0153468228587941,0.0227918087410261,0.0224498921401529,0.0245121116697812,0.0262380438699003,0.0305295229650955,0.0167012629654344,0.0229425976042523,0.0248062471946697,0.0478691548367591,0.0459623888459507,0.0392384327046512,0.021894609592414,0.0322672695238338,0.0367411676972755,0.019765087191198,0.0208390431338107,0.0463859993243826,0.0167001015699788,0.0228168446512501,0.0418330173001224,0.015211115401552,0.0308322372685964,0.027314257873182,0.034045874121806,0.0237190260511677,0.0228283213827357,0.04237738707386,0.0229200752215683,0.0203458977309505,0.0494879245977008,0.0304021617849885,0.0299343909955451,0.0226184248514822,0.022923375146098,0.0381321829316685,0.0253964041338228,0.0250897154681158,0.0428680052911733,0.0322071827856074,0.019852338534268,0.0236208128227076,0.0268029220475592,0.0175902357093063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
