ym,FRM_index,FRM_q50,FRM_q60,FRM_q70,FRM_q80,FRM_q90,FRM_iqr,lag1_FRM_index,lag1_FRM_q50,lag1_FRM_q60,lag1_FRM_q70,lag1_FRM_q80,lag1_FRM_q90,lag1_FRM_iqr,lag2_FRM_index,lag2_FRM_q50,lag2_FRM_q60,lag2_FRM_q70,lag2_FRM_q80,lag2_FRM_q90,lag2_FRM_iqr,lag3_FRM_index,lag3_FRM_q50,lag3_FRM_q60,lag3_FRM_q70,lag3_FRM_q80,lag3_FRM_q90,lag3_FRM_iqr,lag4_FRM_index,lag4_FRM_q50,lag4_FRM_q60,lag4_FRM_q70,lag4_FRM_q80,lag4_FRM_q90,lag4_FRM_iqr,lag5_FRM_index,lag5_FRM_q50,lag5_FRM_q60,lag5_FRM_q70,lag5_FRM_q80,lag5_FRM_q90,lag5_FRM_iqr,lag6_FRM_index,lag6_FRM_q50,lag6_FRM_q60,lag6_FRM_q70,lag6_FRM_q80,lag6_FRM_q90,lag6_FRM_iqr,rec
2019-01,0.0311407459043705,0.0286115963280605,0.0310323932574318,0.0342648656727035,0.0386149287962221,0.0456933824693573,0.00638814706936677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-02,0.0303966283684316,0.0283111166920275,0.0306394486318164,0.0337159629530116,0.0377183506673465,0.0437832892451978,0.00653560106437211,0.0311407459043705,0.0286115963280605,0.0310323932574318,0.0342648656727035,0.0386149287962221,0.0456933824693573,0.00638814706936677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-03,0.0263630328282718,0.0247872973482775,0.0267006710425211,0.0292200061846915,0.0319118174318706,0.0362983548371539,0.00482574033330689,0.0303966283684316,0.0283111166920275,0.0306394486318164,0.0337159629530116,0.0377183506673465,0.0437832892451978,0.00653560106437211,0.0311407459043705,0.0286115963280605,0.0310323932574318,0.0342648656727035,0.0386149287962221,0.0456933824693573,0.00638814706936677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-04,0.0249594326832256,0.0231874959131141,0.0247466712435816,0.0266007414466042,0.0291144191432913,0.0342567342407259,0.00389716364302052,0.0263630328282718,0.0247872973482775,0.0267006710425211,0.0292200061846915,0.0319118174318706,0.0362983548371539,0.00482574033330689,0.0303966283684316,0.0283111166920275,0.0306394486318164,0.0337159629530116,0.0377183506673465,0.0437832892451978,0.00653560106437211,0.0311407459043705,0.0286115963280605,0.0310323932574318,0.0342648656727035,0.0386149287962221,0.0456933824693573,0.00638814706936677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-05,0.0240929124505695,0.0222557517316391,0.0236033638883601,0.0254187538783149,0.0280826599184035,0.0335623567347509,0.00375760093975726,0.0249594326832256,0.0231874959131141,0.0247466712435816,0.0266007414466042,0.0291144191432913,0.0342567342407259,0.00389716364302052,0.0263630328282718,0.0247872973482775,0.0267006710425211,0.0292200061846915,0.0319118174318706,0.0362983548371539,0.00482574033330689,0.0303966283684316,0.0283111166920275,0.0306394486318164,0.0337159629530116,0.0377183506673465,0.0437832892451978,0.00653560106437211,0.0311407459043705,0.0286115963280605,0.0310323932574318,0.0342648656727035,0.0386149287962221,0.0456933824693573,0.00638814706936677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-06,0.0241438966699145,0.0221699891384141,0.0238844031827137,0.02601785267968,0.0293422098323631,0.0344811817770207,0.00443242641212989,0.0240929124505695,0.0222557517316391,0.0236033638883601,0.0254187538783149,0.0280826599184035,0.0335623567347509,0.00375760093975726,0.0249594326832256,0.0231874959131141,0.0247466712435816,0.0266007414466042,0.0291144191432913,0.0342567342407259,0.00389716364302052,0.0263630328282718,0.0247872973482775,0.0267006710425211,0.0292200061846915,0.0319118174318706,0.0362983548371539,0.00482574033330689,0.0303966283684316,0.0283111166920275,0.0306394486318164,0.0337159629530116,0.0377183506673465,0.0437832892451978,0.00653560106437211,0.0311407459043705,0.0286115963280605,0.0310323932574318,0.0342648656727035,0.0386149287962221,0.0456933824693573,0.00638814706936677,NA,NA,NA,NA,NA,NA,NA,0
2019-07,0.0241644730945056,0.0228871329629152,0.0243985944196029,0.0263186000044003,0.0289519095563897,0.0331812957621847,0.00421781480912864,0.0241438966699145,0.0221699891384141,0.0238844031827137,0.02601785267968,0.0293422098323631,0.0344811817770207,0.00443242641212989,0.0240929124505695,0.0222557517316391,0.0236033638883601,0.0254187538783149,0.0280826599184035,0.0335623567347509,0.00375760093975726,0.0249594326832256,0.0231874959131141,0.0247466712435816,0.0266007414466042,0.0291144191432913,0.0342567342407259,0.00389716364302052,0.0263630328282718,0.0247872973482775,0.0267006710425211,0.0292200061846915,0.0319118174318706,0.0362983548371539,0.00482574033330689,0.0303966283684316,0.0283111166920275,0.0306394486318164,0.0337159629530116,0.0377183506673465,0.0437832892451978,0.00653560106437211,0.0311407459043705,0.0286115963280605,0.0310323932574318,0.0342648656727035,0.0386149287962221,0.0456933824693573,0.00638814706936677,0
2019-08,0.0252898823017537,0.0238061274905139,0.025751054406729,0.0277702116696353,0.0303318950204045,0.0354803133410316,0.00447531709285502,0.0241644730945056,0.0228871329629152,0.0243985944196029,0.0263186000044003,0.0289519095563897,0.0331812957621847,0.00421781480912864,0.0241438966699145,0.0221699891384141,0.0238844031827137,0.02601785267968,0.0293422098323631,0.0344811817770207,0.00443242641212989,0.0240929124505695,0.0222557517316391,0.0236033638883601,0.0254187538783149,0.0280826599184035,0.0335623567347509,0.00375760093975726,0.0249594326832256,0.0231874959131141,0.0247466712435816,0.0266007414466042,0.0291144191432913,0.0342567342407259,0.00389716364302052,0.0263630328282718,0.0247872973482775,0.0267006710425211,0.0292200061846915,0.0319118174318706,0.0362983548371539,0.00482574033330689,0.0303966283684316,0.0283111166920275,0.0306394486318164,0.0337159629530116,0.0377183506673465,0.0437832892451978,0.00653560106437211,0
2019-09,0.0262297880117234,0.0241391809561526,0.0258159614781695,0.0285570898341467,0.0318137437455434,0.0364874348798512,0.00476820606490707,0.0252898823017537,0.0238061274905139,0.025751054406729,0.0277702116696353,0.0303318950204045,0.0354803133410316,0.00447531709285502,0.0241644730945056,0.0228871329629152,0.0243985944196029,0.0263186000044003,0.0289519095563897,0.0331812957621847,0.00421781480912864,0.0241438966699145,0.0221699891384141,0.0238844031827137,0.02601785267968,0.0293422098323631,0.0344811817770207,0.00443242641212989,0.0240929124505695,0.0222557517316391,0.0236033638883601,0.0254187538783149,0.0280826599184035,0.0335623567347509,0.00375760093975726,0.0249594326832256,0.0231874959131141,0.0247466712435816,0.0266007414466042,0.0291144191432913,0.0342567342407259,0.00389716364302052,0.0263630328282718,0.0247872973482775,0.0267006710425211,0.0292200061846915,0.0319118174318706,0.0362983548371539,0.00482574033330689,0
2019-10,0.0286953746500599,0.0268097311694372,0.0289610571488486,0.0315859796999645,0.0351452551130359,0.0403542806543257,0.00554449723607479,0.0262297880117234,0.0241391809561526,0.0258159614781695,0.0285570898341467,0.0318137437455434,0.0364874348798512,0.00476820606490707,0.0252898823017537,0.0238061274905139,0.025751054406729,0.0277702116696353,0.0303318950204045,0.0354803133410316,0.00447531709285502,0.0241644730945056,0.0228871329629152,0.0243985944196029,0.0263186000044003,0.0289519095563897,0.0331812957621847,0.00421781480912864,0.0241438966699145,0.0221699891384141,0.0238844031827137,0.02601785267968,0.0293422098323631,0.0344811817770207,0.00443242641212989,0.0240929124505695,0.0222557517316391,0.0236033638883601,0.0254187538783149,0.0280826599184035,0.0335623567347509,0.00375760093975726,0.0249594326832256,0.0231874959131141,0.0247466712435816,0.0266007414466042,0.0291144191432913,0.0342567342407259,0.00389716364302052,0
2019-11,0.0281686076674744,0.0256036212286232,0.0279456634362458,0.0307802200754649,0.0345706248045394,0.0418480066733658,0.00552994925103244,0.0286953746500599,0.0268097311694372,0.0289610571488486,0.0315859796999645,0.0351452551130359,0.0403542806543257,0.00554449723607479,0.0262297880117234,0.0241391809561526,0.0258159614781695,0.0285570898341467,0.0318137437455434,0.0364874348798512,0.00476820606490707,0.0252898823017537,0.0238061274905139,0.025751054406729,0.0277702116696353,0.0303318950204045,0.0354803133410316,0.00447531709285502,0.0241644730945056,0.0228871329629152,0.0243985944196029,0.0263186000044003,0.0289519095563897,0.0331812957621847,0.00421781480912864,0.0241438966699145,0.0221699891384141,0.0238844031827137,0.02601785267968,0.0293422098323631,0.0344811817770207,0.00443242641212989,0.0240929124505695,0.0222557517316391,0.0236033638883601,0.0254187538783149,0.0280826599184035,0.0335623567347509,0.00375760093975726,0
2019-12,0.0257522147680125,0.0241133930380146,0.0259027616589162,0.0281691764685974,0.031507843677783,0.0368293532610321,0.00491957832136388,0.0281686076674744,0.0256036212286232,0.0279456634362458,0.0307802200754649,0.0345706248045394,0.0418480066733658,0.00552994925103244,0.0286953746500599,0.0268097311694372,0.0289610571488486,0.0315859796999645,0.0351452551130359,0.0403542806543257,0.00554449723607479,0.0262297880117234,0.0241391809561526,0.0258159614781695,0.0285570898341467,0.0318137437455434,0.0364874348798512,0.00476820606490707,0.0252898823017537,0.0238061274905139,0.025751054406729,0.0277702116696353,0.0303318950204045,0.0354803133410316,0.00447531709285502,0.0241644730945056,0.0228871329629152,0.0243985944196029,0.0263186000044003,0.0289519095563897,0.0331812957621847,0.00421781480912864,0.0241438966699145,0.0221699891384141,0.0238844031827137,0.02601785267968,0.0293422098323631,0.0344811817770207,0.00443242641212989,0
2020-01,0.0225859399285387,0.0215561358373841,0.0229277469038806,0.0247945319771035,0.0267374995169807,0.0304405022835927,0.00368070055504927,0.0257522147680125,0.0241133930380146,0.0259027616589162,0.0281691764685974,0.031507843677783,0.0368293532610321,0.00491957832136388,0.0281686076674744,0.0256036212286232,0.0279456634362458,0.0307802200754649,0.0345706248045394,0.0418480066733658,0.00552994925103244,0.0286953746500599,0.0268097311694372,0.0289610571488486,0.0315859796999645,0.0351452551130359,0.0403542806543257,0.00554449723607479,0.0262297880117234,0.0241391809561526,0.0258159614781695,0.0285570898341467,0.0318137437455434,0.0364874348798512,0.00476820606490707,0.0252898823017537,0.0238061274905139,0.025751054406729,0.0277702116696353,0.0303318950204045,0.0354803133410316,0.00447531709285502,0.0241644730945056,0.0228871329629152,0.0243985944196029,0.0263186000044003,0.0289519095563897,0.0331812957621847,0.00421781480912864,1
2020-02,0.0256191230693899,0.0239544875258202,0.0257974346290369,0.0282752544032215,0.0316058146702506,0.0362619565228958,0.00492180349122148,0.0225859399285387,0.0215561358373841,0.0229277469038806,0.0247945319771035,0.0267374995169807,0.0304405022835927,0.00368070055504927,0.0257522147680125,0.0241133930380146,0.0259027616589162,0.0281691764685974,0.031507843677783,0.0368293532610321,0.00491957832136388,0.0281686076674744,0.0256036212286232,0.0279456634362458,0.0307802200754649,0.0345706248045394,0.0418480066733658,0.00552994925103244,0.0286953746500599,0.0268097311694372,0.0289610571488486,0.0315859796999645,0.0351452551130359,0.0403542806543257,0.00554449723607479,0.0262297880117234,0.0241391809561526,0.0258159614781695,0.0285570898341467,0.0318137437455434,0.0364874348798512,0.00476820606490707,0.0252898823017537,0.0238061274905139,0.025751054406729,0.0277702116696353,0.0303318950204045,0.0354803133410316,0.00447531709285502,1
2020-03,0.0615002505262565,0.0554250273720715,0.0625935949457285,0.0708811644936835,0.0813386056290739,0.0972463719258791,0.0181699692379182,0.0256191230693899,0.0239544875258202,0.0257974346290369,0.0282752544032215,0.0316058146702506,0.0362619565228958,0.00492180349122148,0.0225859399285387,0.0215561358373841,0.0229277469038806,0.0247945319771035,0.0267374995169807,0.0304405022835927,0.00368070055504927,0.0257522147680125,0.0241133930380146,0.0259027616589162,0.0281691764685974,0.031507843677783,0.0368293532610321,0.00491957832136388,0.0281686076674744,0.0256036212286232,0.0279456634362458,0.0307802200754649,0.0345706248045394,0.0418480066733658,0.00552994925103244,0.0286953746500599,0.0268097311694372,0.0289610571488486,0.0315859796999645,0.0351452551130359,0.0403542806543257,0.00554449723607479,0.0262297880117234,0.0241391809561526,0.0258159614781695,0.0285570898341467,0.0318137437455434,0.0364874348798512,0.00476820606490707,1
2020-04,0.088644888583263,0.0789410060005045,0.0872964926869633,0.0982653243362836,0.114572993045732,0.136922708325255,0.0212795135242234,0.0615002505262565,0.0554250273720715,0.0625935949457285,0.0708811644936835,0.0813386056290739,0.0972463719258791,0.0181699692379182,0.0256191230693899,0.0239544875258202,0.0257974346290369,0.0282752544032215,0.0316058146702506,0.0362619565228958,0.00492180349122148,0.0225859399285387,0.0215561358373841,0.0229277469038806,0.0247945319771035,0.0267374995169807,0.0304405022835927,0.00368070055504927,0.0257522147680125,0.0241133930380146,0.0259027616589162,0.0281691764685974,0.031507843677783,0.0368293532610321,0.00491957832136388,0.0281686076674744,0.0256036212286232,0.0279456634362458,0.0307802200754649,0.0345706248045394,0.0418480066733658,0.00552994925103244,0.0286953746500599,0.0268097311694372,0.0289610571488486,0.0315859796999645,0.0351452551130359,0.0403542806543257,0.00554449723607479,1
2020-05,0.0953944858224409,0.0847074886154977,0.0951577767675428,0.109542877178243,0.127679417179636,0.152805631996788,0.0259147867690774,0.088644888583263,0.0789410060005045,0.0872964926869633,0.0982653243362836,0.114572993045732,0.136922708325255,0.0212795135242234,0.0615002505262565,0.0554250273720715,0.0625935949457285,0.0708811644936835,0.0813386056290739,0.0972463719258791,0.0181699692379182,0.0256191230693899,0.0239544875258202,0.0257974346290369,0.0282752544032215,0.0316058146702506,0.0362619565228958,0.00492180349122148,0.0225859399285387,0.0215561358373841,0.0229277469038806,0.0247945319771035,0.0267374995169807,0.0304405022835927,0.00368070055504927,0.0257522147680125,0.0241133930380146,0.0259027616589162,0.0281691764685974,0.031507843677783,0.0368293532610321,0.00491957832136388,0.0281686076674744,0.0256036212286232,0.0279456634362458,0.0307802200754649,0.0345706248045394,0.0418480066733658,0.00552994925103244,1
2020-06,0.0706993539758401,0.0643722218170661,0.0715533144285924,0.0791772628265817,0.0894564389485769,0.10741660095028,0.0161258368536156,0.0953944858224409,0.0847074886154977,0.0951577767675428,0.109542877178243,0.127679417179636,0.152805631996788,0.0259147867690774,0.088644888583263,0.0789410060005045,0.0872964926869633,0.0982653243362836,0.114572993045732,0.136922708325255,0.0212795135242234,0.0615002505262565,0.0554250273720715,0.0625935949457285,0.0708811644936835,0.0813386056290739,0.0972463719258791,0.0181699692379182,0.0256191230693899,0.0239544875258202,0.0257974346290369,0.0282752544032215,0.0316058146702506,0.0362619565228958,0.00492180349122148,0.0225859399285387,0.0215561358373841,0.0229277469038806,0.0247945319771035,0.0267374995169807,0.0304405022835927,0.00368070055504927,0.0257522147680125,0.0241133930380146,0.0259027616589162,0.0281691764685974,0.031507843677783,0.0368293532610321,0.00491957832136388,1
2020-07,0.0485091405139667,0.0445283619977973,0.0494217623747712,0.0554326580988719,0.0626575466363217,0.0721674120437857,0.0116039672698394,0.0706993539758401,0.0643722218170661,0.0715533144285924,0.0791772628265817,0.0894564389485769,0.10741660095028,0.0161258368536156,0.0953944858224409,0.0847074886154977,0.0951577767675428,0.109542877178243,0.127679417179636,0.152805631996788,0.0259147867690774,0.088644888583263,0.0789410060005045,0.0872964926869633,0.0982653243362836,0.114572993045732,0.136922708325255,0.0212795135242234,0.0615002505262565,0.0554250273720715,0.0625935949457285,0.0708811644936835,0.0813386056290739,0.0972463719258791,0.0181699692379182,0.0256191230693899,0.0239544875258202,0.0257974346290369,0.0282752544032215,0.0316058146702506,0.0362619565228958,0.00492180349122148,0.0225859399285387,0.0215561358373841,0.0229277469038806,0.0247945319771035,0.0267374995169807,0.0304405022835927,0.00368070055504927,NA
2020-08,0.0422138081669395,0.0391614938584273,0.0428568299907303,0.0471511489918334,0.0528835774543204,0.0620721272445714,0.00930630659465536,0.0485091405139667,0.0445283619977973,0.0494217623747712,0.0554326580988719,0.0626575466363217,0.0721674120437857,0.0116039672698394,0.0706993539758401,0.0643722218170661,0.0715533144285924,0.0791772628265817,0.0894564389485769,0.10741660095028,0.0161258368536156,0.0953944858224409,0.0847074886154977,0.0951577767675428,0.109542877178243,0.127679417179636,0.152805631996788,0.0259147867690774,0.088644888583263,0.0789410060005045,0.0872964926869633,0.0982653243362836,0.114572993045732,0.136922708325255,0.0212795135242234,0.0615002505262565,0.0554250273720715,0.0625935949457285,0.0708811644936835,0.0813386056290739,0.0972463719258791,0.0181699692379182,0.0256191230693899,0.0239544875258202,0.0257974346290369,0.0282752544032215,0.0316058146702506,0.0362619565228958,0.00492180349122148,NA
2020-09,0.0374802823382,0.0349709594198208,0.0385507729951537,0.0427091651885096,0.048568182924149,0.055675587541021,0.00898548461140516,0.0422138081669395,0.0391614938584273,0.0428568299907303,0.0471511489918334,0.0528835774543204,0.0620721272445714,0.00930630659465536,0.0485091405139667,0.0445283619977973,0.0494217623747712,0.0554326580988719,0.0626575466363217,0.0721674120437857,0.0116039672698394,0.0706993539758401,0.0643722218170661,0.0715533144285924,0.0791772628265817,0.0894564389485769,0.10741660095028,0.0161258368536156,0.0953944858224409,0.0847074886154977,0.0951577767675428,0.109542877178243,0.127679417179636,0.152805631996788,0.0259147867690774,0.088644888583263,0.0789410060005045,0.0872964926869633,0.0982653243362836,0.114572993045732,0.136922708325255,0.0212795135242234,0.0615002505262565,0.0554250273720715,0.0625935949457285,0.0708811644936835,0.0813386056290739,0.0972463719258791,0.0181699692379182,NA
2020-10,0.0377311051731632,0.0346600915940901,0.038118997946707,0.0421643087909008,0.0474491151641242,0.0562574347460304,0.00818512126223827,0.0374802823382,0.0349709594198208,0.0385507729951537,0.0427091651885096,0.048568182924149,0.055675587541021,0.00898548461140516,0.0422138081669395,0.0391614938584273,0.0428568299907303,0.0471511489918334,0.0528835774543204,0.0620721272445714,0.00930630659465536,0.0485091405139667,0.0445283619977973,0.0494217623747712,0.0554326580988719,0.0626575466363217,0.0721674120437857,0.0116039672698394,0.0706993539758401,0.0643722218170661,0.0715533144285924,0.0791772628265817,0.0894564389485769,0.10741660095028,0.0161258368536156,0.0953944858224409,0.0847074886154977,0.0951577767675428,0.109542877178243,0.127679417179636,0.152805631996788,0.0259147867690774,0.088644888583263,0.0789410060005045,0.0872964926869633,0.0982653243362836,0.114572993045732,0.136922708325255,0.0212795135242234,NA
