ticker,FRM_index,FRM_q50,FRM_q60,FRM_q70,FRM_q80,FRM_q90,FRM_iqr
2007-04-02,0.0316040825470136,0.0278011620290884,0.0324495845601294,0.0364764601560143,0.0421965816000532,0.0503652043930804,0.00812103419144277
2007-04-03,0.0318891794390703,0.0283529057517977,0.0319169963309383,0.0361152321234467,0.0411875307848858,0.0499601588497573,0.00702301855010055
2007-04-04,0.0320547490026275,0.028923246951108,0.0307690449975272,0.0367317694253287,0.04317060105208,0.0502314089133855,0.00799178560207734
2007-04-05,0.0335635167801952,0.0307767989569506,0.0334393093739764,0.0363928207103113,0.0420291895144521,0.0574085848701166,0.00800920238248367
2007-04-06,0.033102716878666,0.0297749146264898,0.0332954306825807,0.0359527318409341,0.0419349564137433,0.0527427135143547,0.00792190229708513
2007-04-09,0.0334132439215886,0.0305297713039313,0.0332513225732763,0.0364756175661188,0.042880564416214,0.0536628867280216,0.00850046221070957
2007-04-10,0.032311123896995,0.0303179507297785,0.0323608024687978,0.0339047562315798,0.0410322395664499,0.0480623213634757,0.00643929180169587
2007-04-11,0.0315670942582209,0.0289380368029252,0.0309286735990269,0.0345993320510329,0.0407787806304814,0.0468210700575569,0.00787848611260515
2007-04-12,0.0310660413129386,0.0283411793848415,0.0317289338391484,0.0336404295661877,0.0400774905358581,0.0454796782099827,0.00695685628215553
2007-04-13,0.0310062695275845,0.0284696479284023,0.031573097597045,0.0349464084985445,0.0390720368243403,0.0461062605093869,0.0074411144538758
2007-04-16,0.0325862443156462,0.0310645381313422,0.0332869129941936,0.0373587764352963,0.0406325623507076,0.048442605713437,0.007097740653054
2007-04-17,0.0321475716006277,0.0301582988332605,0.0332076325715065,0.0368995256475553,0.0403926737959709,0.0469016607872575,0.00773867022670784
2007-04-18,0.0317123179608408,0.0286057709585672,0.0321898387949914,0.0359581817568662,0.0396085153748378,0.0463570143252592,0.00673686605020695
2007-04-19,0.0316546850267646,0.0288601073818429,0.0320339200279068,0.0348893796241346,0.0387437505766902,0.0483936532965654,0.00664635693045405
2007-04-20,0.0322573124998342,0.0308545470435425,0.0333544170743349,0.0350435497797553,0.0407806101623925,0.048945972804961,0.00624210582178652
2007-04-23,0.0315538388724156,0.029448160367526,0.0322753251515684,0.0341039943514208,0.0389539855779873,0.0464889504017543,0.00573639076041805
2007-04-24,0.030817776423035,0.0285641897450474,0.0318090917644065,0.0338097739466217,0.0386754307050102,0.0448560877379954,0.00668660998185675
2007-04-25,0.0317623487547561,0.0308455396914763,0.032939993426308,0.0376219693254359,0.0407228310798638,0.0451028059419424,0.0076402128144535
2007-04-26,0.0306140670820251,0.0295415801278426,0.0311339116931772,0.0333114060065249,0.0371476711539119,0.0458371172771159,0.0057076833160079
2007-04-27,0.0304470182221611,0.0287619520463306,0.0304628254133784,0.0333889250182472,0.0364999450659645,0.0437743154647446,0.00541671721330206
2007-04-30,0.0317655015294671,0.0301111169757046,0.0322466174048131,0.0367511494017154,0.0407014740686449,0.04610792139519,0.00738577262507488
2007-05-01,0.0313416146454948,0.0296657080410042,0.0319235651863374,0.0349959034282329,0.0377039797517531,0.047409423499888,0.00612656700998341
2007-05-02,0.0307979803731741,0.028747038848463,0.0300726943729081,0.0344346160512284,0.0394448839285824,0.0476796673959014,0.00708241345588711
2007-05-03,0.0298712556011091,0.0289387770813142,0.0307981075559611,0.0333200163692945,0.0360837854178341,0.0433082474684698,0.00627573817528595
2007-05-04,0.0305751803049255,0.0298478856459062,0.0315865342419755,0.0337387688620357,0.0360672161504196,0.0437986635613266,0.00581483161287473
2007-05-07,0.0301937087450528,0.0287856251803041,0.0306886750363225,0.0324414158178292,0.03664903569102,0.0446830643878441,0.00552846530210239
2007-05-08,0.0305104128125591,0.0282017683361564,0.0302584307059275,0.0331780516220147,0.0391019306140701,0.046003771048334,0.00684813053273143
2007-05-09,0.0300970444692275,0.0286198543453051,0.0302437206764363,0.0321885943819569,0.0367474715120826,0.0446968147441465,0.00581780934311835
2007-05-10,0.0296378429266595,0.027802868930103,0.0301202133356491,0.0327541348004884,0.0374901213372999,0.0441626887384858,0.00573653293548285
2007-05-11,0.0301762296942815,0.0276972992253381,0.0291542544642815,0.0324713117320409,0.039422156365919,0.0457313937076953,0.00652104851560847
2007-05-14,0.0306638949646711,0.028310766389644,0.0300581826507872,0.0335609041194745,0.038465476268472,0.047662088208908,0.0061436303884066
2007-05-15,0.0307420756519495,0.0279088682610298,0.0299883158790112,0.0336104597568181,0.0398232566805335,0.0462656719855122,0.00662795804854704
2007-05-16,0.0312034873644071,0.0283456861733495,0.0299492397843965,0.0333208008186054,0.0380674617507442,0.0466104517877369,0.00633411900470574
2007-05-17,0.0309713133983302,0.0284358163831264,0.0295361918407971,0.0334205753644096,0.038127991940468,0.0451432655840748,0.00666941229883381
2007-05-18,0.0309728035306253,0.0283194217523237,0.0309544234377667,0.0348281545350227,0.0391419022441646,0.0462484056551164,0.00711128193887558
2007-05-21,0.0302275242231888,0.0273393088200715,0.0297381308094407,0.0338704014508068,0.0392463387378543,0.0452847621634493,0.00699898122712357
2007-05-22,0.0299836696037598,0.028381411898289,0.0312819008806217,0.0344316629892532,0.0373065442313655,0.0417781941792767,0.00652944406163124
2007-05-23,0.0304192030769365,0.0280366169470763,0.0317974861720323,0.0342256508655273,0.0370354490606186,0.04364397971255,0.00691742741606615
2007-05-24,0.0304260696360514,0.027619911952422,0.0296331471067469,0.0328886344249858,0.0379758133187277,0.0467863398468449,0.00640020242850637
2007-05-25,0.0274276403786908,0.0254561005735788,0.0264524161926859,0.0280675243878574,0.0312983551062613,0.0401338528966241,0.00411093823014809
2007-05-28,0.0275805222578267,0.0245451645469947,0.0262778773495316,0.0299871050867347,0.034853398971788,0.0391244365031329,0.00544181270704713
2007-05-29,0.026809288435743,0.023670510808812,0.0270979415621668,0.02908656551205,0.0325200003055153,0.0397979609157685,0.00487846660218883
2007-05-30,0.0269500484635853,0.02436270434229,0.0265562648749586,0.029224515304683,0.033587181664116,0.0376164147292202,0.00526265673740767
2007-05-31,0.0262273013532991,0.0250366373151662,0.0269260280813214,0.0286231172583179,0.0307754612989398,0.035941301032599,0.00463842951561404
2007-06-01,0.026902510948576,0.0244504934200652,0.0270477674919462,0.0303004104460938,0.0322501976284363,0.0376319950934538,0.00529012366776392
2007-06-04,0.0261780422179195,0.0240295023670416,0.0267664438335634,0.0295721634727668,0.0319153025808713,0.0347479991846022,0.0052895766949066
2007-06-05,0.0259366824503557,0.0241617645221569,0.0256914073711816,0.027640326224815,0.0303443440837813,0.0350184416544112,0.00425328030226417
2007-06-06,0.0259531770413421,0.0249538043654587,0.0266833483904496,0.028956846816298,0.031710325333682,0.0351993018261774,0.00511291404946235
2007-06-07,0.0269848879293503,0.0246344351412054,0.0269958657991517,0.0296867139660679,0.0325540611948091,0.0392314870587794,0.00434230597844546
2007-06-08,0.0265663956879457,0.0247099871967044,0.0270277089733744,0.0284216131441669,0.031365497608367,0.0385937376257662,0.00413668404238824
2007-06-11,0.0239349305051051,0.0221823081995128,0.0245801241410728,0.0267388049067512,0.0285305438456966,0.031587929321008,0.00346840316218951
2007-06-12,0.0231813781670986,0.0226955767927168,0.0246085362173026,0.02550836104287,0.0282027066343049,0.0298074475082847,0.00350729645281261
