ticker,FRM_index,FRM_q50,FRM_q60,FRM_q70,FRM_q80,FRM_q90,FRM_iqr
2007-04-02,0.0269841893119191,0.0260290698051631,0.0278748349483876,0.0307677568205673,0.0340130450962408,0.039598754204938,0.00608943186953657
2007-04-03,0.0270043627977261,0.0253502139123072,0.0277672829364127,0.0298737293506729,0.0334118832904425,0.0389819835704061,0.0057062880014459
2007-04-04,0.0255342786010586,0.0236435710448133,0.0267775603952373,0.0287079222732705,0.0320044535554522,0.0378692992309707,0.00556665568257697
2007-04-05,0.0259269244953146,0.0241458113164339,0.0267267799947693,0.0295647191039184,0.0317491769450235,0.0382116675435709,0.00559761205620663
2007-04-06,0.0256145550922036,0.0236667130245978,0.0263990499791372,0.0293810226504108,0.03084900155477,0.0393912355403434,0.00516152764716803
2007-04-09,0.0246266161965536,0.0218296239648567,0.0254947666704464,0.0282514322815866,0.0296945051375689,0.0363846540481594,0.00555465123706781
2007-04-10,0.0250570027949821,0.022631167652742,0.0252903202026806,0.0280346731789649,0.0309080251995903,0.0385699240820183,0.00570598521011781
2007-04-11,0.0253809191971318,0.0231618845848152,0.0256185974604789,0.0281612132067674,0.0309837122246652,0.0404965052019434,0.00523571876238539
2007-04-12,0.0254456312602406,0.024041043874155,0.0256724394344763,0.0270287797173975,0.0312983881218324,0.0387761739410511,0.00515162670405555
2007-04-13,0.0254594666366128,0.0243380560478207,0.0253379013518085,0.0282622717028108,0.0314014057555845,0.0404109894297776,0.00572058104282495
2007-04-16,0.024867351753401,0.0232773296866983,0.0255016773333753,0.027900987329821,0.0308168252285388,0.0364851947136171,0.00565724989852416
2007-04-17,0.0253917817312074,0.0226103471294412,0.0243079229026235,0.0274179896289466,0.0306928242335694,0.036805867421772,0.00522331161159982
2007-04-18,0.0256191317631051,0.0234910286079198,0.0251959566733216,0.0282966368361231,0.0312462352430618,0.0364712698572628,0.00548488169693692
2007-04-19,0.0252237008044452,0.0233992262331802,0.0246216699179929,0.0267082299375413,0.0299337314454004,0.0410964157540433,0.00433330292719201
2007-04-20,0.0250938805046055,0.0233415463214784,0.0245186953941966,0.0268836979093195,0.0324083481485268,0.0393142594667436,0.00609055999156841
2007-04-23,0.0247043904503545,0.022403568142188,0.023917165858362,0.0272681509291172,0.0318957562297257,0.0388472795623551,0.00512671847704473
2007-04-24,0.0249339104580443,0.0229578883628387,0.0245078252540714,0.0282320562757769,0.0317227356673513,0.0378036182848802,0.00602095224186031
2007-04-25,0.024615514733711,0.0225222534830491,0.0247850228620119,0.027091974105603,0.0295794757475728,0.0344578764346322,0.00467092352012396
2007-04-26,0.024512420579481,0.0221730727873884,0.0240377823164051,0.0274571398901397,0.0300305579944894,0.0361894494797795,0.00527466975366747
2007-04-27,0.02459381029132,0.0216393364288421,0.0232252965128869,0.0285475733796853,0.0317269535693823,0.0364395263432349,0.00573630878792816
2007-04-30,0.0246112138412063,0.021516458793904,0.0246713151487494,0.0282955477140454,0.0318649562436983,0.035494142195608,0.00573664058230943
2007-05-01,0.0240456146965738,0.0214119458157544,0.0232303868300421,0.026923895691413,0.0297333123134178,0.0363750497476551,0.00542055945031064
2007-05-02,0.0248893884125292,0.0220709149006491,0.0245486949258845,0.027197035005709,0.0310072840029273,0.0359064518475753,0.00548023260160243
2007-05-03,0.0244683711969846,0.0222848217574196,0.0243904307038585,0.0277086298217698,0.030332881697321,0.0343120234036119,0.00517699714545494
2007-05-04,0.0255027400033054,0.0228244224492781,0.0251490791272231,0.0286295432884189,0.0323733479084604,0.0379637340764344,0.00642756903191721
2007-05-07,0.0255394377121737,0.0232327861859788,0.0246694433313701,0.026810295681093,0.0320194057093544,0.0397419794033884,0.00475696295925785
2007-05-08,0.0254479258686275,0.0243981509756874,0.0257831647692164,0.0279745245717773,0.0318281657194678,0.0369806023614901,0.00511118583893603
2007-05-09,0.025578062633602,0.0248655557249117,0.025874715832051,0.0278562405782337,0.0311327642755775,0.0385049595201078,0.00524702545534722
2007-05-10,0.0261072194476402,0.0233579159484542,0.026123599962949,0.0288168683424459,0.0313005398188826,0.0383378880159494,0.00535883957559069
2007-05-11,0.0257949730227737,0.024359787227814,0.0269050349180332,0.0295794995142361,0.0323846800689292,0.0370530266008942,0.00631861930379574
2007-05-14,0.0255763415912232,0.0236590828730857,0.0253972819501327,0.0285210377816394,0.032358297414096,0.0370749344538502,0.00564295687840262
2007-05-15,0.0262003643693962,0.0235146047584209,0.025866182878335,0.0293192976343758,0.0341672311578264,0.0382637624416143,0.0052670603334577
2007-05-16,0.0257744321425568,0.0232983189257669,0.0250355493730915,0.0282017509681798,0.0326546763250039,0.0386806453982662,0.0056660307975154
2007-05-17,0.0272170547953518,0.0236824682225187,0.0268663487185423,0.0311731115269342,0.0337129076827737,0.0402869865319688,0.00629213626396087
2007-05-18,0.0266336359155049,0.0236481905717331,0.0278616815968686,0.0299659357432679,0.0324962746463292,0.0391416841068972,0.00643806203528975
