date,HSBA.LN.EQUITY,UBSG.SW.EQUITY,SAN.SQ.EQUITY,UCG.IM.EQUITY,BNP.FP.EQUITY,ISP.IM.EQUITY,INGA.NA.EQUITY,BARC.LN.EQUITY,ALV.GY.EQUITY,CS.FP.EQUITY,CSGN.SW.EQUITY,BBVA.SQ.EQUITY,GLE.FP.EQUITY,DBK.GY.EQUITY,ACA.FP.EQUITY,LLOY.LN.EQUITY,AGS.BB.EQUITY,G.IM.EQUITY,KBC.BB.EQUITY,NDA.SS.EQUITY,ZURN.SW.EQUITY,STAN.LN.EQUITY,MUV2.GY.EQUITY,AV..LN.EQUITY,SREN.SW.EQUITY,PRU.LN.EQUITY,DEXB.BB.EQUITY,AGN.NA.EQUITY,DANSKE.DC.EQUITY,KN.FP.EQUITY,CBK.GY.EQUITY,AIBG.ID.EQUITY,ETE.GA.EQUITY,EBS.AV.EQUITY,DB1.GY.EQUITY,SEBA.SS.EQUITY,BIRG.ID.EQUITY,LGEN.LN.EQUITY,LAND.LN.EQUITY,RBI.AV.EQUITY,SHBA.SS.EQUITY,DNB.NO.EQUITY,BMPS.IM.EQUITY,UBI.IM.EQUITY,MB.IM.EQUITY,INVEB.SS.EQUITY,SWEDA.SS.EQUITY,SAMPO.FH.EQUITY,CNP.FP.EQUITY,GBLB.BB.EQUITY,PKO.PW.EQUITY,BLND.LN.EQUITY,EUROB.GA.EQUITY,GAM.SE.EQUITY,PEO.PW.EQUITY,SAB.SQ.EQUITY,BCP.PL.EQUITY,SLA.LN.EQUITY,ALPHA.GA.EQUITY,MAP.SQ.EQUITY,GFC.FP.EQUITY,BCVN.SE.EQUITY,III.LN.EQUITY,HMSO.LN.EQUITY,RSA.LN.EQUITY,COL.SQ.EQUITY,MF.FP.EQUITY,TPEIR.GA.EQUITY,PARG.SE.EQUITY,INTU.LN.EQUITY,LI.FP.EQUITY,SLHN.SW.EQUITY,ATRS.AV.EQUITY,KBCA.BB.EQUITY,INDUA.SS.EQUITY,INVP.LN.EQUITY,RF.FP.EQUITY,IL0A.ID.EQUITY,VIG.AV.EQUITY,SGRO.LN.EQUITY,US.IM.EQUITY,IIA.AV.EQUITY,SDR.LN.EQUITY,SPL.PW.EQUITY,BKT.SQ.EQUITY,EFGN.SE.EQUITY,KOMB.CK.EQUITY,BPE.IM.EQUITY,ADM.LN.EQUITY,BALN.SW.EQUITY,UNI.IM.EQUITY,TRYG.DC.EQUITY,COV.FP.EQUITY,HNR1.GY.EQUITY,KINVB.SS.EQUITY,RATOB.SS.EQUITY,LSE.LN.EQUITY,JYSK.DC.EQUITY,ALB.SQ.EQUITY,BPSO.IM.EQUITY,BME.SQ.EQUITY,BAMI.IM.EQUITY,URW.NA.EQUITY,LUNDB.SS.EQUITY,SCR.FP.EQUITY,SOF.BB.EQUITY,CABK.SQ.EQUITY,STB.NO.EQUITY,ICAD.FP.EQUITY,ASHM.LN.EQUITY,PGHN.SW.EQUITY,VATN.SE.EQUITY,PSPN.SE.EQUITY,CAF.FP.EQUITY,TOP.DC.EQUITY,HELN.SE.EQUITY,HSX.LN.EQUITY,PFG.LN.EQUITY,COFB.BB.EQUITY,CVAL.IM.EQUITY,WHA.NA.EQUITY,HL..LN.EQUITY,IGG.LN.EQUITY,BAER.SW.EQUITY,SPSN.SW.EQUITY
20070402,0.0179893241844725,0.0229253124771397,0.0522217188914305,0.0504419230314686,0.0230419937455027,0.0378417480243647,0.0327556497620386,0.0305409390869879,0.0442260775807373,0.0537501072063625,0.0344840493868619,0.0420245410430692,0.0486046952230694,0.0438622141607709,0.0267445184991465,0.0199311964251375,0.0481129245409909,0.0269391617819001,0.0503566800999261,0.0388071663376067,0.0528904647130814,0.0322762447912018,0.0464193508205742,0.0393284088291423,0.0218914990442976,0.0375642049257059,0.0197419798131016,0.0428847438279891,0.0237917712960935,0.0209070568395283,0.0369220132593024,0.0347759083535077,0.0198738437098829,0.0252895279323702,0.0203890352375665,0.0269383425549273,0.0255572419475278,0.0280892202665161,0.0317642819619045,0.0233345293529787,0.0238524745140319,0.0169061448624356,0.0298031432849781,0.0267598848284962,0.0604166172135849,0.0240610585089936,0.0260479171066383,0.0176620395254963,0.0278905341524925,0.0554349737192415,0.0236595921646783,0.0161836239492603,0.0248626718663927,0.0311577397397733,0.021830018485241,0.0522281161052126,0.0259349994447695,0.0276596501933642,0.0253927617820667,0.0234600122893553,0.0131592916487226,0.0214271728906393,0.0669256626216,0.0374791491385463,0.0581481919568625,0.0155766842916212,0.0362855088260337,0.0511124879925,0.0336784687185907,0.0211161613486074,0.0242881403093009,0.0267455492938764,0.0407402063320391,0.0392353620869492,0.0320188010464905,0.0327095942135209,0.0209011160237851,0.0233411250285059,0.0302538237381147,0.0336703134226771,0.0403623940915561,0.0231566212614998,0.0338651054378203,0.0203925771303044,0.0451194166717731,0.0200164365789553,0.0175995991584765,0.0172967857038402,0.0359325758921106,0.0327583276644895,0.0208881046322185,0.0209838245826171,0.027919881495882,0.0472853414437498,0.0214411400476642,0.0449944889224002,0.0219126501368078,0.0277117899056843,0.0205758136744478,0.0239469846373911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20070403,0.018044964512352,0.0242939633300241,0.0515206003149427,0.0496282276162902,0.0233328018180234,0.033256377895388,0.0349335833041534,0.0286566963226114,0.0436774152542909,0.0669852817501567,0.0383460548089821,0.0224991278313577,0.0445186346173848,0.0282280219434788,0.0285641730490959,0.0235799402908484,0.0366511133802095,0.036033923222373,0.0431903345228245,0.0281319461735473,0.0499090760800105,0.0367659944106927,0.0367513470103967,0.0352508487525303,0.0186149573058692,0.0370261332846785,0.0244270925358097,0.050777627807219,0.0217635841590882,0.0197516674452635,0.0316853554735803,0.0266730889917969,0.0250526772292281,0.0209742013636229,0.0130103824210255,0.0283947512497081,0.032974785183378,0.0263031210188933,0.0324112790075848,0.0222902359653803,0.0273016093651534,0.0189382904400338,0.0303353423644989,0.0202267903385232,0.0688792231405587,0.0283110602538873,0.0304286347242404,0.0183487552206063,0.0294475168812468,0.063951931275375,0.0264063285746419,0.0174027766195104,0.0203814320538268,0.0318517904117082,0.0239480657924021,0.058398174146693,0.0248920877289626,0.0269058734527346,0.0243217841974291,0.0234960588658493,0.0133634173688145,0.0207654687776063,0.0630646300643196,0.0350778664814442,0.0494766282979326,0.0150911244051507,0.0363049528926187,0.0504199037774782,0.0320148052097835,0.0205479320440391,0.0234185813502246,0.0415791222126703,0.0566770032614849,0.037712300895063,0.0260660890173192,0.067240939677225,0.0359436519441914,0.0242411469946467,0.0252352670514992,0.0302244950688798,0.0409605607649782,0.0242479571341628,0.0439254030361634,0.0226081468942241,0.0448227405125119,0.0215154721468426,0.0163500690304421,0.0173456143829756,0.0350416460028052,0.0410896329279397,0.0186826793085948,0.0198596567492082,0.0250125563755045,0.0447984940698996,0.0211940419945507,0.0299516666714921,0.0191016868932126,0.0250851077592958,0.0401786949523749,0.0236258750054899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20070404,0.0245137700334787,0.0248982649971159,0.0519426158998885,0.0592568851944446,0.0228638497502982,0.0353183240060248,0.0319673481564597,0.0265649505833162,0.0465014576858881,0.058046053760167,0.0484786220609394,0.030431602642662,0.0431437216077175,0.0301652767556715,0.0284801395691306,0.0174760387106214,0.0449641475538344,0.0366145642921565,0.0580650454866752,0.028160806904892,0.0501301388501836,0.0456838401928198,0.0340190949374393,0.0356573518153873,0.0200153204418123,0.0296215913037027,0.0220708191817449,0.0713645581302709,0.0287111238658097,0.0219324443604273,0.0271421260089216,0.0292832808577793,0.0305847399941719,0.0253661256665149,0.0204625814967351,0.0253343072757424,0.036570380553455,0.0242595762404043,0.0302364579672662,0.0231226016251454,0.0246735784479177,0.0185761817330582,0.0312672833057776,0.0201683672729526,0.0511428394822027,0.030872433876193,0.0338117419267621,0.0395229165908703,0.029907477078708,0.0424392379409537,0.0291353700364063,0.0172830493725997,0.0174602894288966,0.0222860020843963,0.0188629698961349,0.0660681170875347,0.0236411598073583,0.0273327760249336,0.0202398553460747,0.021407526526027,0.0161426373084749,0.0176669900847623,0.062572299692713,0.0444452137711844,0.0527606844386223,0.0223822979976247,0.0375289790610078,0.0395947977361308,0.037005248069397,0.0200843696484524,0.0255301668683857,0.0387054904106957,0.0261065936988954,0.0385288226252574,0.0214117126099575,0.0658854820880097,0.0247591307000052,0.0228055121396457,0.0204294932280363,0.0271432484627423,0.0386724859228367,0.022762039683265,0.037333177211785,0.0169589632349463,0.0432781188295302,0.0273448610777847,0.0160955605043067,0.0156315906472917,0.0316420511744413,0.0446156354810644,0.0179829016565875,0.0225025443127922,0.023999861269402,0.0433331262780726,0.0224743783646509,0.0307001190784167,0.0252844919443943,0.0297806089611343,0.045233562549513,0.0228385317576616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20070405,0.0251702417427895,0.0306812714716495,0.0606604553334512,0.0530983108454149,0.0226335913158273,0.0370629189703108,0.0342798214496642,0.0306684202107557,0.0439591054450375,0.0695112850355027,0.0761034913546915,0.0289729177356249,0.0505611793170691,0.0430427670291338,0.0278016360758246,0.0174105306877921,0.0418652756307327,0.0334807162821376,0.0596671880819225,0.0263032389763663,0.0769032636952975,0.0368715972816524,0.0361876307511651,0.0382609728440198,0.0164067399340934,0.0308723264422517,0.0281274784043961,0.0590886570756657,0.022543809706252,0.0209293616512912,0.0332992620830552,0.0258545301905402,0.0277679468415562,0.0241650580360022,0.0142448925025039,0.0319183242246144,0.0349337946222917,0.0231518242740916,0.034826909719422,0.0152076611175721,0.0211281355778296,0.0204614758909586,0.0315785173043616,0.0182978894970927,0.0510848620733595,0.0310612312679652,0.0328833505397861,0.0354654349621386,0.027997264148944,0.0619019367773107,0.0347848302448533,0.0210720626943342,0.0236336326344974,0.0306738194976719,0.0217597082945358,0.0647752476256598,0.0231686659195728,0.0338254717107629,0.0392891518356303,0.021773116072741,0.0172320948387834,0.01691989134007,0.0633921437477512,0.0276378542322794,0.0572219101806112,0.0214631401476188,0.0284227215127107,0.0399595120788001,0.0332229704561018,0.0204324639960565,0.0265940403929201,0.0413124954018088,0.0250501153469394,0.0453082755648587,0.0426848450493299,0.0649752182913362,0.0314992391211925,0.0233620684549454,0.0256153488926246,0.0222753101660126,0.0373564371640248,0.0216288987769227,0.0391580091977392,0.016777956340355,0.0479766390564685,0.0331734492060485,0.021278463612748,0.0151738698874884,0.0341394992970958,0.0340084630310942,0.0207912829704401,0.0181078043583465,0.0246721413266933,0.0392574134994618,0.0257118193641395,0.0306014061284202,0.0302006095659637,0.0334117047685356,0.0440064895247858,0.0232254527705577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20070406,0.0292167202602081,0.0306594941458865,0.0496555205473401,0.0489532989153663,0.0269115730644945,0.0361186918998221,0.0340979602335866,0.0309277962232033,0.0435038305245925,0.0634424455222958,0.072455698741721,0.0253295294568594,0.0419128177464086,0.0353477413854529,0.0242651742299543,0.0222060307758959,0.0460536589344013,0.0281994390730663,0.0640801653841787,0.0257003057561659,0.0682409488275452,0.0393181359533226,0.0342479849630793,0.0391505060215165,0.0224033475511139,0.0305394019236298,0.0193822506565245,0.0586693877867242,0.0289149688314487,0.020858297837706,0.0259356120311428,0.0263623021300832,0.0188747648627753,0.0235927012988693,0.0194100877146513,0.0294836386348784,0.0358816061014107,0.0250550383260025,0.0387222067012171,0.0267994816875858,0.0194789761387442,0.0237911641930002,0.0319229854803971,0.0222645946817245,0.0518907726621819,0.0352490773112299,0.0311010296662185,0.0286503531585017,0.0278813828195155,0.043076132524417,0.026413341008282,0.0204171938907682,0.0281899298416805,0.0331697126280952,0.0242683598180185,0.0586597431615947,0.0234377572073338,0.0345887201638979,0.0396366716206548,0.0227328315066216,0.0174857439992121,0.0168225180914364,0.0610101974258751,0.0358773012287553,0.0543346969761473,0.0216984541822396,0.033484007764309,0.0396596245099002,0.0331070770691491,0.0194996738804936,0.0281260458123108,0.0446178702924141,0.0525658264630443,0.042023511083082,0.0230963934793576,0.0599159192398493,0.0299888564083532,0.0196097913816969,0.024300448483534,0.0243957415504908,0.0566363297894791,0.0217458781277151,0.0381396378301067,0.019015812889172,0.0481684053388181,0.0329850223387717,0.0187132076019229,0.01449546944708,0.0341340798608798,0.032532296684805,0.0183844296806178,0.0196009892210488,0.0224391260538028,0.0397055062555884,0.0253855242592456,0.034800478677144,0.0249169035866903,0.0295609728446263,0.0409109096045274,0.0186797163078988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20070409,0.0292821329653014,0.0300485207921562,0.0595221603073626,0.0640251068573162,0.0232849275257781,0.0312272313058684,0.0324464353188768,0.029786782940062,0.0419912195612024,0.0680089545989064,0.0741248902583711,0.0234041563004593,0.0503574272991634,0.0453963385846512,0.0292569540150391,0.0156890452794917,0.0420562573356597,0.0309955760635061,0.0620963953129687,0.0272758814829052,0.0579526482565127,0.0406144090987065,0.0332480387092804,0.0383222448205295,0.0174832755377426,0.0323944957762881,0.0240079029996911,0.055703787112799,0.0275709583439212,0.0200629715179527,0.0289376795433093,0.0262267955120675,0.0336013592150579,0.0222859186974938,0.015421012306428,0.034383686013569,0.0357344597642705,0.0266832248906167,0.0359974791296431,0.0226876413109114,0.024108979759702,0.0261201727698799,0.0300639665443565,0.0186218977998005,0.0425685825227324,0.0275385791456987,0.0276485538323506,0.0318850211567291,0.0270775052765666,0.0441284919901404,0.0269133538234316,0.0199376445719959,0.0198280716768399,0.0334536582113144,0.0251883257987885,0.0402955616713754,0.0230221274493126,0.0337784861784633,0.0337740406294207,0.0223876602692794,0.0185250012809609,0.0149112840134228,0.0574839159922226,0.0499828288910994,0.0534361200186018,0.0209777505935651,0.0289373967690538,0.0375912739178953,0.0348315782912596,0.0177331678687344,0.0269160290746121,0.0487210895512087,0.0510031734871643,0.0488783417102562,0.0387135248365641,0.0469150429791882,0.0311321776228613,0.0222529038582197,0.0332562483692701,0.026535574329586,0.0644970174494664,0.0214169589392605,0.0293861308577243,0.0215843058939646,0.0572334422654688,0.0408846382019819,0.0197749800446063,0.0159704810239019,0.0271018724114281,0.0321730734417587,0.0191874708695613,0.0203256804152448,0.0201252222892417,0.0481224728892053,0.0383043164273495,0.0315247307783974,0.0254557311940039,0.0318098912273725,0.0349189649504536,0.0148555233927044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20070410,0.0295263564886862,0.0313489143161437,0.0626743717685858,0.0482656958925249,0.0219815084881493,0.0294229104256951,0.0303377942677826,0.029824558781053,0.047162135626368,0.0652675625258503,0.0748709713047067,0.0187256321218507,0.0336935129309957,0.0480397241935814,0.0236928002321822,0.0201689924823854,0.0416423506684708,0.0321075927097342,0.0418434980546828,0.0262922167218978,0.0357940403461848,0.0295045132317654,0.0332016893778351,0.0370598275545749,0.0211919056583314,0.0348177000886973,0.0230518467536365,0.0641137441197741,0.033165870914499,0.0235986800472092,0.0467651226985128,0.0228122778412618,0.0259223751730642,0.0158916624221703,0.0147374663747423,0.0301299454992605,0.0352137697823592,0.0266493516100683,0.034397657266276,0.0203835702661108,0.0212615372803157,0.0266651864948768,0.0304527981556283,0.0280007450697062,0.0505682088281578,0.0333280903000826,0.0302981071917744,0.0328607166108366,0.0251508784106204,0.0354593906858794,0.0220741991237699,0.0185989886074299,0.0195114100081714,0.0327423278671512,0.0306206980418785,0.0401843237098828,0.0214503660425414,0.0332451366325212,0.0234722668931688,0.0214967965464469,0.0156199088507364,0.0193868050934467,0.0473480679215323,0.034948327632011,0.0675768594495568,0.0222210444664705,0.0264072729396237,0.0331516741644479,0.0399093154027551,0.0177671745239097,0.0280137857413848,0.0408797117909447,0.0435078255754144,0.0466482414667889,0.0268170660914258,0.0525599729118968,0.0308193563438289,0.0232160445099545,0.0258743837388231,0.0268578325657946,0.0547261332160185,0.021324307036655,0.0479098872754498,0.016823994210243,0.0743325481070931,0.0469629134839377,0.0213387109228617,0.0142490691444335,0.0332748196248503,0.0324530390877359,0.0169899462803619,0.0205453676069683,0.0263282143754149,0.0311610738265926,0.0322993113895058,0.0305628795509489,0.0219886812949324,0.03174218962907,0.0198819235604037,0.0239524193667737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20070411,0.0288778554297007,0.0260777756505688,0.0410530438587251,0.0516425458313074,0.0224242446218549,0.028557772622609,0.0325248182501831,0.0289982181761497,0.0472913681022256,0.0619632308010288,0.0725159589219413,0.0190116595137111,0.0439911211306452,0.0472817474090569,0.0270005059708635,0.0179022332179679,0.0407102148234205,0.0336707739675368,0.046769883685168,0.0300141196371209,0.0339428754338837,0.0404701557126856,0.0249338000884995,0.0363044967878526,0.021487043216491,0.0298723615182382,0.0236696956463862,0.0610155219672491,0.0168245793146384,0.0236005449071245,0.0371701945796736,0.0229773263634729,0.025014869508054,0.0165742527059479,0.0183397329423864,0.030411315742217,0.0368533917963193,0.0260700492538993,0.0291167509542378,0.0230128606965292,0.0204776417331868,0.0268864791521522,0.0269182950577743,0.0250188779648152,0.06504987218481,0.0293212472577368,0.0237519083893388,0.0319800390673157,0.0248341665378883,0.0441249507898992,0.0223631487260204,0.0201883953399388,0.0163798044272134,0.0339591128643188,0.0267341878599174,0.0358710568951844,0.0221623473431442,0.0296963406795197,0.0430992936984672,0.0214471773772224,0.0196366107378051,0.0189270754311928,0.0402602934874853,0.0213186854365552,0.0566775951763921,0.0169217508728392,0.027141177619575,0.0340543071178252,0.0320511808865717,0.0335179272828326,0.0279933858409936,0.0428684152165953,0.0460498092006526,0.0428951162683722,0.0473849733234304,0.045747383915876,0.0316016468411255,0.0220900186201514,0.0340221146855994,0.0302077117814727,0.038114981237068,0.0203160554494621,0.0383272145503935,0.0174141091127006,0.0703906390496414,0.0459775484397777,0.0199659074580758,0.0155979813555733,0.0260062505269883,0.0293324273942291,0.0173753312692076,0.0172191411804608,0.02863564333449,0.0403383332404387,0.0229564938103213,0.0304800247709611,0.0223715354951916,0.0202114732984848,0.0250283164649995,0.0230775845368488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20070412,0.0237219103643625,0.0194985901157252,0.0403394035649532,0.0583975463362334,0.0233403974019665,0.0284330921086099,0.0335040694836008,0.028249266661073,0.0470377323482387,0.0627893803509291,0.0364276260583266,0.0246973037093084,0.0392930572176168,0.0378309543754268,0.0269710939105341,0.0223931041093108,0.0440665799861386,0.0338744208989088,0.0400120122785843,0.0276831771878583,0.0323316945872383,0.0388768073170117,0.032472678140319,0.0364994442962352,0.0236513071451378,0.0335401475664501,0.0219502201585556,0.041421022793668,0.0187381310638271,0.0254449069686074,0.0372712957490104,0.0422365237600299,0.0278857208236508,0.0131802400761636,0.0172728774227194,0.0311016515085307,0.0295030193175227,0.0264724053663764,0.0331400339983097,0.0255272987250394,0.0244277219165094,0.0288705989945913,0.0324307709741156,0.0279506934003182,0.0605010680669877,0.0290082310629965,0.0291568943444969,0.0323008458867527,0.0230847421902894,0.0517258925772359,0.0247431710456772,0.018919393639979,0.0164621579529691,0.0314456323464583,0.0224533167498839,0.04047342154376,0.022639489661515,0.0333107687091115,0.0287643899795829,0.0278561041658884,0.0175502972920534,0.0181074516884366,0.0393575986320059,0.0215852527226368,0.0458690914587347,0.0144664979496455,0.0272409547552109,0.0329057996818304,0.0208377166753433,0.0307802858351598,0.0281920806761297,0.0421127436881817,0.0459609620212836,0.0454364100712324,0.047499244578959,0.0584375985888369,0.0238350364486051,0.025089665256132,0.0208382435091083,0.0237304590702794,0.040754769395177,0.0219412242090213,0.0416788348737846,0.0236151772649055,0.0729568123825314,0.0321538860781834,0.0220659780866266,0.0134487945165029,0.0217097724604469,0.034906640190306,0.0174864876585657,0.0181594178302277,0.0275318795010842,0.0426091201471425,0.0235498646544158,0.0242242304852277,0.0265749420985677,0.0209869038519127,0.0308123091945593,0.0260002453536367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20070413,0.0229866190764792,0.0195677677094538,0.0258673603849971,0.056006724358816,0.0222561317250172,0.0236972670023488,0.0339514030149,0.0367058758110332,0.040352111307729,0.0538714544049941,0.0376779266782045,0.0237442466984683,0.0389926197653054,0.0282350763462205,0.0307348248726164,0.0310154142787086,0.045374128497139,0.0327010783889678,0.0326983161235583,0.0265711660354829,0.0496949973401904,0.0372643424108455,0.0275875729783347,0.0368210934887638,0.0269697677519349,0.0315173001975624,0.0246547038633074,0.0418575211984765,0.0203517371593048,0.0181026232213397,0.037960596238794,0.0266937615407451,0.0316567936962689,0.0145824193047272,0.0179148242934347,0.0319958398740637,0.0339969794072266,0.0222637176610429,0.0287722933706672,0.0370416371163882,0.0226402777741505,0.0206546117275457,0.030812675253018,0.023368458044446,0.0564914741657714,0.0271895360540786,0.031121618764084,0.0261803076812077,0.0270239263713748,0.0583482576651127,0.0257265217679124,0.0189434444070528,0.0216799243568289,0.0284119228916782,0.0208862303203042,0.0404796449593389,0.0230223267507564,0.0305661494971584,0.0265119725415175,0.020777971203883,0.0202966347960589,0.0187100205339113,0.0374912526511859,0.0226364113415453,0.048752915234291,0.0151681979275529,0.028590083701366,0.0325128429877159,0.0215370559034722,0.0255868819362215,0.0285273729651264,0.0487162119580081,0.038071501731542,0.0409090512411921,0.0459435891338697,0.0413203487042017,0.0262046339403738,0.0202611931281078,0.0341923510789064,0.0308567158575184,0.0393897050604798,0.0218594623573679,0.0399701023722025,0.0182070522498667,0.0784672337958642,0.0376124023414455,0.0188363132963006,0.0137912271552662,0.016896400397751,0.0475703028890416,0.0262307594648433,0.0221854648896485,0.0316822425416218,0.0400488673666997,0.0504091116970248,0.0247915838170706,0.0217954981224839,0.0260969377641086,0.0322082350157669,0.0247474966203455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
