date,C.UN.Equity,BAC.UN.Equity,AIG.UN.Equity,JPM.UN.Equity,BRK.B.UN.Equity,WFC.UN.Equity,GS.UN.Equity,MS.UN.Equity,AXP.UN.Equity,RY.CT.Equity,USB.UN.Equity,MFC.CT.Equity,MET.UN.Equity,BNS.CT.Equity,TD.CT.Equity,PRU.UN.Equity,ALL.UN.Equity,TRV.UN.Equity,BK.UN.Equity,BEN.UN.Equity,BMO.CT.Equity,HIG.UN.Equity,COF.UN.Equity,CM.CT.Equity,GWO.CT.Equity,SLF.CT.Equity,RF.UN.Equity,L.UN.Equity,SPG.UN.Equity,PNC.UN.Equity,AFL.UN.Equity,SPGI.UN.Equity,TFC.UN.Equity,STT.UN.Equity,FITB.UW.Equity,BAM.A.CT.Equity,BLK.UN.Equity,LNC.UN.Equity,CB.UN.Equity,VNO.UN.Equity,WU.UN.Equity,MCO.UN.Equity,AMT.UN.Equity,PSA.UN.Equity,WY.UN.Equity,MMC.UN.Equity,PGR.UN.Equity,GNW.UN.Equity,KEY.UN.Equity,POW.CT.Equity,MA.UN.Equity,EQR.UN.Equity,BXP.UN.Equity,HST.UN.Equity,AMP.UN.Equity,NTRS.UW.Equity,LM.UN.Equity,TROW.UW.Equity,KIM.UN.Equity,MTB.UN.Equity,AON.UN.Equity,IGM.CT.Equity,SNV.UN.Equity,AVB.UN.Equity,CMA.UN.Equity,CCI.UN.Equity,ZION.UW.Equity,ETFC.UW.Equity,IVZ.UN.Equity,NA.CT.Equity,ICE.UN.Equity,SLG.UN.Equity,UNM.UN.Equity,CBRE.UN.Equity,PEAK.UN.Equity,CINF.UW.Equity,CIX.CT.Equity,MAC.UN.Equity,AIZ.UN.Equity,GL.UN.Equity,WRB.UN.Equity,JEF.UN.Equity,LAMR.UW.Equity,PBCT.UW.Equity,RE.UN.Equity,IFC.CT.Equity,SEIC.UW.Equity,DRE.UN.Equity,STAR.UN.Equity,PLD.UN.Equity,AIV.UN.Equity,NYCB.UN.Equity,IRM.UN.Equity,ORI.UN.Equity,FRT.UN.Equity,HBAN.UW.Equity,FHN.UN.Equity,EFX.UN.Equity,IBKR.UW.Equity,REI.U.CT.Equity,VTR.UN.Equity,EV.UN.Equity,DFS.UN.Equity,FFH.CT.Equity,ONEX.CT.Equity,NDAQ.UW.Equity,RNR.UN.Equity,FHI.UN.Equity,JOE.UN.Equity,WELL.UN.Equity,V.UN.Equity,AMG.UN.Equity,MSCI.UN.Equity,SBAC.UW.Equity,CME.UW.Equity,RYN.UN.Equity,RJF.UN.Equity,CBSH.UW.Equity,CFR.UN.Equity,DLR.UN.Equity,MCY.UN.Equity,BRO.UN.Equity,AFG.UN.Equity,RGA.UN.Equity,AJG.UN.Equity,CXW.UN.Equity,O.UN.Equity,Y.UN.Equity,EQIX.UW.Equity,SCHW.UN.Equity,CIT.UN.Equity
20070402,0.0355255473060334,0.0214456049746769,0.0283170662296914,0.0403292225150967,0.0158869311912345,0.025020331124756,0.0503297340202838,0.0275272425483329,0.0304979448690009,0.0238975550016979,0.0214067352095302,0.0221789708725194,0.0342369522181315,0.0186640869424489,0.0237126821553647,0.023778533029519,0.0187282200272131,0.0345640057006645,0.0324206361047846,0.0412992733851743,0.0147479032963479,0.0311366447025668,0.0248886126178626,0.0360785087706474,0.0264506316640116,0.0143883627249584,0.0312576482685692,0.0185570137904215,0.0541189304141057,0.0479382589966142,0.0219917046690323,0.0133128567826964,0.0333805143896132,0.0201757859354699,0.029071468478553,0.0135933928472256,0.0207428082056802,0.0238586872552508,0.0279536320314617,0.0161659881811625,0.0272000856868352,0.0200277827306855,0.0335402710060482,0.0444815566491832,0.0174971339544408,0.0266169706715135,0.0135635477813117,0.0257921160926078,0.0286131489239721,0.0176951455723858,0.0307428056584546,0.0201363826791922,0.0376705658433463,0.0316732775131874,0.0393304067309539,0.0242553567000254,0.0165731647987207,0.0221527711396298,0.0379532002459111,0.0192253139265728,0.0149622854463739,0.0217436593253503,0.027636565188359,0.0275633482747034,0.045203377015927,0.0212325122975494,0.0307705291719131,0.0161887360998544,0.0301696823318328,0.0269892622953666,0.0161180940064732,0.0293406016371239,0.0386834189004141,0.0477365546253371,0.0365040098739535,0.016492401185661,0.0152729674738202,0.031457378873125,0.040224898310901,0.0262352552506349,0.0293592152172164,0.0196221438954769,0.0176532436672179,0.0192416575132016,0.0205278490226879,0.0171078456455085,0.0271896163445167,0.021372279214146,0.0331434077209267,0.0226396087076569,0.0490702127568578,0.0209100527596446,0.0239225989709967,0.0258228843596913,0.0278551356776191,0.0356637897109639,0.0336771844134047,0.0148286556322765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20070403,0.0330049060819083,0.0219056724198965,0.0301070419844046,0.0498331702614017,0.0190990380320894,0.0253695285705728,0.0515688606382486,0.0236956089378029,0.0346042105750775,0.0223541929608086,0.0210615708563184,0.0205397309515132,0.0364283628499403,0.0183550592027062,0.0261378141603049,0.0343855208889808,0.0190567319001781,0.0245472287692744,0.0316982783102147,0.0406534750848725,0.0159696090873406,0.0282188028662972,0.0254241838876801,0.0367772761264866,0.0263710621866534,0.0170550652631032,0.0432956093181551,0.0138186849263989,0.0559993574654339,0.0382656300642062,0.0214352503246413,0.0154293897952684,0.0448447094422074,0.0199808299037345,0.0203805127960294,0.0198885482530615,0.0226677343609455,0.0264771825539065,0.0309962447230122,0.0235829444138666,0.0253308992540417,0.0161237366452548,0.0307141807782627,0.0274012960018369,0.0172547894727878,0.0278052156612283,0.0117377446761487,0.0302125942498105,0.0298702834443799,0.0177608253350283,0.0298741122291499,0.0202389175410274,0.0466137348525407,0.0231031363755128,0.0373400925584608,0.0326794846770676,0.0183712144668405,0.0205913001366719,0.0275938559704765,0.0229216781567964,0.0176713156624763,0.017123052636106,0.0295327408061032,0.028596843751088,0.0676449397625881,0.0192087860261127,0.0282935983172355,0.0158617839910787,0.0277577997552088,0.027091446583918,0.0139620449720868,0.0284778258535935,0.0366530365417307,0.0238755936619111,0.0375445475116479,0.0142873485293453,0.0186457383667544,0.0336832014294654,0.0413869192013952,0.0234621299368965,0.0298449502576015,0.0193782570949739,0.0178983205933489,0.0207603655407183,0.0200237163338722,0.0169146549448532,0.0264646878684895,0.0212314625254616,0.0350214255531963,0.0216951983239465,0.031433511317158,0.018661184737907,0.0250809058801921,0.0222460182027631,0.0282599133520705,0.0480649430608601,0.0329100525049937,0.0149535691097474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20070404,0.0320361573400445,0.0213881798459463,0.028366909464582,0.0418271340946357,0.0187398367024871,0.0298113824400992,0.0499603708384425,0.0243167154651314,0.0356603893404503,0.0155654038026139,0.0184479042925499,0.0186087833097385,0.0334120039704133,0.0199210906833317,0.0234970962922903,0.0278861041788618,0.0189341596837541,0.0194782226621482,0.0294682888779501,0.0311904354007333,0.0142244540170613,0.021074424387971,0.0183556712546941,0.0385829166292966,0.0220706553669243,0.0228605068893819,0.0282101508751927,0.0142985120642369,0.0521305155482564,0.0538498382709971,0.0215296719155894,0.0147510264469908,0.0460338569883831,0.0209521163712184,0.0177794864924604,0.0144544556470114,0.0197315329674186,0.0396992471727387,0.0214471980256629,0.0237900457973362,0.0162281477605776,0.0160854675103127,0.0404755703105958,0.0280041243276478,0.0181474403716463,0.0270424876608522,0.0119578969768197,0.0276648639477694,0.0309971970006949,0.0177316282620832,0.0257514490983199,0.0238784191276718,0.0348013571574207,0.023048523243809,0.0416461329353976,0.0322425696984104,0.0168924471671597,0.0184651371602225,0.0262800393505642,0.0227644520301531,0.0177409578295384,0.0109115946150812,0.0367049436419988,0.0267113285788335,0.0342412631554736,0.0196083535271451,0.0319568978785638,0.0157462966988355,0.032205933550733,0.0286173969772842,0.0158325645358112,0.0296213575225476,0.0287179806394912,0.0227614931668105,0.0242596297096183,0.0176111777370586,0.0175985396750002,0.0323586681019228,0.0375634632031168,0.0167033004301511,0.0289794000874352,0.0277579975398723,0.0176719629746868,0.0219898650419595,0.0179260069217318,0.0153344595401066,0.0259104069095628,0.0221076109225739,0.0296386942428247,0.0216609218225533,0.0251510296786506,0.0203411612151114,0.0251362461591052,0.0208924973910494,0.0287467135035983,0.0432837975985507,0.028582595627976,0.0193265916382258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20070405,0.0310761756829915,0.023753279601984,0.033005666798279,0.0390831744764675,0.0180301339518099,0.0264772136360395,0.0517129752664475,0.0264420446177366,0.0317241133708898,0.0147926509959552,0.0265940416070851,0.0202516877745648,0.0310634257088293,0.0209619804398542,0.0241720212119064,0.0241196014209614,0.0186632724483952,0.018296536515355,0.0355581857606319,0.0296204105004962,0.0134481330519811,0.0214065216484503,0.02365736383248,0.0398527258021741,0.0178802688428557,0.0177625404583265,0.0306157516940131,0.0130206816695429,0.0511755952160427,0.0385407643558717,0.023423666379234,0.016033858808523,0.0440951383844693,0.0304683393006416,0.0189857722095313,0.0224322011278835,0.0194915858743882,0.0281025754562204,0.0212646200616624,0.0180886489676165,0.0257090047351468,0.0185534866913124,0.042458411146357,0.0280674654305865,0.0178737569552454,0.03090469351007,0.0123798366980925,0.0303975599854777,0.031765885994446,0.0193633069386942,0.0248475625352341,0.0283793198272264,0.0451872155906073,0.0238088252661844,0.0373380975075372,0.032236411573195,0.0181667854549398,0.0210935655581926,0.0380706260525849,0.0232478338401651,0.0196099837325881,0.0115363469423806,0.0363660679777157,0.0305105534937365,0.038869196427142,0.019727602330636,0.0339762133842673,0.015586314745553,0.0239132512181464,0.0290634965347188,0.0178194394729469,0.0273972015097294,0.0223680641915077,0.025739460999335,0.0367400287996961,0.0188651278226473,0.0156170971453282,0.0283915759258022,0.0377637375414163,0.0245948699716275,0.0286910727301378,0.0195431672339347,0.0166428463306523,0.0215065442636296,0.0188674650161779,0.014157466660725,0.0306674117693729,0.0221066924790664,0.0272577335455063,0.02144979643186,0.0252502389540498,0.0195438460168681,0.0207854927782365,0.0218960215716053,0.0279860213024496,0.0402315113836092,0.025356144126784,0.0194485015593636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20070406,0.022162093000053,0.0238603729967751,0.0304176033917164,0.0422766415361267,0.0184341594433697,0.0265498487400502,0.050526516096782,0.0230535356127228,0.0393502867891179,0.0171420080468834,0.0190067957153173,0.0229153970243192,0.02639057068284,0.0209225591093981,0.0305386049734831,0.0293969869822411,0.0192528244342548,0.0211626016609295,0.0305536644159158,0.0285937745768108,0.0148729468635519,0.0294355659960984,0.0239102753222145,0.0400922911001617,0.0176975852326614,0.0218752117862919,0.0318992967807111,0.0128466837174207,0.0394867826265365,0.039686251801022,0.0189568528687355,0.0142491914613126,0.0288351839714058,0.0209579445041167,0.025577983673794,0.0222542507743858,0.0200783670566842,0.0234730530524206,0.0239740046660364,0.0223802425118925,0.025541750568863,0.0159033253291412,0.0377625829427963,0.0359311052543326,0.0176199967368998,0.0307427977054461,0.0137195477630941,0.0305684835097567,0.0337436271407305,0.0177256368705066,0.0327014470066105,0.0287328378570014,0.033508999365081,0.0309198041209859,0.0405505492054519,0.0288189058997222,0.0182462500921042,0.0208246226825522,0.0398831754988019,0.0225178395782399,0.0207633327577751,0.0121612222555589,0.035066324440318,0.0302594825613159,0.0398906519688626,0.0201081865270633,0.0202082003315136,0.0159657858186967,0.0303826986993108,0.017256796082604,0.0148668776918726,0.028743612049604,0.0264329671643261,0.0223961926307338,0.0219498615335437,0.0163723192758652,0.0180591267524894,0.0272584787524518,0.0433689622044782,0.0263017954852444,0.029855849132075,0.0258013715702116,0.0161571974532975,0.0201810410809714,0.0183165736443868,0.0141880420493135,0.0263290457165117,0.0228319661924992,0.0227973606737738,0.0220465469571845,0.0324161326707146,0.0192252703310282,0.0201612804844321,0.0222661968930903,0.029237343663938,0.0430938788215383,0.0263571525608844,0.0201411780317971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20070409,0.032320350275314,0.0282944095801164,0.0284865096454253,0.0216063086231939,0.0154563684813175,0.0279714458956189,0.052561684851874,0.0270171088896327,0.0474607803078023,0.0156834953234528,0.0182360139494878,0.0251590302670526,0.027489519577,0.0209728436650346,0.0297787331487388,0.0290591115362211,0.0190220185907322,0.0168594262170979,0.0295460142435753,0.0284320222474137,0.0130662218055197,0.0307391027118653,0.0212527537108938,0.0290396833956185,0.0217146580571884,0.0203231962336987,0.0355849945666064,0.0135478865359594,0.0563342517404948,0.0414687472262149,0.0169999928820783,0.0205625775551143,0.0382505261717832,0.0195583003979557,0.0171708102881599,0.0139103938005195,0.017211502547145,0.0275070856043996,0.0245676530038625,0.0220515556562302,0.0194735319548572,0.0155262640659288,0.0393696570958686,0.0424469465251292,0.0179204460559809,0.0167657509722911,0.0144735222233158,0.0349147907672009,0.0344871904636135,0.0181815618300299,0.0312604489996791,0.0293349502083182,0.030648384368284,0.0184753668625416,0.0445687809197901,0.0291936344576486,0.0145530204966441,0.0194838661852338,0.039770412200447,0.022448628192039,0.0200463695126126,0.0113381025344261,0.0319345941825131,0.0271432447484301,0.0308166833659739,0.0164358457865758,0.0205662568225457,0.0160290282656133,0.0223161870294554,0.0238388387252726,0.0142334110664643,0.0280104791356584,0.0210552015427496,0.0180184699397964,0.0225344651501646,0.0139186732207797,0.015304814726681,0.0282032193622696,0.015983769789538,0.0209058006638778,0.0177782362233012,0.0176429934073392,0.0172563111103804,0.0205929562247782,0.0181780828631588,0.0156760422537437,0.0268377122840217,0.0228371366729735,0.021944589872525,0.0214174726447956,0.0282567892726218,0.0200796756693329,0.0205884107033512,0.0295681631208141,0.0278917474422332,0.0470484492746179,0.025050524912114,0.020557393686505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20070410,0.0320029104338307,0.0183079551212361,0.0337156967014031,0.0384292862965636,0.0163111783246645,0.0267683907418149,0.0522797420155273,0.0256044377318815,0.0476881179067798,0.0224627447676649,0.0246974454796608,0.0153511553708673,0.0250468443647582,0.018950242529325,0.0266123650062213,0.0318031537977482,0.0304523129397237,0.0181225462993769,0.0297856630671948,0.0262376663020983,0.0134533786885322,0.0281260309353805,0.0260691439803072,0.0219795326523041,0.0209298743127728,0.0238900567646647,0.0340290135011224,0.0171331845464428,0.0557789088571625,0.0361161110040044,0.0282564781144091,0.0202622352666605,0.0388980789147461,0.0187784416371288,0.0162949787285559,0.0213411418684569,0.0202448466762481,0.0265579828840864,0.0243845884845938,0.0219757330513935,0.0190834872449405,0.0189660127925794,0.0427103794377415,0.0443368698969026,0.0174690889474732,0.0348901658673175,0.0140779528427469,0.0234093934902743,0.0321919387070303,0.0175803796568767,0.0307532619805066,0.0283767108680678,0.0252117908203804,0.0182637716979021,0.0464324047677381,0.0247083599033306,0.0168375647565827,0.0300345150143662,0.0389120474750303,0.0195897206297836,0.0178432823639261,0.0131534448286843,0.0305435928822071,0.0276806088043039,0.0424774052739942,0.0163936730687139,0.0229083864827691,0.0156667728884689,0.0227995905378191,0.0158959609138751,0.0146994572869915,0.0289679822117958,0.0211951903194046,0.0184959538830225,0.0237125261604584,0.0181377726781785,0.0179116025389089,0.0341011234820763,0.0168462744407824,0.0271956230402557,0.0214134241364694,0.0188619491120906,0.014540749093099,0.0212852405548308,0.0189193028418095,0.0161909165234009,0.0168982126391313,0.0222839384066568,0.0181291664754032,0.0204652113613644,0.0216842717058125,0.0109510763756431,0.0217243922578264,0.0310112006789794,0.0280740136650384,0.0446184020862224,0.0263399019756977,0.0166032670672531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20070411,0.0325188195038686,0.0200024342797794,0.0297771834668718,0.0350734566220279,0.0169347193795786,0.0255221195850005,0.0511587438859768,0.0232694816930194,0.0489590543303445,0.0189010863459984,0.0253434161037786,0.0153141449469698,0.0282528812362534,0.0242908115467369,0.0273362009413934,0.022261646477558,0.0319520269356741,0.0193145911187892,0.0237605004832067,0.0283612463719371,0.0136064644375577,0.0376286614394359,0.0267941378037515,0.0217265738435717,0.021465189252514,0.0271996871194245,0.0415048984227215,0.0148563842957936,0.0514198944265309,0.0439218204087439,0.0204222371867309,0.018196511448535,0.0308499898995594,0.0266559159652979,0.0195484158163506,0.022232264740708,0.0166085651934293,0.0291801937534649,0.0212641831172527,0.02126064984642,0.0229769620205896,0.0203562016673051,0.041766552508024,0.0403049691950662,0.0176826718509224,0.022404333514235,0.0143125767130149,0.0242737543281818,0.0310728604414024,0.0159506497919667,0.0284136546323138,0.0306119393932543,0.0262672695405863,0.0164187195786868,0.0461036650890409,0.0268191420166329,0.0202871681580661,0.0182839576968409,0.0371062607346166,0.0198382881630038,0.020086810280889,0.0121255504919301,0.0305377469613593,0.0290840029473814,0.0409434225513236,0.0176200045634686,0.0481260039837479,0.0161325418077406,0.0260045089623928,0.0173555685262886,0.0144574367066771,0.0266715264061506,0.0244476276336669,0.0205376798352903,0.023054287476611,0.0176799022678662,0.0189770592850701,0.032478450318185,0.0165917338662787,0.0249116265817901,0.0220707318128445,0.0228477609594406,0.0172124107573299,0.0319806240154825,0.0156066010199773,0.0160984703811199,0.0312342503652342,0.0215740091479831,0.0194367249325367,0.019560694690433,0.0296504417732059,0.0105693337159338,0.0241699590510001,0.0247863916787417,0.0272145358754044,0.0439364171567074,0.0196090516297673,0.0160493801953542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20070412,0.0303149274278403,0.0213814406214529,0.0314850861323397,0.0321642072509859,0.0148326864926867,0.0252678583729352,0.0514817469156918,0.0234826707177686,0.0501910139294815,0.023468122238212,0.0253391285895052,0.0151599510984966,0.0264886917399325,0.0246036999635304,0.0265669914254606,0.028884385573268,0.0285518150068475,0.0189026018173646,0.0239477378566551,0.0286153787770114,0.0130631973041569,0.0383919802640266,0.0270027277426779,0.0266757693941877,0.0224609568363555,0.0187809513858666,0.041993480258816,0.0164701816935154,0.0524765342913598,0.02534095123792,0.014940917409646,0.0149072058912498,0.0303228374248563,0.017890563997718,0.0200333157707807,0.0225606098158131,0.0162606578933379,0.0260994067528946,0.0241343498916549,0.0270020094752928,0.023217392286254,0.018504825337955,0.0425505212733189,0.0385217907506359,0.0176533250956421,0.0255656976048717,0.0140822846794153,0.0247610316804242,0.0324652354473752,0.0172183121804344,0.031940003060011,0.0219627933659049,0.0270316743812553,0.0162660890851481,0.0457987320242779,0.0271882442566698,0.0205903827432849,0.0330168041295075,0.0373319184660396,0.0205604488593679,0.0194564000424083,0.0116581759913944,0.0318163078884707,0.0310183411060714,0.0478911068090107,0.0180322698110046,0.0459899588957699,0.0163720467637103,0.0230637790989107,0.0182230092831601,0.0143615811597125,0.0264038644912938,0.0261049286747787,0.0193531534348915,0.0221208534222763,0.0179312150552793,0.0187364952883883,0.0350472830017036,0.0177477799081532,0.0265096028738934,0.0134878401390334,0.0185410458505061,0.0208174262741599,0.0393697347186867,0.0171707693084123,0.0158443409287886,0.0244815923768851,0.0231666459706164,0.0204602821739393,0.0217097897112577,0.0298695405797808,0.0163000036226617,0.0248501360759792,0.0243612395159316,0.0272596973957623,0.0463194169088348,0.0214411349163885,0.0162168206482891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20070413,0.0403520057632297,0.0217106572697824,0.0313899072788145,0.0359078872113734,0.024915657054203,0.0244819981100684,0.0469605088884864,0.0207836693265788,0.0475878153069022,0.0242135929636707,0.0252809686748762,0.0131373387329049,0.0226755470789094,0.0237887267515683,0.0261997369252032,0.0196326820099333,0.0217583624722036,0.0275255072240857,0.028291791441572,0.0284091043967479,0.0134142248353658,0.0243432751029264,0.0322606445114944,0.0196130384899332,0.0236146406163243,0.0263675823066309,0.0405486179850558,0.0131334108277841,0.0488961823213174,0.0258597790260663,0.0179097222249908,0.01727057663461,0.0319005934599125,0.0255656320595378,0.0216829504840988,0.0197555437609951,0.0163763626645373,0.0204576231124918,0.0219019285768737,0.0304805672433641,0.0197600066255363,0.018703913563145,0.0472312400550019,0.0431029448354902,0.0170036114680141,0.024548393994317,0.0234807062405381,0.0303192194484414,0.032465750257301,0.0160602701774252,0.0326858287156706,0.0302998181849033,0.0245842109695968,0.0160184682979455,0.0407523891721423,0.0275410672877711,0.0183247877889759,0.031232119809564,0.040926129117487,0.0279965940539597,0.0169074920027436,0.01177856294169,0.0334955182718043,0.0322440707034872,0.0391138666193469,0.0180649720883926,0.0463878215664034,0.0158911521640411,0.0243620786077952,0.0232637832900557,0.0196145749842212,0.0252601029808699,0.0184635473886573,0.0161469853718852,0.0275608108756186,0.0178586489709161,0.0192563628222245,0.0304592509866189,0.0161263156518983,0.0247031121512376,0.0144529880700865,0.0187652419746038,0.0191971022638167,0.0200483880896415,0.0174268456127168,0.0152040284287339,0.0283224878656173,0.0259567130624549,0.0211193344922589,0.0220065870275708,0.0314090714067645,0.0100737631654429,0.0251518493508906,0.0243328369927151,0.0301223013717498,0.0478237946835832,0.0213927538903342,0.0158687810105183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
