FRM_index,FRM_q50,FRM_q60,FRM_q70,FRM_q80,FRM_q90,FRM_iqr,VIX,SRISK,FT,GT,date
0.121991751886963,0.0998809866386393,0.126383446726036,0.133156983765626,0.156096947514197,0.153130960903058,0.180045172056413,0.0420238931834153,0.0380958205345948,0.0444271845910989,0.0686294199091654,2007-04-02
0.125534103200282,0.107495177670265,0.12004459333065,0.1294210465032,0.146773377822923,0.150427747212745,0.1422362560723,0.0269852424455376,0.0357221956543744,0.0452190882668068,0.0663413626961679,2007-04-03
0.127591318053385,0.115366018181927,0.10638170179701,0.135797474886691,0.165096829487557,0.152238029778706,0.175594644329496,0.0238931834153198,0.0334302222383657,0.0388503014022011,0.0629044497667118,2007-04-04
0.146337876389411,0.140945464723225,0.138163129702284,0.132291957539424,0.154550254570284,0.200137434237886,0.176194371293578,0.0237526352775826,0.0312193674739577,0.0411425157219114,0.0585753634907654,2007-04-05
0.140612401360259,0.127119229154541,0.136450688680328,0.127740415971072,0.153679546308146,0.16899810303415,0.173188292445553,0.0237526352775826,0.02908909854854,0.0411425157219114,0.053610786238297,2007-04-06
0.144470724298761,0.137536425956192,0.135925714933062,0.133148269428134,0.162416908172523,0.175139202151638,0.19311034304518,0.022487702037948,0.0231764786801207,0.044301884106862,0.0374517100166725,2007-04-09
0.130776796285762,0.134613253023461,0.125326764226797,0.10655958917548,0.145338496173985,0.137761862204319,0.122136291411384,0.016022487702038,0.0213632249845566,0.0460441103290661,0.0323774364244155,2007-04-10
0.121532169488723,0.115570121558967,0.108281597902776,0.113743117173101,0.142996550636795,0.129477935671638,0.171693305662534,0.0274068868587491,0.0196278930649293,0.036507792211267,0.0277204160482502,2007-04-11
0.1153065472241,0.107333351093113,0.117806277687741,0.103825837224747,0.136516671751869,0.120525686063636,0.139958033854087,0.0164441321152495,0.0179699501086279,0.05023323559101,0.0236219974295312,2007-04-12
0.114563878088631,0.10910624671832,0.115951518160138,0.117332694161223,0.127226339084994,0.124707403102073,0.156632911551467,0.00927617709065355,0.0163888633030418,0.0376239233635815,0.020223529109613,2007-04-13
0.134195189132135,0.144916331904716,0.136349311340398,0.14228218438083,0.141645502403032,0.140299823374298,0.144809226443897,0.00618411806043572,0.0121014116644683,0.123457243807043,0.0155897611254003,2007-04-16
0.128744646136198,0.132410019912479,0.135405717492481,0.137532464048981,0.139428946383645,0.130015786210744,0.166878905134802,0.00843288826423052,0.0108224213356365,0.0857915974331449,0.0160437277985685,2007-04-17
0.123336585419004,0.1109847760297,0.123291958339627,0.127796780766083,0.132183369076202,0.126380896760103,0.13238292118365,0.0123682361208714,0.00961762309446647,0.0849025169784739,0.0172857847076032,2007-04-18
0.122620491678934,0.114494677517319,0.121436216601512,0.116742883078656,0.124192993625435,0.139973122227619,0.129266342898526,0.0140548137737175,0.00848648412834759,0.119158239972191,0.0191479790090052,2007-04-19
0.130108185442518,0.14201840630695,0.137152743418227,0.118337360741543,0.143013455403155,0.14365922044826,0.115346417144635,0.00744905130007029,0.00742847162466914,0.0910411970512567,0.0214623578592756,2007-04-20
0.121367470277247,0.122609944778942,0.124309415076271,0.10862017431534,0.126135552569618,0.127261418504156,0.0979326959304197,0.0210822206605762,0.00468786476216941,0.130956752132394,0.0294620296392983,2007-04-23
0.112221836435228,0.110410945662384,0.118760315551968,0.105577251633393,0.123561722062762,0.116363936036232,0.130652410802558,0.0222066057624736,0.00391702998214576,0.191940182004428,0.0320663128469949,2007-04-24
0.123958221969489,0.141894102764385,0.132220282270121,0.145004210460836,0.142479580107128,0.118010496620721,0.163488636464871,0.0234715390021082,0.00321665760150904,0.104965845886451,0.0345584928379676,2007-04-25
0.109690731846693,0.12389915908606,0.110724337187389,0.100422969047482,0.109445314413052,0.122911181215119,0.0969441878318509,0.0175685172171469,0.00258621480764859,0.10500757321292,0.0369083549946688,2007-04-26
0.107615136620597,0.113140111176819,0.102737083038417,0.101224695763931,0.103460363773245,0.109144348839046,0.0869251020217598,0.0127898805340829,0.00202516878795374,0.110828142755182,0.0390856846995507,2007-04-27
0.123997395443313,0.131758899361631,0.123967736105502,0.135997908876859,0.142282242590024,0.124718487606804,0.154727278811132,0.0376669009135629,0.000753083247755592,0.141759653425564,0.044286780795496,2007-04-30
0.118730567561375,0.125612153007456,0.1201227757032,0.117844586748323,0.114585572865712,0.133404519005955,0.111367969967846,0.0276879831342235,0.000464296198616067,0.134569523915268,0.0455169695914582,2007-05-01
0.111975868958286,0.112934305595745,0.0980937519713999,0.11203957097539,0.130671424216821,0.135208086558961,0.144281451894851,0.021644413211525,0.00024238259883208,0.142507024827777,0.046500927260148,2007-05-02
0.100461240756878,0.115580337572015,0.106727603728577,0.100512020206898,0.0996150733045029,0.106033880377128,0.116504508869315,0.0217849613492621,8.75133270100817e-05,0.12085452868989,0.0472471263901604,2007-05-03
0.109207560581879,0.128126246105963,0.116111440812709,0.104842894060308,0.0994619742562187,0.109306844412935,0.100633717198779,0.019255094869993,0,0.153375124267788,0.0477640395700901,2007-05-04
0.104467746438833,0.113466805902962,0.105425140285609,0.0914252488517624,0.104837952307069,0.115209203941081,0.0907730199764368,0.0226282501756852,0.000144711856340363,0.117384213312415,0.0480061902008104,2007-05-07
0.108402819393754,0.105409446365398,0.10030438172376,0.0990437748286434,0.127502555929273,0.124023403688185,0.13621418670792,0.0234715390021082,0.000329738477077056,0.137848615524918,0.047567491804712,2007-05-08
0.103266685206806,0.111179130025189,0.100129303276142,0.0888104877096058,0.105747493456038,0.115300971773159,0.100736251942699,0.0188334504567815,0.00058367912687519,0.0876014792224681,0.0467306812672556,2007-05-09
0.0975610699134954,0.0999045422675705,0.098659321621284,0.0946594898149575,0.11260953379885,0.111736294282799,0.0979375915665815,0.0289529163738581,0.000906845422584723,0.0804879569606351,0.0453986366099114,2007-05-10
0.104250567857865,0.098447655915905,0.0871625003699546,0.0917344420755106,0.13046142288565,0.122205597843181,0.124951490586215,0.0198172874209417,0.00129954898105553,0.0686976280039464,0.0434742358541495,2007-05-11
0.110309847208694,0.106913644722661,0.0979210337737434,0.103003359308027,0.121621755520313,0.135090765680535,0.111955527937802,0.0340126493323964,0.00289799940153474,0.0763348464160393,0.0332707744686839,2007-05-14
0.111281248398861,0.101367357559674,0.09708948099202,0.103515879753352,0.134167566005786,0.125771291575255,0.128632798389658,0.0347153900210822,0.00357196817954976,0.0818336856170686,0.0286714103373305,2007-05-15
0.117014325226931,0.107395545817269,0.0966243981729666,0.100520133235642,0.117944124980409,0.128072300676283,0.118514786129043,0.0275474349964863,0.00431703230457563,0.128600641165782,0.0241352473064155,2007-05-16
0.114129545432532,0.108639363565829,0.091708310628713,0.10155203389092,0.118503420343767,0.118280518252413,0.130060228206925,0.0276879831342235,0.00513350339346224,0.0990113140020399,0.0201357469431618,2007-05-17
0.114148060443532,0.107033090730253,0.108588071917371,0.116109673385093,0.127871891420864,0.125656058655212,0.14527550517315,0.0171468728039354,0.00602169306305948,0.114760503905473,0.0171463708147923,2007-05-18
0.104887906415048,0.0935073054941471,0.0941117837940729,0.106204280910172,0.128836878429042,0.119224845370197,0.141408558277569,0.0247364722417428,0.00911968972461425,0.0973169220390738,0.0187665573114006,2007-05-21
0.101857993583794,0.107888569087379,0.112485701242951,0.112009029452372,0.110913292226895,0.0958225323782784,0.1252405816358,0.0213633169360506,0.0102978698855532,0.126725125815101,0.023102970396075,2007-05-22
0.107269531252872,0.103130318984628,0.118622186046668,0.109878385371212,0.108408388926255,0.108274507421266,0.138600345831082,0.0238931834153198,0.0115493267114524,0.102272676652272,0.0283322611539394,2007-05-23
