ticker,ABN NA EQUITY,ACA FP EQUITY,ADM LN EQUITY,AGN NA EQUITY,AGS BB EQUITY,AIBG ID EQUITY,ALB SQ EQUITY,ALLN SE EQUITY,ALPHA GA EQUITY,ALV GY EQUITY,AMUN FP EQUITY,ARL GY EQUITY,ASHM LN EQUITY,ASRNL NA EQUITY,AT1 GY EQUITY,ATRS AV EQUITY,AV/ LN EQUITY,AZM IM EQUITY,BAER SW EQUITY,BALDB SS EQUITY,BALN SW EQUITY,BAMI IM EQUITY,BARC LN EQUITY,BBOX LN EQUITY,BBVA SQ EQUITY,BCP PL EQUITY,BCVN SE EQUITY,BEFB BB EQUITY,BEZ LN EQUITY,BIRG ID EQUITY,BKIA SQ EQUITY,BKT SQ EQUITY,BLND LN EQUITY,BME SQ EQUITY,BMPS IM EQUITY,BNB BB EQUITY,BNP FP EQUITY,BPE IM EQUITY,BPSO IM EQUITY,CABK SQ EQUITY,CAF FP EQUITY,CAPC LN EQUITY,CASS IM EQUITY,CAST SS EQUITY,CBG LN EQUITY,CBK GY EQUITY,CMBN SE EQUITY,CNP FP EQUITY,COFB BB EQUITY,COL SQ EQUITY,COV FP EQUITY,CS FP EQUITY,CSGN SW EQUITY,CVAL IM EQUITY,DANSKE DC EQUITY,DB1 GY EQUITY,DBK GY EQUITY,DEQ GY EQUITY,DEXB BB EQUITY,DLG LN EQUITY,DLN LN EQUITY,DNB NO EQUITY,DWNI GY EQUITY,EBS AV EQUITY,ECMPA NA EQUITY,EFGN SE EQUITY,ENX FP EQUITY,ETE GA EQUITY,EUROB GA EQUITY,EXO IM EQUITY,FABG SS EQUITY,FBK IM EQUITY,G IM EQUITY,GAM SE EQUITY,GBLB BB EQUITY,GFC FP EQUITY,GJF NO EQUITY,GLE FP EQUITY,GLJ GY EQUITY,GPOR LN EQUITY,HELN SE EQUITY,HL/ LN EQUITY,HMSO LN EQUITY,HNR1 GY EQUITY,HSBA LN EQUITY,HSX LN EQUITY,HUFVA SS EQUITY,ICAD FP EQUITY,ICP LN EQUITY,IGG LN EQUITY,IIA AV EQUITY,III LN EQUITY,IL0A ID EQUITY,INDUA SS EQUITY,INGA NA EQUITY,INTRUM SS EQUITY,INTU LN EQUITY,INVEB SS EQUITY,INVP LN EQUITY,IPF LN EQUITY,ISP IM EQUITY,JUP LN EQUITY,JYSK DC EQUITY,KBC BB EQUITY,KBCA BB EQUITY,KINVB SS EQUITY,KN FP EQUITY,KOMB CK EQUITY,LAND LN EQUITY,LEG GY EQUITY,LGEN LN EQUITY,LI FP EQUITY,LLOY LN EQUITY,LN EQUITY,LRE LN EQUITY,LSE LN EQUITY,LUNDB SS EQUITY,MAP SQ EQUITY,MB IM EQUITY,MF FP EQUITY,MLP GY EQUITY,MOBN SE EQUITY,MRL SQ EQUITY,MRO LN EQUITY,MTRO LN EQUITY,MUV2 GY EQUITY,NBG6 GY EQUITY,NDA SS EQUITY,NN NA EQUITY,OMU LN EQUITY,PARG SE EQUITY,PEO PW EQUITY,PFG LN EQUITY,PGHN SW EQUITY,PHNX LN EQUITY,PKO PW EQUITY,PRU LN EQUITY,PSPN SE EQUITY,PST IM EQUITY,PZU PW EQUITY,QLT LN EQUITY,RATOB SS EQUITY,RBI AV EQUITY,RBS LN EQUITY,RF FP EQUITY,RSA LN EQUITY,SAB SQ EQUITY,SAMPO FH EQUITY,SAN SQ EQUITY,SCR FP EQUITY,SDR LN EQUITY,SEBA SS EQUITY,SGRO LN EQUITY,SHB LN EQUITY,SHBA SS EQUITY,SLA LN EQUITY,SLHN SW EQUITY,SOF BB EQUITY,SPL PW EQUITY,SPSN SW EQUITY,SREN SW EQUITY,STAN LN EQUITY,STB NO EQUITY,STJ LN EQUITY,SWEDA SS EQUITY,SYDB DC EQUITY,TCAP LN EQUITY,TEG GY EQUITY,TELL GA EQUITY,TOP DC EQUITY,TPEIR GA EQUITY,TRYG DC EQUITY,UBI IM EQUITY,UBSG SW EQUITY,UCG IM EQUITY,UNI IM EQUITY,URW NA EQUITY,US IM EQUITY,UTG LN EQUITY,VATN SE EQUITY,VIG AV EQUITY,VNA GY EQUITY,VPBN SE EQUITY,WCMK GY EQUITY,WDP BB EQUITY,WHA NA EQUITY,ZURN SW EQUITY
2007-09-24,,25.2557,865,13.39,211.8,4150,46.01,128.8357,395.9427,159.91,,29.21,266.25,,,11.6,700.5,10.1711,,15.75,117.4,68.07,554.162,,15.9675,11.9028,53.05,68.4528,171.924,224.4343,,6.1433,940.428,42.76,7601.1487,3374.99,73.2031,9.5489,10.045,,92,,24.0961,69.6296,807.5,170.4606,,21.8175,122.9183,933.9627,94.6072,30.0941,71.1806,965.1021,190.857,94,70.063,24.811,19080.8617,,1631,76.441,15.746,53.633,39.08,53.2,,49495.7769,24593.1031,,37.625,,30.88,18.4619,84.27,116.1373,,105.5395,9.5,536.052,78,207,349.528,34.38,789.957,365.828,67.25,126,803.736,384.75,72.306,622.09,1446.6413,137.75,23.6122,100,735.76,162.5,385.96,213.25,5.1002,,367.081,94.84,78.36,97.7058,9.8684,865.6,1579.921,,130.7,38.0311,264.902,,347,1637.798,112.625,3.0284,14.6895,121.613,9.64,181.4215,,224.283,,130.23,70.5,81.8263,,,126.6,251.5,647.912,144,,50.7495,613.089,61.3,,,,91,98.828,,58.2449,652.016,4.5017,20.0206,12.3339,18.74,1384,103.4384,831.776,393.633,65.5,381.333,298,84.1,262.1,64.84,101,1280.22,69.73,375,174.944,225,435,8.303,74,87,231001.8152,84,16.7627,55.939,158.7644,43.0121,180.23,47.9695,353.521,177,49.01,,287.5,1.004,6.4649,71.718,347
2007-09-25,,24.8589,860.5,13.32,202.7,4034.5,45.34,128.1765,398.2145,159.15,,29.327,265,,,10.45,705,9.8497,,15.75,116.3,67.4672,537.969,,15.7177,11.2572,52.5,68.3776,166.656,223.2989,,6.0405,948.714,42.4,7519.2097,3372.97,72.2118,9.6459,9.84,,91,,23.7734,68.762,801.5,167.8234,,21.74,121.3281,905.8736,94.309,29.9671,70.1735,971.5619,189.932,93.4,69.488,25.295,18863.8282,,1615,75.017,15.838,53.235,39.1,50.5,,49722.3022,24398.6912,,36.875,,31.11,18.2035,83.2,114.634,,103.7562,9.303,532.405,77.6,203,353.246,34.34,792.135,355.786,67,113.4,793.432,382.25,71.663,613.995,1399.6413,136.75,23.5431,99,740.383,161.5,394.581,206.5,5.057,,361.505,93.53,77.05,96.9557,9.7303,876,1569.298,,129.8,37.6031,263.662,,350.25,1586.213,111.625,2.9298,14.5686,121.4643,9.21,179.9385,,221.339,,130.67,71.5,80.3184,,,125.5,247.8,638.035,143.7,,49.7806,609.659,62,,,,91,98.061,,57.867,641.364,4.4283,19.9023,12.2789,18.31,1337,100.6009,830.06,386.386,64.5,382.381,297.75,83.6,255.1,64.84,100.2,1288.24,70.234,369,171.222,220.75,427.75,8.176,74.28,84.9,226632.9866,82.9,16.6815,55.317,157.192,42.4278,179.42,47.7612,353.521,177,49.25,,284.5,0.976,6.4994,71.309,343.5
2007-09-26,,24.9604,861,13.42,204.7,4000,46.6,128.5532,401.4599,160.49,,29.939,272.25,,,10.29,718,9.9523,,15.5,116.5,66.8726,536.169,,15.785,11.1765,51.9,68.4904,167.135,227.8405,,6.0829,981.857,42.55,7583.7149,3359.96,72.1729,9.6398,9.84,,90,,24.1128,69.6296,810,168.4827,,21.955,123.0557,919.9181,95.1011,30.397,70.1735,974.0465,192.476,96.61,69.45,25.571,19180.3354,,1646,75.966,16.424,53.603,38.86,51.5,,50628.4033,24301.4853,,37.125,,31.1,19.181,83.45,115.9226,,104.6789,9.133,541.522,75.85,203,359.134,34.65,796.493,367.98,67,102.1,794.978,389.5,72.707,613.061,1407.4107,138.75,23.689,99.25,758.216,162.5,403.002,200.75,5.0664,,367.081,95.45,77.85,97.8934,9.8816,879,1596.338,,132.6,38.3423,265.894,,355.25,1610.163,112.25,2.9593,14.7752,119.7199,9.28,179.4441,,219.279,,132.11,71.5,81.8263,,,127.3,249,647.547,144.3,,50.2881,627.666,62.9,,,,91,98.157,,58.8005,656.899,4.4417,20.1388,12.3981,18.53,1359,101.3747,849.802,388.675,65.167,384.127,299.75,83.29,254.4,64.84,102.3,1298.68,70.318,373.5,173.29,224.25,434.75,8.001,74.28,85.4,227543.1592,83,16.8671,55.095,159.7772,42.5163,181.15,48.1034,353.765,177.1,49.18,,283.5,0.962,6.5973,70.961,344.5
2007-09-27,,25.145,887,13.45,210.4,4157.5,48.01,129.7775,397.5654,163.49,,30.902,281.5,,,10.38,733.5,10.0274,,15.25,117.4,65.3902,542.916,,15.833,11.6204,51.35,69.1673,170.487,238.4378,,6.1796,989.314,43.39,7569.7678,3419.99,74.1653,9.6095,9.84,,90,,24.4577,69.8465,830,169.8013,,22.3825,123.0066,919.9181,95.7441,30.612,70.3108,976.9286,196.178,95.79,70.071,25.039,19334.0674,,1727,77.391,16.614,53.384,39.03,51.45,,50673.7084,24359.8089,,37.875,,30.98,19.3833,84.78,115.288,,106.6041,9.133,551.55,78.65,208,367.19,35.3,795.621,385.913,68,101.8,788.28,390,72.627,620.534,1472.3474,141.25,23.8349,100.25,765.481,164.5,412.225,205,5.058,,375.445,96.17,78.49,100.3313,10.1118,898.2,1634.967,,134.9,38.9843,269.118,,363.25,1588.977,111.5,2.9889,14.6781,116.9546,9.05,180.4328,,214.275,,132.96,70,88.0169,,,127.3,249.5,658.156,143.9,,50.4727,640.099,63.65,,,,92,98.636,,59.0868,669.327,4.4617,20.9467,12.5449,18.5,1372,107.0497,853.665,388.293,66.833,406.825,300.75,83.6,259,64.7,103.5,1282.63,70.654,380,181.148,230,440,8.108,73.52,86.6,230819.7807,84.1,16.8582,55.272,161.1098,42.7465,179.9,48.9512,363.747,176.5,48.75,,281.5,0.976,6.6855,72.9188,348.75
2007-09-28,,24.9604,900,13.43,206.5,4250,48.05,128.6474,396.5918,163.85,,31.055,290,,,10,736,9.8873,,15.5833,117.8,63.8467,535.72,,15.7946,11.7414,52.25,68.5656,175.276,246.0072,,6.1131,971.085,43.54,7501.7759,3385,74.5832,9.6701,9.84,,91.2,,24.5635,69.6296,813,170.1609,,22.4275,121.7796,917.5774,95.7628,30.6608,70.7686,991.8359,196.409,95.5,70.203,24.584,19207.4646,,1676,78.53,16.359,53.175,39,54.8,,50628.4033,23970.9851,,38.375,,30.81,19.5631,85.06,116.1666,,104.4039,9.1,544.712,79.95,211.25,363.162,35.58,788.214,401.694,69.5,100,793.947,378.75,70.297,620.845,1491.5311,143.25,23.904,100.25,753.592,165.5,410.621,197,5.0777,,377.768,96.48,78.54,101.6441,10.2303,898.2,1624.344,,133.6,39.1302,269.118,,362,1513.443,111,3.127,14.6095,118.2431,9.36,182.9045,,228.698,,134.77,70,89.128,,,128.3,245.5,654.132,144,,50.934,644.386,61.8,,,,95,98.157,,59.1899,685.749,4.5017,21.0945,12.499,18.79,1387,108.0815,857.528,377.995,66.667,402.984,302,83.11,253,64.07,103.7,1284.23,70.402,378,178.253,227.5,431.5,8.059,73.4,86,228089.2628,83.8,16.8225,55.673,159.9104,42.2153,180.62,48.9809,351.817,176.8,49,,282,0.976,6.6166,73.4844,349.25
2007-10-01,,25.3295,912.5,13.51,207.4,4322.5,48.54,130.4368,400.8108,163.95,,31.118,286,,,10.5,744.5,10.0988,,15.7917,118.7,66.278,540.218,,15.9099,11.7818,52.5,69.8254,173.36,247.8996,,6.1977,947.885,43.7,7690.0612,3360.01,75.7787,9.7004,9.8564,,91.01,,24.4188,73.3172,812,173.4574,,22.77,124.6558,910.5551,96.8531,30.8367,72.0503,994.8174,199.879,97.18,70.824,24.498,19379.2827,,1658,79.765,17.043,53.971,40.07,52.55,,50515.1407,23912.6615,,39.375,,31.08,20.1586,85.74,115.9226,,105.7524,9.193,544.712,80.5,213.5,365.641,35.85,789.085,407.791,69.25,100,807.343,374.5,70.618,623.336,1553.3985,142,24.2726,101.25,737.081,166,399.594,207,5.1865,,375.91,97.5,78.16,101.4565,10.2303,892.8,1631.104,,136.2,39.4414,269.367,,358.5,1533.708,111.25,3.2454,14.6324,120.9192,10.42,181.9158,,233.113,,134.59,70,89.128,,,129,249.8,656.693,146.9,,50.8879,657.248,63.5,,,,95.5,97.018,,59.2186,687.968,4.515,21.3014,12.5082,19.16,1395,109.6292,853.236,386.386,67.5,407.524,305.75,82.36,253,64.79,104.3,1274.6,70.99,375.25,181.975,229,437.25,8.098,73.56,86.5,227361.1247,84.7,17.2419,57.362,162.8954,42.5871,181.71,49.6057,353.278,177,48.75,,278.5,0.962,6.6965,73.5018,353.75
2007-10-02,,25.7817,933.5,13.45,212.2,4480,48.99,129.495,403.7317,165.41,,32.037,294.75,,,10.38,748,10.0182,,15.3333,120.8,67.1618,558.66,,16.4287,12.508,53.6,69.8066,173.36,256.718,,6.3429,957,43.52,7801.6377,3394.97,77.6738,9.7611,10.045,,91.7,,24.5301,73.3172,822.5,176.9338,,22.7825,124.9601,908.2144,98.8288,31.0028,73.8355,1024.9303,203.581,98.74,72.642,25.03,19994.211,,1723,78.91,17.228,55.712,40.45,53.5,,50560.4457,24068.191,,39.875,,31.17,20.2935,85.2,116.1666,,110.0818,10.447,558.843,81.6,216.75,377.725,36.78,794.314,408.508,69,102.14,815.071,368.5,72.306,640.149,1678.572,142.25,24.3648,101.75,756.895,169.5,414.631,212.5,5.1565,,382.415,97.95,79.31,101.8316,10.4013,895,1659.11,,136.7,39.704,275.815,,357.25,1519.891,111.875,3.2257,14.7381,120.4533,10.68,182.4102,,226.932,,134.93,70,89.5248,,,130.1,253.2,674.985,155,,51.949,643.958,63.65,,,,96,100.36,,60.1922,691.519,4.6084,21.528,12.7283,19.21,1371,110.403,872.12,415.375,67.833,413.46,306.25,83.1,262,64.65,106.1,1298.68,72.922,372,186.111,235,443.75,8.303,73.44,87,230273.6771,84.2,17.2544,59.052,166.9998,42.835,180.9,49.6354,375.677,177,48.55,,286,1.045,6.7365,73.3974,358.25
2007-10-03,,26.0862,966,13.47,209.2,4568.75,48.96,129.5892,403.0826,165,,32.091,296.5,,,10.12,752.5,10.2755,,15.5,121,69.1818,575.752,,16.4479,13.1536,54.5,69.8254,173.6,255.0906,,6.3247,969.428,43.66,7850.4524,3385.01,78.2764,9.7975,10.0778,,91.75,,24.8027,73.1003,794,179.0915,,23.1475,124.322,901.1921,97.1327,31.3839,74.6595,1014.4951,202.424,100.31,74.18,25.732,20175.0722,,1752,77.961,17.174,56.011,40.49,52.5,,49835.5648,24029.3087,,40.25,,30.8,20.5295,85.49,115.7859,,110.3214,10.133,569.327,81.2,218.25,376.486,36.71,815.228,416.758,68,100.51,830.012,368.75,71.502,641.394,1726.5312,142.5,24.526,100.5,780.011,171,426.661,216.75,5.2108,,382.879,99.19,81.59,100.7064,10.6645,870,1672.63,,138.6,39.7527,280.28,,362.75,1545.683,110.375,3.3046,14.6752,121.9202,10.73,183.1022,,233.113,,134.79,70,88.8106,,,130.6,250.6,680.473,153.4,,51.4877,649.531,63.4,,,,97,100.791,,60.3583,679.535,4.6217,21.2226,12.6824,19.33,1365,111.9507,882.421,418.808,67.667,417.651,310,83.52,265,65.08,106.5,1289.05,73.51,401,187.765,236.5,437.25,8.264,73.28,87.1,232094.0224,84,17.109,59.897,167.6394,44.2871,182.84,50.3047,384.686,177,48.7,,288,0.962,6.7075,73.5279,360.5
2007-10-04,,26.2523,966,13.82,220.5,4565,48.35,129.2124,404.7054,165.2,,31.857,301.25,,,10.4,759.5,10.6664,,15.9167,121.2,70.6154,589.247,,16.4479,13.1536,55.4,71.2733,176.234,255.8475,,6.4275,964.457,43.58,7772.0002,3419.99,78.8693,9.9187,10.0286,,92.3,,24.6024,72.6664,775.5,179.9306,,23.51,123.684,882.466,95.5205,31.462,74.5679,1015.4889,200.805,100.49,74.18,25.779,20690.5268,,1730,78.245,17.201,57.652,40.23,53,,50605.7508,24107.0734,,39.25,,30.94,20.5856,85.99,115.6785,,112.5482,10.297,580.723,81,218,378.035,37.06,830.043,416.399,68,103,819.708,373.5,69.494,662.567,1715.7883,142.5,24.5567,101.5,782.653,172,432.275,218.75,5.2831,,381.021,100.73,82.77,101.0815,10.8092,872,1683.253,,140.4,39.6457,283.505,,376,1577.002,109.5,3.275,14.7238,125.191,10.85,182.4102,,232.818,,134.4,69,89.7629,,,131.3,250.5,671.692,153,,50.6572,653.818,62.325,,,,96.75,106.536,,60.2666,676.872,4.6617,21.7743,12.6732,19.4,1393,112.2087,881.563,411.942,67.167,420.794,311.75,84.43,266,65.18,107.3,1284.23,76.03,418,189.006,236.75,434.5,8.196,72.48,86.6,229363.5045,84.7,17.1268,60.119,167.2663,45.562,183.2,50.1114,377.382,176.8,49.21,,290.25,1.031,6.6813,72.2749,356.75
2007-10-05,,26.5383,966,14.04,227.1,4600,48.26,129.7775,407.3017,164.23,,31.866,291,,,10.48,757.5,10.8302,,15.75,121.5,71.1,593.745,,16.6688,13.1133,55.9,70.8784,174.079,263.6062,,6.4638,931.314,43.59,7819.0715,3405,80.0939,10.1309,9.9958,,92.99,,24.7582,72.8834,774,180.1104,,23.5775,124.9797,863.7399,97.0302,31.5402,74.9341,1013.4019,199.185,105.15,74.258,25.922,20518.7086,,1719,77.771,17.592,58.319,40.85,54,,51307.9792,25020.8093,,40.25,,30.98,20.3834,86.2,116.5571,,113.3733,10.167,574.797,81.2,222,361.922,36.1,837.886,416.399,69.75,103,828.982,383.25,69.815,665.057,1726.5312,144.25,24.6489,104.5,761.518,174,432.676,210,5.2887,,382.879,101.15,82.31,102.2067,10.9276,890,1629.172,,142.6,39.8791,283.257,,372,1541.998,109.25,3.3539,14.7838,124.8837,11.46,182.6079,,232.524,,135.7,70,89.6836,,,132.8,253,664.375,154.9,,50.7956,654.247,63.5,,,,98.25,111.229,,60.112,679.979,4.6951,21.8335,12.7833,19.22,1412,112.4666,858.386,408.891,67.333,416.254,312.75,85.11,275,65.08,107.6,1297.88,73.93,417.5,189.833,238,448,8.196,72.56,88,242652.025,86.3,17.0858,60.431,168.6789,46.2703,182.9,49.799,380.79,176.5,49.9,,299.5,0.962,6.538,75.5989,356.25
2007-10-08,,26.2246,975.5,13.99,225.1,4512.5,48.51,127.8939,406.3281,163.67,,31.668,287.5,,,10.59,769.5,11.1589,,15.75,122.5,71.0349,595.544,,16.5728,13.1133,57.05,71.2733,172.403,260.5784,,6.3791,904.8,43.63,7798.1509,3384.03,79.501,10.3067,9.922,,93,,24.5635,71.365,781.5,179.9306,,23.3825,123.7821,837.9916,97.608,31.2178,74.751,1010.1223,197.103,104.83,73.9,25.495,20591.0531,,1698,78.435,17.353,57.503,40.72,56.3,,51761.0298,24865.2797,,40.375,,30.95,20.7991,86.19,116.3814,,113.0273,9.983,560.666,80.8,216,354.795,36.04,822.636,403.129,68.75,103,814.041,380.5,68.931,661.944,1685.2863,144.5,24.6028,104.75,756.234,173,432.676,212.25,5.2352,,381.95,99.53,81.43,102.7693,11.4803,898,1593.441,,141.5,40.3557,281.52,,376.5,1576.081,109.75,3.3539,14.881,126.6678,10.96,180.2351,,227.226,,136.31,70,88.8899,,,132.8,256.3,664.741,156.2,,50.7495,664.537,62.6,,,,97.25,107.733,,60.0204,673.765,4.6951,21.4393,12.7099,19.12,1413,110.9189,849.802,408.509,66.667,410.667,312.25,84.5,277,64.36,108,1316.34,74.35,418,187.765,240,445.75,8.245,72.16,88.7,245382.5429,87.3,17.1259,60.564,167.7461,45.3318,183.1,49.3974,379.573,176.9,50.86,,298,0.962,6.4994,74.2937,355.5
2007-10-09,,26.3261,967,14.12,227.2,4540,47.79,129.0241,406.6526,163.58,,31.947,280.5,,,10.4,769.5,10.9547,,16.0417,123.4,71.0674,598.693,,16.6496,13.0326,55.8,72.063,170.248,260.0107,,6.361,950.371,44.35,7888.8069,3380.01,78.9665,10.4886,9.963,,94.96,,24.7025,72.0157,779.5,182.1483,,22.8975,125.0288,837.9916,97.4029,31.3643,74.4306,1009.0291,201.499,104.65,73.551,25.817,20808.0866,,1709,80.334,17.374,56.956,41.47,57.05,,51896.945,25487.3978,,41,,31.19,20.9789,86.94,117.0647,,112.2288,9.917,572.518,80.3,222,370.599,36.08,826.121,413.171,69.25,103,858.865,383.5,69.012,668.171,1657.7577,144.75,24.8716,104.75,778.03,176,425.859,211.5,5.2437,,381.485,100.8,82.35,102.7693,11.579,900,1634.967,,143.3,39.6165,283.257,,372,1576.081,110.125,3.2947,15.019,126.9651,10.7,181.9158,,228.109,,137.11,70,89.7629,,,133.4,264.5,662.912,157.1,,51.5338,662.822,64.5,,,,97,109.63,,59.9115,690.188,4.6951,21.5576,12.6274,19.42,1419,111.6928,881.563,424.911,67.5,416.254,315.5,84.74,284.5,64.84,111.1,1359.68,74.014,420,188.179,239.5,447,8.342,72.8,89.2,240467.6106,86.4,17.3133,60.431,169.3985,46.2172,184.8,49.7841,380.303,177,50.95,,296,0.784,6.5063,75.1203,357
2007-10-10,,25.7724,978,14.22,232.6,4506.25,48.29,129.4008,406.9772,163.33,,32.001,280.75,,,10.3,776,10.8147,,15.5833,123.9,69.5728,589.696,,16.5055,13.0729,55,71.734,170.487,253.5767,,6.3187,952.857,45.55,7855.6826,3360,78.2181,10.3067,9.963,5.25,93.4,,24.6024,72.8834,779.5,181.0694,,23.1725,124.6656,821.6063,97.5707,31.0224,75.0257,998.2958,203.118,106.74,73.015,25.865,20817.1297,,1722,80.05,17.489,57.234,41.86,58.75,,51647.7672,25467.9566,,41,,31.28,21.2935,87.28,118.2752,,110.8005,9.98,573.885,81.45,224.75,371.838,36.25,822.636,421.42,70,98.5,872.26,381,68.771,680.003,1635.4087,145,24.8255,102.5,772.085,177,429.869,213.25,5.194,,380.091,100.05,82,105.2072,11.0066,899,1639.795,,142.7,39.4122,279.536,,363,1577.002,109.75,3.3145,15.021,127.6986,10.94,182.9045,,224.283,,136.35,68.5,88.8899,,,133.1,262,670.229,158.6,,51.8106,667.109,64.1,,,,96.5,111.947,,59.5794,697.289,4.6817,21.4295,12.5632,19.47,1500,111.6928,882.421,433.302,67.167,412.064,317.75,84.9,279.5,64.84,112.1,1375.73,73.93,413.5,185.697,242,445.25,8.225,73.56,90.2,236644.8856,87.2,17.0902,60.475,167.4529,45.8631,185.56,49.918,389.555,177,50.16,,301.25,0.962,6.5545,74.6069,361
2007-10-11,,25.5602,981.5,14.15,235.5,4420,49.15,129.1183,403.7317,162.5,,32.316,282,,,10.26,779.5,10.7716,,15.6667,124.1,69.9923,585.648,,16.6496,13.0729,56,71.7716,171.445,248.278,,6.355,921.371,45.13,7836.5054,3375,78.0918,10.3067,9.9876,5.29,92.65,,24.48,74.4018,780,183.347,,23.1625,125.2349,805.221,96.6388,30.7683,74.7968,1005.1532,204.737,105.57,72.533,25.969,20726.699,,1685,81.759,17.641,58.11,41.05,59.2,,52100.8178,25292.9859,,41.25,,31.24,22.1925,87.5,117.6211,,109.7447,9.897,567.96,82.5,226,365.951,36.32,837.886,414.606,69.5,103,889.262,390.75,68.69,683.116,1598.9597,145,24.7871,104.75,752.932,176,433.478,211,5.1705,,384.738,100.44,82,106.7075,10.875,897,1607.926,,140.2,39.1204,278.792,,367,1582.529,110.375,3.3243,15.0895,127.431,11.24,183.0034,,226.049,,137.95,68.5,89.2074,,,133.5,266,665.839,163.3,,52.1336,666.68,63.3,,,,96.5,111.372,,60.4213,708.385,4.6951,21.3605,12.5815,19.49,1560,111.6928,866.97,429.106,67.167,414.159,319,84.5,285,64.07,112.3,1390.18,74.014,411,185.284,243,444.5,8.548,73.28,90.7,240103.5416,88.1,17.0188,60.208,165.0809,46.0755,184.61,50.0073,386.147,176.7,50.2,,307.5,0.962,6.6235,74.2241,364.25
2007-10-12,,25.5233,982,14.18,234.9,4287.5,48.9,127.4231,401.7845,162.5,,32.415,275.25,,,10.36,783.5,10.735,,16.0833,124.3,69.6013,582.949,,16.8514,12.9519,55.5,69.8724,173.839,241.2763,,6.2582,906.457,45.21,7897.5238,3375,77.6544,10.2218,9.9958,5.31,92,,24.2018,73.3172,786,187.3029,,23.245,123.7919,784.1541,96.6854,30.9051,74.7053,993.923,202.193,106.31,72.246,25.979,20997.9909,,1671,82.424,17.472,58.647,41.2,58.95,,51874.2925,25662.3685,,40.25,,31.39,22.4509,87.53,117.4942,,108.9374,9.83,566.136,81.9,227,357.274,36.08,830.479,410.302,69.5,103,886.171,391.25,67.807,678.757,1543.0393,144,24.9176,104,756.234,175,431.473,213.25,5.1583,,381.485,99.83,81.95,106.1449,10.829,895,1594.406,,141.8,38.7119,276.312,,363,1567.79,110.875,3.3046,15.0476,126.9453,10.99,180.9272,,222.517,,138.39,68.5,88.7312,,,132.1,263.8,664.01,160,,51.5799,667.109,63.8,,,,97.25,112.052,,60.0891,707.942,4.6884,21.3507,12.6732,19.35,1491,110.9189,860.961,427.199,66.833,404.032,316.5,84.25,280,63.63,110.2,1382.96,75.19,408,181.562,239.75,443.5,8.577,72.8,90,240285.5761,87.9,17.1081,60.431,164.7877,45.7922,182.21,50.2006,393.451,177,49.7,,304,0.976,6.3547,74.7113,366
2007-10-15,,25.1173,938.5,14.03,231.1,4157.5,48.41,127.3289,407.3017,161.03,,31.362,275.5,,,10.4,747.5,10.6517,,16.1667,122.9,66.7545,563.608,,16.6784,12.7098,55.5,70.7938,170.248,233.5176,,6.1071,892.371,44.61,7728.4156,3337,76.2743,10.24,9.881,5.28,90.8,,24.3687,73.5341,773.5,187.3029,,22.7675,125.068,749.0428,95.7907,30.1918,73.6982,993.6248,202.655,103.85,71.073,26.292,20618.1823,,1680,82.139,17.217,57.254,40.9,58.25,,51851.6399,25953.9863,,39.75,,31.14,22.1138,88.67,117.504,,106.4621,9.717,562.034,82.2,225.5,352.317,35.54,831.35,405.998,70.5,103,850.106,397,67.887,670.662,1477.1434,144.5,24.5951,103,741.043,175.5,418.24,215,5.0505,,380.556,98.3,81,105.3948,10.7303,878,1568.332,,135.5,38.6341,271.599,,367.75,1565.948,108.75,3.2158,14.8476,125.6767,10.42,181.9158,,226.932,,136.81,68.52,87.4613,,,132.2,263,648.278,160,,51.6722,638.384,64.4,,,,96.25,108.49,,60.4213,679.979,4.6684,21.2324,12.7741,18.76,1473,108.3394,858.386,421.859,66.167,391.111,316.25,84.53,285,63.34,108.6,1359.68,74.098,391.5,174.944,234.5,435.25,8.303,73.04,89.9,240285.5761,86.7,16.7957,59.853,159.564,44.9245,179.5,49.1892,397.346,176.5,49.22,,305.75,0.935,6.3615,72.8666,362.75
